Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13461.600,0.592,0.261,0.484,0.513,0.541,0.580,1.518,1.934,5.104,1.690
5,13034.600,0.612,0.260,0.480,0.510,0.538,0.579,1.481,1.888,49.365,1.634
10,13207.600,0.605,0.258,0.490,0.521,0.548,0.587,1.532,1.931,28.925,1.654
15,13433.200,0.595,0.260,0.481,0.511,0.540,0.587,1.502,1.966,8.188,1.682
20,13549.800,0.589,0.260,0.480,0.503,0.536,0.579,1.505,1.935,7.873,1.696
25,13594.600,0.588,0.258,0.479,0.508,0.537,0.579,1.481,1.898,7.512,1.702
30,13462.800,0.593,0.259,0.483,0.515,0.542,0.582,1.506,1.921,7.816,1.685
35,13526.200,0.591,0.256,0.478,0.504,0.536,0.585,1.494,1.976,8.591,1.693
40,13596.800,0.588,0.261,0.480,0.508,0.538,0.576,1.488,1.870,7.419,1.702
45,13445.600,0.594,0.261,0.482,0.514,0.542,0.583,1.519,1.886,7.802,1.683
50,13319.200,0.600,0.251,0.472,0.505,0.543,0.689,1.535,2.007,8.469,1.667
55,13486.400,0.592,0.258,0.477,0.507,0.537,0.602,1.499,1.924,7.451,1.688
60,13450.400,0.594,0.260,0.484,0.505,0.541,0.582,1.579,1.945,7.480,1.684
65,11473.800,0.696,0.260,0.485,0.511,0.545,0.593,1.564,2.078,241.030,1.436
70,12253.400,0.652,0.269,0.490,0.522,0.550,0.596,1.574,2.092,51.227,1.534
75,13292.200,0.601,0.255,0.486,0.516,0.545,0.587,1.553,1.957,7.983,1.664
80,13468.200,0.593,0.255,0.483,0.512,0.544,0.588,1.479,2.020,7.963,1.686
85,13628.200,0.586,0.263,0.477,0.506,0.534,0.584,1.471,1.930,7.451,1.706
90,13606.800,0.587,0.252,0.479,0.508,0.535,0.573,1.489,1.867,7.182,1.703
95,13238.200,0.603,0.265,0.484,0.517,0.544,0.606,1.526,2.029,8.274,1.657
100,13373.800,0.597,0.254,0.480,0.510,0.542,0.666,1.522,1.968,7.716,1.674
105,13251.400,0.603,0.266,0.479,0.509,0.544,0.701,1.536,2.016,7.857,1.659
110,13077.200,0.611,0.250,0.470,0.504,0.547,0.781,1.508,2.119,8.064,1.637
115,13405.800,0.596,0.249,0.466,0.495,0.532,0.784,1.454,1.991,8.774,1.678
120,13600.400,0.587,0.260,0.477,0.505,0.533,0.581,1.481,1.916,7.288,1.702
125,12769.200,0.626,0.268,0.481,0.513,0.540,0.590,1.500,1.994,40.277,1.598
130,12830.000,0.623,0.256,0.480,0.511,0.540,0.591,1.492,2.022,51.008,1.606
135,13497.600,0.592,0.260,0.481,0.514,0.539,0.588,1.484,1.935,8.234,1.690
140,13657.400,0.585,0.260,0.479,0.509,0.537,0.577,1.463,1.886,7.334,1.710
145,13596.200,0.588,0.256,0.479,0.508,0.536,0.576,1.492,1.888,7.251,1.702
150,13368.600,0.598,0.255,0.480,0.509,0.541,0.586,1.523,1.949,21.956,1.674
155,13551.600,0.589,0.262,0.478,0.503,0.536,0.582,1.503,1.974,7.448,1.696
160,13659.200,0.585,0.256,0.477,0.502,0.533,0.571,1.500,1.886,7.554,1.710
165,13707.800,0.583,0.259,0.477,0.500,0.532,0.572,1.476,1.876,6.991,1.716
170,13537.200,0.590,0.260,0.481,0.506,0.538,0.576,1.522,1.923,7.821,1.695
175,13405.400,0.596,0.262,0.485,0.514,0.542,0.581,1.510,1.968,7.835,1.678
180,13571.200,0.589,0.259,0.481,0.502,0.537,0.579,1.503,1.967,7.905,1.699
185,13500.600,0.592,0.263,0.482,0.509,0.537,0.575,1.506,1.917,7.668,1.690
190,13706.400,0.583,0.256,0.475,0.499,0.531,0.578,1.462,1.876,7.285,1.716
195,13331.400,0.599,0.255,0.466,0.497,0.535,0.754,1.470,2.144,8.471,1.669
200,12840.400,0.622,0.258,0.466,0.498,0.549,0.822,1.492,2.557,8.934,1.607
205,12691.400,0.630,0.254,0.463,0.499,0.556,0.878,1.485,2.685,8.195,1.589
210,13317.400,0.600,0.254,0.472,0.501,0.540,0.745,1.467,2.037,7.550,1.667
215,13712.800,0.582,0.260,0.477,0.500,0.532,0.570,1.484,1.874,6.958,1.717
220,13465.800,0.593,0.262,0.479,0.507,0.539,0.586,1.527,1.964,7.858,1.686
225,13068.600,0.611,0.264,0.481,0.510,0.545,0.609,1.556,2.127,144.259,1.636
230,13197.400,0.605,0.254,0.482,0.513,0.546,0.604,1.563,2.152,8.006,1.652
235,13487.200,0.592,0.252,0.479,0.504,0.538,0.589,1.515,2.010,7.056,1.688
240,13257.800,0.603,0.255,0.474,0.508,0.545,0.741,1.522,2.049,7.728,1.659
245,12982.000,0.615,0.256,0.474,0.507,0.549,0.788,1.557,2.196,8.618,1.625
250,12936.800,0.618,0.259,0.472,0.504,0.545,0.841,1.569,2.204,9.188,1.619
255,13074.000,0.611,0.258,0.482,0.514,0.546,0.665,1.579,2.093,7.292,1.637
260,13279.800,0.602,0.251,0.469,0.500,0.537,0.715,1.519,2.001,69.844,1.662
265,13312.800,0.600,0.258,0.468,0.499,0.538,0.717,1.526,2.125,7.368,1.666
270,11487.200,0.696,0.266,0.474,0.508,0.549,0.702,1.582,2.240,401.628,1.438
275,13246.600,0.603,0.254,0.483,0.515,0.547,0.605,1.524,2.153,8.087,1.658
280,13783.600,0.580,0.257,0.476,0.498,0.529,0.568,1.469,1.848,7.062,1.725
285,13634.800,0.586,0.258,0.478,0.504,0.535,0.575,1.508,1.900,7.531,1.707
290,13408.000,0.596,0.254,0.482,0.512,0.542,0.587,1.540,1.956,8.089,1.678
295,13304.800,0.600,0.264,0.485,0.516,0.547,0.596,1.528,2.057,6.983,1.667
300,2717.600,0.587,0.259,0.480,0.506,0.538,0.581,1.453,2.037,4.256,1.704
