Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,133.400,0.665,0.571,0.613,0.651,0.683,0.706,0.719,0.758,3.754,1.504
5,132.800,0.663,0.552,0.611,0.651,0.680,0.704,0.727,0.830,4.728,1.509
10,126.200,0.664,0.570,0.619,0.659,0.689,0.714,0.730,0.763,5.922,1.506
15,143.400,0.655,0.572,0.611,0.645,0.676,0.702,0.720,0.770,6.213,1.528
20,147.000,0.648,0.560,0.611,0.633,0.669,0.691,0.704,0.735,6.017,1.543
25,143.400,0.645,0.563,0.608,0.643,0.674,0.700,0.715,0.741,0.986,1.551
30,132.600,0.649,0.568,0.614,0.649,0.682,0.702,0.715,0.742,0.873,1.541
35,120.800,0.661,0.562,0.609,0.638,0.671,0.696,0.712,0.749,6.241,1.514
40,141.000,0.645,0.569,0.609,0.647,0.677,0.696,0.708,0.744,0.784,1.550
45,133.800,0.667,0.571,0.614,0.649,0.683,0.706,0.720,0.756,6.048,1.500
50,124.000,0.666,0.553,0.599,0.639,0.682,0.722,0.789,0.912,6.011,1.502
55,124.800,0.643,0.546,0.603,0.635,0.673,0.700,0.720,0.892,0.947,1.556
60,135.000,0.658,0.557,0.613,0.632,0.679,0.701,0.713,0.744,5.552,1.520
65,112.200,0.893,0.576,0.616,0.641,0.691,0.724,0.749,0.966,59.187,1.120
70,125.000,0.721,0.568,0.624,0.661,0.691,0.712,0.730,0.764,39.015,1.386
75,129.400,0.650,0.571,0.616,0.640,0.684,0.704,0.714,0.777,0.855,1.538
80,133.200,0.654,0.569,0.620,0.650,0.686,0.711,0.723,0.783,0.943,1.528
85,142.000,0.652,0.569,0.607,0.641,0.675,0.701,0.718,0.761,6.219,1.533
90,129.200,0.650,0.563,0.609,0.640,0.671,0.693,0.708,0.739,5.815,1.538
95,135.000,0.652,0.546,0.613,0.652,0.679,0.709,0.729,0.809,0.897,1.534
100,137.800,0.659,0.546,0.610,0.647,0.681,0.708,0.734,0.869,5.606,1.518
105,127.400,0.647,0.548,0.609,0.639,0.678,0.709,0.729,0.846,0.971,1.547
110,127.800,0.653,0.538,0.595,0.635,0.677,0.747,0.875,0.949,1.014,1.531
115,140.000,0.648,0.536,0.592,0.620,0.666,0.723,0.898,0.986,1.074,1.544
120,137.200,0.648,0.563,0.605,0.637,0.674,0.694,0.712,0.765,5.767,1.543
125,130.000,0.671,0.568,0.615,0.651,0.684,0.715,0.733,0.811,6.219,1.491
130,128.600,0.651,0.569,0.615,0.649,0.682,0.704,0.721,0.767,0.808,1.537
135,140.800,0.646,0.565,0.610,0.646,0.678,0.700,0.714,0.738,0.844,1.547
140,127.800,0.645,0.565,0.609,0.642,0.675,0.699,0.716,0.746,1.032,1.550
145,125.000,0.650,0.566,0.607,0.634,0.674,0.697,0.710,0.741,6.102,1.538
150,129.400,0.654,0.570,0.611,0.640,0.680,0.704,0.715,0.755,5.621,1.529
155,135.800,0.642,0.548,0.608,0.634,0.671,0.699,0.713,0.783,0.959,1.557
160,136.800,0.637,0.567,0.604,0.628,0.669,0.688,0.703,0.729,0.752,1.571
165,142.400,0.636,0.566,0.607,0.628,0.667,0.690,0.698,0.722,0.790,1.572
170,135.400,0.650,0.564,0.608,0.632,0.677,0.701,0.717,0.762,5.228,1.538
175,136.600,0.651,0.574,0.616,0.649,0.682,0.704,0.721,0.742,0.795,1.537
180,131.800,0.647,0.562,0.609,0.629,0.669,0.698,0.715,0.745,5.682,1.547
185,133.000,0.658,0.572,0.610,0.643,0.678,0.704,0.728,0.843,6.335,1.520
190,136.800,0.645,0.544,0.602,0.624,0.667,0.691,0.708,0.876,5.842,1.550
195,125.600,0.646,0.539,0.591,0.625,0.667,0.736,0.858,0.958,1.024,1.548
200,135.800,0.665,0.542,0.589,0.626,0.671,0.857,0.914,1.009,6.370,1.503
205,122.600,0.669,0.530,0.586,0.627,0.669,0.910,1.002,1.051,1.122,1.495
210,136.200,0.646,0.536,0.598,0.628,0.667,0.713,0.759,1.024,1.115,1.547
215,142.200,0.644,0.569,0.607,0.630,0.665,0.691,0.706,0.753,5.072,1.553
220,125.800,0.652,0.566,0.611,0.636,0.678,0.705,0.726,0.748,4.687,1.534
225,126.400,0.656,0.566,0.611,0.638,0.684,0.718,0.739,0.787,4.586,1.525
230,131.600,0.651,0.563,0.615,0.645,0.680,0.713,0.733,0.789,0.873,1.535
235,130.800,0.657,0.559,0.609,0.635,0.672,0.703,0.720,0.770,5.658,1.522
240,132.600,0.658,0.532,0.604,0.642,0.683,0.716,0.742,0.945,6.116,1.521
245,122.200,0.675,0.539,0.604,0.641,0.685,0.748,0.872,0.969,5.971,1.482
250,132.200,0.656,0.543,0.601,0.635,0.682,0.724,0.893,1.026,1.092,1.525
255,127.000,0.665,0.544,0.614,0.649,0.683,0.714,0.743,1.027,5.540,1.503
260,127.000,0.641,0.537,0.593,0.626,0.672,0.702,0.758,0.922,0.998,1.559
265,137.200,0.649,0.552,0.594,0.627,0.670,0.713,0.813,0.904,4.655,1.540
270,107.200,0.925,0.548,0.605,0.642,0.682,0.724,0.816,0.902,142.111,1.081
