Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,350.600,0.523,0.302,0.383,0.457,0.607,0.767,0.901,1.378,3.054,1.911
5,211.400,3.822,0.310,0.388,0.478,0.631,0.806,0.958,4.167,696.097,0.262
10,294.200,0.484,0.313,0.359,0.410,0.525,0.703,0.812,1.476,5.449,2.064
15,320.400,0.555,0.309,0.397,0.495,0.650,0.806,0.925,1.550,4.203,1.801
20,334.200,0.560,0.312,0.403,0.509,0.648,0.800,0.935,1.485,3.674,1.784
25,318.400,0.574,0.309,0.404,0.522,0.666,0.818,0.947,1.556,3.899,1.742
30,275.200,1.694,0.309,0.371,0.442,0.606,0.766,0.906,1.536,622.834,0.590
35,195.800,4.016,0.315,0.378,0.436,0.591,0.773,0.916,66.613,751.184,0.249
40,296.600,0.560,0.305,0.398,0.486,0.665,0.829,0.974,1.548,3.455,1.786
45,274.200,0.608,0.313,0.451,0.561,0.701,0.881,1.011,1.506,3.773,1.645
50,300.600,0.612,0.312,0.467,0.572,0.704,0.854,0.962,1.452,3.724,1.634
55,274.800,0.658,0.318,0.446,0.556,0.699,0.850,0.969,1.749,53.323,1.519
60,142.200,6.920,0.314,0.426,0.528,0.671,0.834,1.057,161.227,637.069,0.145
65,336.400,0.522,0.309,0.380,0.460,0.612,0.756,0.855,1.292,3.511,1.916
70,298.400,0.623,0.314,0.466,0.568,0.694,0.861,0.983,1.656,4.333,1.605
75,305.000,0.577,0.317,0.419,0.530,0.666,0.821,0.929,1.440,3.970,1.733
80,322.800,0.576,0.316,0.420,0.529,0.671,0.817,0.955,1.550,4.083,1.736
85,298.600,0.602,0.308,0.432,0.545,0.702,0.849,0.960,1.613,3.829,1.660
90,230.000,1.720,0.316,0.447,0.567,0.730,0.941,1.169,60.121,112.773,0.581
