Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31144.000,0.769,0.433,0.552,0.695,0.909,1.113,1.253,1.601,42.549,1.300
5,17806.400,1.331,0.436,0.569,0.742,0.931,1.128,1.264,1.642,731.787,0.751
10,27032.800,0.753,0.428,0.526,0.587,0.811,1.019,1.160,1.495,352.589,1.328
15,29719.000,0.808,0.427,0.573,0.761,0.954,1.151,1.291,1.632,5.664,1.238
20,29406.200,0.814,0.424,0.577,0.769,0.962,1.161,1.301,1.644,5.380,1.228
25,28753.600,0.833,0.431,0.592,0.795,0.980,1.176,1.309,1.654,6.325,1.200
30,25405.800,0.863,0.431,0.544,0.658,0.893,1.102,1.245,1.602,625.609,1.158
35,16749.200,1.011,0.441,0.561,0.689,0.908,1.143,1.318,1.814,751.437,0.989
40,26988.400,0.882,0.439,0.598,0.819,1.050,1.317,1.504,1.990,5.312,1.133
45,25408.400,0.945,0.436,0.726,0.895,1.095,1.325,1.493,1.924,5.617,1.058
50,26286.400,0.923,0.433,0.737,0.887,1.063,1.252,1.383,1.730,5.621,1.083
55,25463.000,0.938,0.434,0.707,0.866,1.048,1.243,1.384,1.766,115.412,1.067
60,12708.800,1.423,0.441,0.649,0.810,0.999,1.208,1.364,1.861,638.203,0.703
65,30536.000,0.786,0.428,0.554,0.719,0.933,1.143,1.296,1.692,5.206,1.273
70,26030.600,0.922,0.432,0.740,0.884,1.057,1.247,1.382,1.735,5.473,1.084
75,28545.200,0.848,0.424,0.647,0.815,0.992,1.181,1.312,1.668,6.143,1.179
80,28186.000,0.855,0.432,0.643,0.821,0.996,1.189,1.323,1.676,6.762,1.169
85,27330.600,0.882,0.435,0.681,0.845,1.024,1.219,1.354,1.716,5.635,1.134
90,21981.600,0.973,0.431,0.689,0.871,1.082,1.327,1.507,2.011,119.415,1.027
95,14511.400,1.152,0.420,0.554,0.682,0.912,1.152,1.335,1.884,943.198,0.868
100,33678.000,0.712,0.424,0.531,0.599,0.833,1.047,1.193,1.556,6.418,1.405
105,31905.000,0.752,0.432,0.547,0.658,0.890,1.097,1.244,1.604,5.752,1.329
110,31230.800,0.752,0.431,0.545,0.636,0.875,1.098,1.255,1.654,116.360,1.331
115,23326.800,0.904,0.427,0.542,0.643,0.867,1.067,1.208,1.569,820.420,1.107
120,22121.600,0.788,0.434,0.536,0.629,0.856,1.068,1.212,1.565,646.515,1.269
125,33032.600,0.724,0.422,0.534,0.611,0.857,1.064,1.208,1.564,5.804,1.381
130,32749.200,0.734,0.426,0.537,0.633,0.870,1.076,1.216,1.564,6.359,1.363
135,30748.400,0.779,0.426,0.552,0.719,0.923,1.121,1.261,1.627,5.679,1.283
140,22013.600,0.976,0.434,0.597,0.788,0.980,1.181,1.327,1.709,629.396,1.024
145,18592.400,0.876,0.432,0.549,0.664,0.877,1.104,1.248,1.616,497.515,1.142
150,33293.400,0.712,0.429,0.534,0.592,0.824,1.044,1.213,1.638,6.384,1.405
155,34751.000,0.688,0.430,0.525,0.574,0.792,1.006,1.175,1.594,6.708,1.453
160,33550.200,0.714,0.427,0.531,0.596,0.841,1.053,1.207,1.592,6.804,1.400
165,14436.600,1.135,0.423,0.561,0.727,0.921,1.121,1.255,1.644,845.095,0.881
170,30077.200,0.759,0.429,0.532,0.590,0.811,1.027,1.168,1.519,473.693,1.318
175,30903.600,0.777,0.423,0.556,0.707,0.920,1.127,1.269,1.623,5.668,1.286
180,32870.400,0.730,0.430,0.531,0.638,0.863,1.064,1.203,1.553,6.415,1.370
185,33120.200,0.711,0.431,0.523,0.599,0.818,1.044,1.203,1.590,62.197,1.406
190,14895.800,1.118,0.431,0.570,0.738,0.936,1.139,1.279,1.649,564.688,0.894
195,30003.600,0.739,0.428,0.532,0.614,0.837,1.048,1.194,1.565,136.765,1.354
200,35831.200,0.667,0.428,0.517,0.561,0.753,0.974,1.122,1.470,6.070,1.500
205,33843.200,0.707,0.429,0.523,0.589,0.833,1.044,1.189,1.537,6.689,1.415
210,25469.800,0.897,0.435,0.672,0.855,1.044,1.255,1.414,1.980,6.270,1.114
215,21732.400,1.008,0.456,0.794,0.936,1.124,1.351,1.543,2.341,6.772,0.992
220,13168.200,1.385,0.442,0.768,0.903,1.069,1.256,1.393,1.766,649.930,0.722
225,31643.600,0.758,0.431,0.543,0.672,0.898,1.119,1.268,1.640,5.572,1.319
230,32366.400,0.736,0.436,0.538,0.631,0.869,1.082,1.229,1.597,6.259,1.359
235,33947.800,0.699,0.428,0.527,0.584,0.804,1.033,1.193,1.586,5.976,1.431
240,28780.600,0.838,0.431,0.543,0.641,0.866,1.098,1.266,1.675,721.589,1.193
245,13594.400,1.220,0.431,0.576,0.713,0.915,1.145,1.301,1.717,554.204,0.819
250,33968.800,0.697,0.433,0.530,0.587,0.798,1.025,1.187,1.576,5.691,1.435
255,30522.800,0.778,0.435,0.550,0.676,0.924,1.155,1.333,1.793,5.542,1.285
260,37758.400,0.633,0.431,0.514,0.550,0.648,0.902,1.047,1.404,6.409,1.579
265,25135.600,0.773,0.423,0.522,0.564,0.720,0.951,1.106,1.475,593.135,1.294
270,21612.000,0.807,0.435,0.535,0.583,0.728,0.969,1.142,1.516,721.423,1.239
275,39001.600,0.611,0.430,0.512,0.546,0.600,0.828,0.978,1.367,7.491,1.636
280,35671.200,0.670,0.431,0.524,0.565,0.746,0.976,1.123,1.491,5.510,1.493
285,32259.600,0.736,0.434,0.542,0.626,0.863,1.087,1.239,1.638,5.843,1.358
290,8535.000,1.713,0.441,0.594,0.734,0.924,1.139,1.288,1.685,868.278,0.584
295,36132.800,0.659,0.425,0.519,0.561,0.713,0.952,1.105,1.475,5.475,1.518
300,7454.400,0.640,0.437,0.512,0.545,0.683,0.922,1.063,1.409,5.504,1.561
