Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,113.600,0.657,0.550,0.613,0.650,0.691,0.724,0.756,0.843,0.952,1.523
5,53.400,0.682,0.568,0.624,0.654,0.696,0.741,0.800,0.894,4.878,1.466
10,113.200,0.655,0.543,0.612,0.645,0.683,0.723,0.764,0.879,1.017,1.526
15,111.800,0.658,0.535,0.615,0.648,0.689,0.725,0.759,0.888,0.960,1.520
20,110.600,0.656,0.561,0.613,0.642,0.679,0.709,0.737,0.803,4.703,1.524
25,93.200,0.670,0.558,0.613,0.635,0.679,0.714,0.737,0.785,6.414,1.492
30,119.000,0.652,0.537,0.608,0.638,0.674,0.704,0.725,0.772,5.935,1.534
35,125.600,0.653,0.543,0.598,0.625,0.666,0.705,0.731,0.853,6.147,1.530
40,122.800,0.646,0.532,0.605,0.630,0.668,0.700,0.720,0.791,4.911,1.548
45,72.800,0.651,0.557,0.611,0.642,0.682,0.714,0.726,0.829,1.104,1.536
50,116.800,0.658,0.528,0.615,0.642,0.678,0.711,0.730,0.774,5.954,1.521
55,126.400,0.647,0.529,0.607,0.642,0.677,0.710,0.734,0.780,0.832,1.547
60,114.600,0.659,0.560,0.611,0.646,0.680,0.711,0.734,0.824,5.842,1.517
65,44.000,0.660,0.571,0.619,0.647,0.691,0.733,0.762,0.881,0.948,1.515
70,103.800,0.641,0.561,0.608,0.631,0.669,0.703,0.723,0.767,0.803,1.560
75,123.600,0.639,0.557,0.605,0.632,0.669,0.698,0.713,0.744,0.780,1.566
80,100.600,0.641,0.570,0.607,0.633,0.670,0.699,0.719,0.749,1.083,1.561
85,115.400,0.652,0.573,0.619,0.646,0.682,0.710,0.730,0.758,0.993,1.533
90,124.400,0.638,0.536,0.606,0.629,0.662,0.696,0.723,0.770,0.945,1.567
95,112.800,0.656,0.553,0.609,0.635,0.680,0.711,0.730,0.763,6.696,1.525
100,81.600,0.661,0.561,0.612,0.641,0.679,0.711,0.729,0.791,5.743,1.513
105,114.200,0.643,0.561,0.606,0.635,0.675,0.702,0.719,0.757,0.837,1.556
110,113.200,0.639,0.567,0.604,0.629,0.668,0.703,0.721,0.771,0.856,1.565
115,126.200,0.648,0.549,0.604,0.633,0.669,0.703,0.728,0.756,5.745,1.544
120,115.800,0.654,0.550,0.607,0.637,0.669,0.702,0.733,0.889,5.893,1.530
125,48.000,0.687,0.580,0.621,0.658,0.700,0.745,0.767,0.842,5.912,1.455
130,99.000,0.640,0.540,0.604,0.630,0.671,0.701,0.719,0.887,0.949,1.562
135,111.000,0.658,0.538,0.607,0.638,0.682,0.722,0.760,0.880,5.138,1.519
140,115.400,0.643,0.553,0.605,0.628,0.663,0.691,0.722,0.749,4.738,1.555
145,122.600,0.639,0.552,0.607,0.630,0.664,0.699,0.721,0.762,0.846,1.566
150,120.000,0.650,0.572,0.614,0.638,0.680,0.716,0.740,0.791,1.181,1.537
155,75.600,0.653,0.572,0.615,0.643,0.686,0.721,0.744,0.820,1.070,1.532
160,120.200,0.653,0.555,0.606,0.633,0.676,0.708,0.742,0.827,5.476,1.531
165,115.600,0.637,0.560,0.604,0.630,0.664,0.695,0.711,0.743,0.897,1.569
170,120.600,0.640,0.549,0.605,0.632,0.672,0.703,0.723,0.746,0.814,1.563
175,122.000,0.642,0.563,0.602,0.625,0.660,0.692,0.718,0.770,5.412,1.558
180,126.200,0.657,0.552,0.615,0.648,0.691,0.727,0.748,0.819,1.096,1.522
185,109.000,0.652,0.551,0.616,0.646,0.685,0.712,0.730,0.787,0.852,1.533
190,125.600,0.651,0.571,0.617,0.644,0.680,0.709,0.725,0.774,0.906,1.536
195,132.800,0.644,0.543,0.602,0.634,0.675,0.707,0.745,0.854,0.917,1.554
200,120.000,0.653,0.561,0.605,0.627,0.666,0.695,0.719,0.796,5.536,1.530
205,116.800,0.646,0.561,0.605,0.629,0.668,0.691,0.712,0.758,5.323,1.548
210,106.600,0.645,0.564,0.608,0.635,0.679,0.703,0.728,0.780,0.946,1.550
215,92.200,0.645,0.556,0.608,0.636,0.680,0.706,0.721,0.761,0.792,1.550
220,120.400,0.662,0.556,0.608,0.639,0.676,0.712,0.731,0.794,5.686,1.511
225,124.200,0.654,0.562,0.609,0.642,0.674,0.699,0.728,0.790,6.269,1.528
230,113.000,0.647,0.560,0.612,0.639,0.677,0.709,0.726,0.770,0.901,1.546
235,123.600,0.641,0.569,0.609,0.631,0.669,0.703,0.730,0.765,0.809,1.560
240,121.200,0.642,0.564,0.607,0.631,0.667,0.698,0.727,0.819,1.148,1.558
245,83.600,0.659,0.567,0.617,0.653,0.684,0.732,0.764,0.846,1.085,1.517
250,116.000,0.657,0.543,0.609,0.645,0.688,0.744,0.797,0.887,1.007,1.522
255,80.200,0.658,0.555,0.612,0.644,0.689,0.734,0.795,0.910,0.932,1.521
260,105.400,0.655,0.544,0.612,0.642,0.684,0.731,0.772,0.868,0.977,1.527
265,92.000,0.665,0.527,0.600,0.644,0.685,0.731,0.821,0.961,5.359,1.503
270,107.400,0.654,0.543,0.592,0.628,0.666,0.713,0.892,1.025,5.324,1.528
275,120.200,0.649,0.541,0.599,0.623,0.663,0.700,0.742,1.044,5.275,1.540
