Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11862.800,0.672,0.267,0.484,0.515,0.550,0.649,2.242,3.173,7.011,1.488
5,5524.000,1.446,0.261,0.488,0.520,0.562,0.702,2.769,34.560,203.742,0.692
10,11770.800,0.678,0.253,0.487,0.518,0.556,0.736,2.210,3.197,9.707,1.475
15,11739.800,0.680,0.264,0.486,0.516,0.556,0.717,2.238,3.260,9.497,1.470
20,11936.800,0.682,0.256,0.486,0.514,0.549,0.621,2.223,2.982,214.294,1.467
25,9243.000,0.848,0.261,0.487,0.513,0.551,0.629,2.279,3.129,437.106,1.179
30,12099.400,0.660,0.267,0.482,0.508,0.543,0.627,2.208,2.957,8.749,1.514
35,12079.400,0.661,0.254,0.474,0.503,0.543,0.725,2.179,2.994,9.222,1.512
40,12217.800,0.654,0.259,0.476,0.503,0.539,0.661,2.134,2.858,27.779,1.529
45,7653.400,1.044,0.258,0.485,0.514,0.547,0.622,2.207,2.960,355.537,0.957
50,11801.600,0.677,0.250,0.489,0.517,0.553,0.649,2.262,3.075,21.131,1.477
55,11891.000,0.672,0.251,0.484,0.516,0.552,0.667,2.237,3.146,7.962,1.488
60,12253.000,0.652,0.257,0.483,0.514,0.545,0.611,2.134,2.763,8.685,1.534
65,4780.000,1.685,0.275,0.483,0.509,0.549,0.692,2.725,45.441,191.571,0.594
70,11090.400,0.715,0.258,0.483,0.508,0.543,0.627,2.224,2.953,124.324,1.398
75,11555.600,0.705,0.263,0.480,0.505,0.541,0.622,2.181,3.021,223.399,1.417
80,10526.800,0.744,0.261,0.483,0.507,0.541,0.614,2.184,2.987,255.173,1.344
85,11833.200,0.675,0.259,0.489,0.516,0.550,0.621,2.329,3.112,8.256,1.481
90,12195.400,0.655,0.265,0.479,0.503,0.537,0.611,2.204,2.993,8.106,1.526
95,11881.800,0.672,0.252,0.485,0.510,0.547,0.635,2.276,3.047,9.226,1.487
100,7555.400,1.058,0.262,0.487,0.514,0.550,0.634,2.303,3.334,392.877,0.945
105,11653.200,0.686,0.254,0.480,0.508,0.543,0.640,2.158,2.911,212.683,1.458
110,12087.200,0.661,0.256,0.481,0.508,0.543,0.616,2.184,2.949,7.809,1.513
115,12086.000,0.661,0.256,0.479,0.507,0.543,0.622,2.178,3.074,7.714,1.513
120,12159.400,0.657,0.273,0.481,0.505,0.541,0.611,2.199,2.996,8.699,1.522
125,5199.600,1.538,0.266,0.487,0.517,0.558,0.685,2.767,38.964,161.905,0.650
130,10389.600,0.769,0.254,0.476,0.504,0.541,0.740,2.142,2.967,498.988,1.300
135,11729.000,0.681,0.266,0.482,0.515,0.556,0.725,2.226,3.314,8.186,1.468
140,12338.200,0.648,0.261,0.478,0.503,0.537,0.607,2.134,2.918,7.764,1.544
145,12048.000,0.663,0.260,0.482,0.507,0.543,0.617,2.235,3.022,9.127,1.508
150,12009.800,0.665,0.257,0.484,0.512,0.548,0.621,2.217,3.017,8.791,1.503
155,7541.000,1.060,0.261,0.484,0.513,0.551,0.651,2.249,3.430,363.925,0.943
160,12089.800,0.661,0.261,0.479,0.508,0.545,0.684,2.147,2.994,8.591,1.513
165,11245.800,0.724,0.265,0.476,0.501,0.535,0.614,2.095,2.696,437.807,1.381
170,11993.600,0.653,0.254,0.482,0.507,0.542,0.617,2.125,2.849,18.018,1.530
175,12516.200,0.638,0.259,0.475,0.499,0.533,0.614,2.051,2.630,7.217,1.567
180,12018.200,0.665,0.255,0.484,0.514,0.549,0.636,2.191,3.004,8.697,1.504
185,11155.400,0.716,0.259,0.486,0.514,0.549,0.641,2.190,2.979,201.941,1.396
190,12022.200,0.665,0.265,0.488,0.516,0.550,0.625,2.180,2.989,9.009,1.505
195,12216.000,0.654,0.256,0.477,0.504,0.543,0.697,2.117,2.976,7.684,1.529
200,12201.600,0.655,0.261,0.482,0.506,0.541,0.619,2.147,2.876,8.060,1.527
205,12362.600,0.646,0.262,0.480,0.507,0.539,0.607,2.124,2.712,7.699,1.547
210,10901.000,0.754,0.256,0.478,0.504,0.538,0.618,2.142,2.755,282.125,1.326
215,9229.000,0.841,0.264,0.484,0.515,0.548,0.629,2.247,2.983,360.474,1.189
220,12016.800,0.665,0.268,0.483,0.510,0.545,0.625,2.234,3.035,8.321,1.504
225,12010.600,0.665,0.257,0.484,0.510,0.545,0.624,2.221,3.000,10.712,1.503
230,12046.800,0.663,0.265,0.484,0.512,0.547,0.630,2.181,2.933,7.920,1.508
235,12081.600,0.661,0.260,0.481,0.506,0.542,0.624,2.184,2.980,21.020,1.512
240,12414.600,0.644,0.266,0.479,0.502,0.535,0.605,2.114,2.771,8.369,1.554
245,8490.000,0.941,0.262,0.491,0.522,0.558,0.656,2.428,3.526,504.272,1.062
250,11302.600,0.707,0.270,0.482,0.517,0.570,0.763,2.405,3.714,9.375,1.414
255,8445.400,0.946,0.267,0.484,0.517,0.565,0.765,2.472,3.680,1075.501,1.057
260,11267.600,0.709,0.268,0.484,0.515,0.556,0.689,2.510,3.721,10.223,1.410
265,9339.000,0.873,0.253,0.479,0.514,0.566,0.838,2.539,4.044,562.864,1.146
270,10597.800,0.739,0.255,0.471,0.504,0.551,0.856,2.362,3.593,288.614,1.353
275,11816.400,0.676,0.257,0.477,0.501,0.538,0.831,2.350,3.222,8.956,1.479
280,11705.200,0.683,0.264,0.477,0.504,0.547,0.740,2.354,3.318,9.700,1.465
285,11805.000,0.677,0.269,0.480,0.502,0.539,0.625,2.401,3.195,9.082,1.477
290,11664.000,0.685,0.257,0.483,0.511,0.547,0.630,2.387,3.308,12.159,1.460
295,7165.000,1.116,0.268,0.485,0.515,0.549,0.635,2.427,3.429,950.674,0.896
300,2329.000,0.685,0.268,0.485,0.515,0.546,0.626,2.419,3.341,7.994,1.460
