Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,0.491,0.430,0.455,0.480,0.518,0.546,0.567,0.600,0.600,2.038
5,12.000,0.487,0.429,0.459,0.492,0.509,0.539,0.541,0.554,0.554,2.052
10,13.800,0.481,0.430,0.451,0.466,0.506,0.541,0.549,0.614,0.614,2.081
15,14.600,0.485,0.433,0.457,0.475,0.517,0.540,0.553,0.557,0.557,2.061
20,14.800,0.490,0.437,0.466,0.480,0.508,0.543,0.563,0.575,0.575,2.043
25,13.600,0.486,0.425,0.458,0.487,0.514,0.529,0.540,0.612,0.612,2.056
30,14.000,0.495,0.433,0.464,0.488,0.520,0.546,0.572,0.596,0.596,2.020
35,12.200,0.496,0.441,0.468,0.494,0.513,0.544,0.549,0.584,0.584,2.017
40,16.000,0.488,0.429,0.458,0.477,0.512,0.535,0.555,0.630,0.630,2.050
45,12.400,0.487,0.442,0.458,0.476,0.512,0.542,0.551,0.569,0.569,2.052
50,12.000,0.483,0.438,0.455,0.469,0.512,0.532,0.552,0.576,0.576,2.069
55,13.400,0.488,0.423,0.457,0.476,0.512,0.536,0.554,0.641,0.641,2.051
60,15.800,0.488,0.435,0.457,0.480,0.517,0.533,0.553,0.617,0.617,2.049
65,13.400,0.504,0.435,0.465,0.512,0.538,0.551,0.558,0.576,0.576,1.983
70,12.600,0.495,0.440,0.469,0.499,0.519,0.537,0.542,0.554,0.554,2.019
75,14.000,0.491,0.427,0.464,0.482,0.518,0.544,0.557,0.567,0.567,2.035
80,11.000,0.502,0.447,0.465,0.500,0.528,0.547,0.562,0.700,0.700,1.992
85,17.000,0.497,0.426,0.456,0.497,0.531,0.550,0.563,0.606,0.606,2.014
90,13.800,0.507,0.445,0.475,0.494,0.543,0.560,0.562,0.688,0.688,1.971
95,15.400,0.492,0.433,0.457,0.487,0.524,0.548,0.561,0.575,0.575,2.032
100,14.800,0.493,0.438,0.462,0.490,0.520,0.545,0.561,0.647,0.647,2.027
105,14.800,0.492,0.442,0.462,0.493,0.521,0.539,0.551,0.600,0.600,2.031
110,12.200,0.494,0.441,0.466,0.486,0.518,0.540,0.558,0.633,0.633,2.024
115,15.400,0.693,0.439,0.457,0.482,0.520,0.551,0.564,12.528,12.528,1.443
120,15.000,0.503,0.440,0.468,0.493,0.544,0.559,0.571,0.604,0.604,1.988
125,14.800,0.484,0.434,0.452,0.484,0.512,0.528,0.530,0.552,0.552,2.068
130,14.200,0.493,0.431,0.459,0.497,0.518,0.543,0.557,0.571,0.571,2.028
135,12.800,0.503,0.434,0.472,0.499,0.539,0.553,0.558,0.582,0.582,1.988
140,15.600,0.492,0.419,0.463,0.489,0.522,0.546,0.552,0.570,0.570,2.033
145,15.000,0.499,0.433,0.465,0.491,0.535,0.559,0.570,0.603,0.603,2.003
150,14.600,0.476,0.432,0.448,0.466,0.498,0.523,0.536,0.555,0.555,2.102
155,16.000,0.485,0.433,0.461,0.471,0.513,0.538,0.547,0.563,0.563,2.061
160,11.800,0.514,0.458,0.481,0.503,0.550,0.571,0.577,0.598,0.598,1.947
165,14.600,0.496,0.434,0.460,0.490,0.531,0.551,0.560,0.603,0.603,2.014
170,12.000,0.489,0.438,0.461,0.482,0.512,0.537,0.566,0.576,0.576,2.044
175,15.600,0.482,0.431,0.457,0.474,0.507,0.528,0.541,0.572,0.572,2.075
180,14.000,0.497,0.433,0.464,0.492,0.526,0.548,0.566,0.585,0.585,2.014
185,13.200,0.495,0.431,0.466,0.495,0.519,0.554,0.558,0.583,0.583,2.022
190,12.400,0.485,0.431,0.458,0.472,0.514,0.539,0.550,0.667,0.667,2.062
195,15.200,0.471,0.421,0.443,0.464,0.490,0.521,0.546,0.559,0.559,2.121
200,18.000,0.487,0.434,0.459,0.482,0.514,0.539,0.545,0.589,0.589,2.053
205,11.400,0.490,0.428,0.465,0.488,0.515,0.537,0.549,0.559,0.559,2.042
210,12.000,0.495,0.425,0.465,0.494,0.527,0.548,0.575,0.587,0.587,2.022
215,16.000,0.494,0.439,0.462,0.478,0.521,0.551,0.573,0.643,0.643,2.023
220,15.400,0.572,0.438,0.459,0.492,0.515,0.541,0.566,6.815,6.815,1.748
