Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.600,0.496,0.425,0.460,0.482,0.516,0.567,0.587,0.676,0.676,2.017
5,15.000,0.502,0.428,0.470,0.492,0.528,0.561,0.580,0.632,0.632,1.993
10,12.600,0.506,0.449,0.472,0.492,0.530,0.576,0.578,0.603,0.603,1.977
15,13.800,0.502,0.443,0.469,0.487,0.529,0.560,0.566,0.692,0.692,1.991
20,12.400,0.525,0.464,0.493,0.516,0.552,0.592,0.595,0.625,0.625,1.904
25,13.400,0.515,0.449,0.478,0.498,0.550,0.592,0.609,0.710,0.710,1.942
30,13.600,0.606,0.446,0.486,0.505,0.565,0.590,0.597,6.390,6.390,1.649
35,18.000,0.528,0.454,0.487,0.516,0.567,0.602,0.611,0.719,0.719,1.893
40,14.800,0.502,0.432,0.468,0.488,0.530,0.568,0.598,0.613,0.613,1.994
45,14.600,0.504,0.430,0.475,0.492,0.530,0.571,0.577,0.602,0.602,1.982
50,11.600,0.513,0.428,0.471,0.498,0.547,0.577,0.650,0.692,0.692,1.950
55,11.600,0.514,0.445,0.478,0.500,0.548,0.584,0.590,0.681,0.681,1.946
60,11.800,0.529,0.460,0.489,0.517,0.570,0.605,0.630,0.666,0.666,1.889
65,14.600,0.526,0.459,0.495,0.523,0.560,0.585,0.604,0.645,0.645,1.899
70,14.000,0.509,0.436,0.482,0.505,0.522,0.584,0.588,0.619,0.619,1.966
75,14.200,0.512,0.429,0.476,0.503,0.555,0.588,0.610,0.616,0.616,1.952
80,17.000,0.500,0.426,0.457,0.493,0.534,0.576,0.585,0.608,0.608,2.000
85,10.600,0.640,0.456,0.491,0.512,0.557,0.593,0.606,6.705,6.705,1.562
90,12.600,0.521,0.422,0.493,0.515,0.543,0.592,0.601,0.695,0.695,1.920
95,13.600,0.522,0.442,0.487,0.510,0.555,0.591,0.614,0.733,0.733,1.915
100,12.600,0.509,0.432,0.474,0.502,0.542,0.576,0.589,0.607,0.607,1.963
105,15.400,0.511,0.436,0.471,0.506,0.551,0.587,0.593,0.671,0.671,1.956
110,11.400,0.515,0.440,0.483,0.507,0.533,0.578,0.613,0.678,0.678,1.941
115,11.400,0.874,0.452,0.487,0.518,0.568,0.606,0.636,20.295,20.295,1.144
120,13.000,0.537,0.445,0.490,0.532,0.574,0.609,0.642,0.656,0.656,1.862
125,12.400,0.506,0.433,0.481,0.497,0.526,0.580,0.586,0.634,0.634,1.976
130,14.200,0.514,0.421,0.477,0.495,0.542,0.586,0.615,0.724,0.724,1.946
135,14.800,0.524,0.436,0.488,0.512,0.541,0.601,0.636,0.664,0.664,1.909
140,13.000,0.509,0.436,0.475,0.500,0.538,0.573,0.591,0.632,0.632,1.965
145,10.400,0.536,0.444,0.495,0.528,0.579,0.613,0.623,0.697,0.697,1.867
150,10.200,0.516,0.448,0.487,0.499,0.558,0.574,0.581,0.683,0.683,1.936
155,14.400,0.513,0.433,0.480,0.499,0.546,0.578,0.605,0.623,0.623,1.950
160,13.400,0.525,0.442,0.481,0.515,0.554,0.601,0.622,0.749,0.749,1.906
165,16.600,0.514,0.424,0.479,0.498,0.552,0.586,0.608,0.669,0.669,1.946
170,16.400,0.511,0.446,0.481,0.498,0.538,0.573,0.591,0.647,0.647,1.956
