Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,186.400,1.024,0.601,0.825,0.958,1.168,1.382,1.557,1.982,3.437,0.977
5,251.600,1.067,0.597,0.878,1.012,1.209,1.413,1.553,1.917,3.519,0.938
10,261.000,1.098,0.618,0.899,1.038,1.223,1.425,1.623,2.036,4.360,0.911
15,274.600,1.073,0.611,0.884,1.026,1.199,1.431,1.580,1.936,4.172,0.932
20,135.800,1.028,0.581,0.822,0.976,1.170,1.394,1.567,1.982,4.040,0.973
25,200.600,1.022,0.595,0.840,0.989,1.150,1.361,1.492,1.702,4.032,0.978
30,281.400,1.030,0.584,0.827,0.966,1.160,1.394,1.539,2.043,4.500,0.971
35,259.600,1.078,0.602,0.880,1.026,1.213,1.429,1.562,1.914,4.367,0.927
40,283.400,1.048,0.589,0.854,0.993,1.201,1.418,1.565,1.860,4.203,0.954
45,182.200,1.009,0.589,0.814,0.954,1.143,1.345,1.474,2.032,4.479,0.991
50,283.800,1.036,0.586,0.844,0.989,1.168,1.382,1.524,1.871,4.480,0.965
55,156.800,1.058,0.628,0.861,1.003,1.196,1.400,1.550,2.042,3.895,0.945
60,193.200,1.135,0.591,0.920,1.084,1.277,1.482,1.637,2.084,6.009,0.881
65,253.600,1.098,0.593,0.852,1.034,1.270,1.530,1.702,2.140,4.387,0.911
70,181.000,1.090,0.582,0.844,1.012,1.261,1.504,1.700,2.303,4.311,0.918
75,248.600,1.071,0.594,0.854,1.014,1.216,1.458,1.619,2.027,3.937,0.934
80,101.000,1.067,0.598,0.862,1.000,1.192,1.463,1.641,2.123,3.752,0.937
85,247.600,1.073,0.596,0.877,1.022,1.212,1.441,1.583,1.945,3.659,0.932
90,209.800,1.190,0.610,0.943,1.086,1.314,1.617,1.877,2.969,5.101,0.841
95,246.000,1.197,0.612,0.982,1.135,1.345,1.567,1.718,2.223,6.004,0.835
100,236.400,1.086,0.571,0.886,1.032,1.232,1.424,1.581,2.003,4.272,0.921
105,280.400,1.070,0.587,0.880,1.019,1.208,1.437,1.566,1.894,4.060,0.935
110,123.000,1.076,0.620,0.864,1.015,1.208,1.468,1.622,2.003,4.914,0.930
115,231.800,0.984,0.587,0.801,0.925,1.120,1.332,1.489,1.892,3.867,1.016
120,272.800,1.003,0.564,0.808,0.940,1.146,1.358,1.502,1.911,5.822,0.997
125,255.800,1.067,0.598,0.855,1.005,1.207,1.449,1.638,1.960,3.948,0.937
130,251.400,1.088,0.559,0.893,1.037,1.232,1.438,1.592,1.935,3.335,0.919
135,263.200,1.080,0.583,0.874,1.025,1.217,1.469,1.650,2.066,4.839,0.926
140,58.200,0.984,0.618,0.798,0.918,1.097,1.331,1.443,1.874,3.078,1.016
145,269.400,1.057,0.574,0.830,0.981,1.198,1.451,1.623,2.065,3.995,0.946
150,280.400,1.002,0.560,0.789,0.929,1.132,1.367,1.539,1.961,4.839,0.998
155,287.200,1.037,0.593,0.824,0.976,1.175,1.428,1.573,1.989,4.536,0.965
160,281.000,1.098,0.586,0.877,1.042,1.253,1.476,1.645,2.119,5.087,0.910
165,249.600,1.044,0.567,0.836,0.989,1.195,1.407,1.577,2.043,5.114,0.957
170,182.800,1.074,0.589,0.853,1.014,1.215,1.456,1.621,2.013,4.485,0.931
175,205.800,1.051,0.580,0.841,1.002,1.190,1.415,1.541,1.952,4.162,0.952
180,248.000,1.031,0.579,0.825,0.968,1.184,1.422,1.571,1.900,4.335,0.970
185,290.800,1.042,0.575,0.824,0.978,1.193,1.417,1.577,2.077,5.341,0.959
190,216.000,1.053,0.571,0.840,1.003,1.204,1.450,1.593,1.980,4.627,0.950
195,264.600,1.069,0.591,0.837,1.004,1.227,1.502,1.673,2.162,4.001,0.936
200,259.200,1.126,0.593,0.897,1.067,1.264,1.536,1.698,2.132,5.469,0.888
205,242.600,1.096,0.568,0.862,1.033,1.252,1.502,1.705,2.157,5.100,0.912
210,246.000,1.188,0.612,0.941,1.113,1.352,1.595,1.822,2.724,5.260,0.842
215,57.000,0.981,0.599,0.812,0.941,1.088,1.286,1.448,1.918,2.030,1.020
220,254.200,1.077,0.587,0.858,1.021,1.237,1.475,1.666,1.991,3.878,0.929
225,254.600,1.116,0.590,0.868,1.029,1.274,1.532,1.694,2.335,4.881,0.896
230,278.400,1.052,0.559,0.853,1.005,1.197,1.400,1.554,1.906,4.977,0.950
235,278.200,1.034,0.591,0.837,0.979,1.167,1.399,1.539,1.943,4.713,0.967
240,156.600,0.998,0.589,0.815,0.949,1.128,1.309,1.545,1.857,4.184,1.002
245,185.800,1.024,0.598,0.822,0.964,1.149,1.381,1.530,1.984,3.780,0.977
250,269.800,1.009,0.599,0.820,0.943,1.136,1.339,1.497,1.922,4.349,0.991
255,277.400,1.039,0.588,0.836,0.999,1.176,1.403,1.531,1.939,4.285,0.962
260,184.400,1.035,0.564,0.835,0.978,1.166,1.382,1.558,1.988,4.731,0.966
265,264.800,1.050,0.586,0.854,0.993,1.191,1.420,1.549,1.899,3.877,0.953
270,214.000,1.044,0.584,0.834,0.977,1.179,1.409,1.575,2.000,4.150,0.958
275,177.400,1.035,0.610,0.848,0.982,1.176,1.395,1.537,1.824,3.757,0.966
280,237.600,1.141,0.610,0.926,1.082,1.288,1.537,1.720,2.046,4.724,0.876
285,247.200,1.102,0.607,0.911,1.049,1.236,1.464,1.594,2.049,4.467,0.907
290,232.000,1.044,0.577,0.847,0.985,1.178,1.427,1.599,1.994,4.379,0.958
295,263.000,1.030,0.588,0.831,0.963,1.156,1.396,1.556,2.008,4.865,0.971
300,12.000,1.062,0.622,0.825,0.978,1.189,1.432,1.711,3.405,3.405,0.942
