Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1240.000,9.177,1.980,3.827,4.740,6.429,9.761,13.343,36.097,1672.140,0.109
5,1774.800,6.372,2.106,4.095,5.063,6.932,10.441,13.543,24.762,63.685,0.157
10,1824.800,5.983,2.016,3.921,4.787,6.455,9.492,12.363,23.894,79.952,0.167
15,1860.000,5.491,2.194,3.814,4.592,6.048,8.593,10.848,17.780,67.233,0.182
20,1056.800,17.968,1.957,3.510,4.271,5.701,8.544,12.425,470.260,2077.015,0.056
25,1375.200,11.945,1.952,3.757,4.497,5.947,8.768,11.675,31.206,1523.098,0.084
30,1940.400,5.591,2.062,3.761,4.569,6.131,8.818,10.987,19.004,97.654,0.179
35,1784.200,6.053,2.105,3.953,4.825,6.594,9.864,12.914,22.941,77.726,0.165
40,1966.000,5.149,1.922,3.560,4.312,5.616,7.848,10.026,17.507,48.550,0.194
45,1197.400,14.872,1.937,3.427,4.145,5.576,8.466,12.628,295.029,2118.566,0.067
50,1956.400,5.268,1.880,3.633,4.424,5.806,8.147,10.174,16.302,86.409,0.190
55,1094.800,16.583,2.172,4.007,4.915,6.786,10.264,14.030,42.825,2035.399,0.060
60,1412.200,10.507,2.393,4.367,5.454,7.891,13.101,20.038,160.914,542.160,0.095
65,1753.000,6.206,2.046,3.901,4.919,6.808,10.209,13.227,23.813,99.449,0.161
70,1233.000,13.376,2.223,3.919,5.024,7.330,12.391,17.555,150.044,1492.148,0.075
75,1717.600,6.645,1.904,3.895,4.893,6.950,10.742,14.443,31.242,138.497,0.150
80,762.400,27.399,1.989,3.970,5.009,7.186,11.413,17.931,578.421,2894.485,0.036
85,1740.600,6.556,1.775,4.114,5.085,7.138,10.780,14.517,26.014,73.286,0.153
90,1519.200,8.584,2.127,3.908,4.864,7.065,13.281,22.504,73.329,642.676,0.117
95,1694.000,6.033,2.287,3.818,4.577,6.011,8.804,11.785,27.576,218.907,0.166
100,1676.800,7.240,2.077,3.793,4.671,6.404,9.418,12.407,26.220,490.650,0.138
105,1935.200,5.345,2.026,3.650,4.444,5.873,8.343,10.617,18.026,84.289,0.187
110,899.200,27.879,1.665,3.760,4.586,6.311,10.210,17.099,974.717,3351.350,0.036
115,1641.400,5.381,1.884,3.628,4.426,5.961,8.484,10.838,18.587,99.158,0.186
120,1897.400,5.711,1.921,3.625,4.480,6.241,9.217,12.208,23.305,77.782,0.175
125,1811.000,6.114,1.873,3.918,4.884,6.897,10.019,13.240,21.872,67.159,0.164
130,1806.600,5.807,2.076,3.926,4.805,6.406,9.189,11.775,19.689,106.910,0.172
135,1844.600,5.687,1.576,3.839,4.747,6.303,8.923,11.556,18.864,56.606,0.176
140,390.400,66.206,2.030,3.731,4.661,6.753,12.914,152.074,1942.658,4036.194,0.015
145,1840.600,5.950,2.111,3.884,4.866,6.639,9.534,12.341,21.200,70.322,0.168
150,1955.000,5.457,1.884,3.650,4.507,6.055,8.697,11.487,18.677,45.618,0.183
155,1991.800,4.957,1.897,3.455,4.192,5.440,7.456,9.528,16.756,65.221,0.202
160,1931.400,4.940,1.861,3.533,4.259,5.452,7.326,9.143,14.725,55.716,0.202
165,1797.200,8.655,1.894,3.435,4.150,5.304,7.171,9.153,19.627,2083.339,0.116
170,1278.800,10.191,1.945,3.522,4.202,5.388,7.342,9.463,139.237,1720.267,0.098
175,1470.800,12.179,1.928,3.532,4.332,5.640,7.862,10.636,151.981,1892.364,0.082
180,1714.400,5.568,1.967,3.472,4.233,5.450,7.370,9.123,14.967,580.771,0.180
185,1980.200,4.982,2.004,3.529,4.310,5.601,7.535,9.198,15.159,54.169,0.201
190,1521.600,9.090,1.999,3.610,4.379,5.676,7.746,9.872,71.961,1135.087,0.110
195,1902.000,5.125,1.881,3.685,4.516,5.783,7.710,9.417,14.098,53.387,0.195
200,1759.800,5.621,2.194,3.950,4.854,6.367,8.616,10.680,16.798,39.606,0.178
205,1770.800,5.809,2.160,3.812,4.744,6.157,8.331,10.514,18.046,144.554,0.172
210,1638.600,11.771,1.472,3.866,4.748,6.254,8.810,11.519,26.487,4516.203,0.085
215,352.000,50.968,2.043,3.729,4.737,6.945,13.297,274.422,1333.532,4109.663,0.020
220,1864.200,5.637,1.916,3.787,4.651,6.174,8.798,11.467,21.330,62.338,0.177
225,1804.200,5.769,2.044,3.858,4.776,6.388,9.074,11.654,19.749,62.922,0.173
230,1867.600,5.380,2.025,3.704,4.515,5.945,8.537,10.780,17.181,49.874,0.186
235,1942.800,5.190,1.994,3.609,4.339,5.676,7.888,10.024,18.131,82.012,0.193
240,1112.200,16.840,2.040,3.504,4.247,5.660,8.311,11.746,378.940,2306.616,0.059
245,1231.600,14.314,2.109,3.662,4.509,6.121,9.112,12.581,43.262,1851.133,0.070
250,1917.600,5.599,1.976,3.725,4.524,6.125,8.983,11.688,20.278,76.344,0.179
255,1952.400,5.364,2.143,3.651,4.468,5.871,8.349,10.773,18.545,60.935,0.186
260,1363.400,11.999,1.902,3.544,4.355,5.858,8.799,12.436,177.331,1612.625,0.083
265,1888.000,5.361,1.932,3.719,4.513,5.994,8.417,10.578,17.216,35.921,0.187
270,1543.600,11.758,1.927,3.767,4.663,6.239,8.935,11.450,25.294,2744.990,0.085
275,1170.000,10.319,2.166,4.044,5.112,7.046,10.721,14.536,38.963,1426.419,0.097
280,1675.200,6.750,2.154,4.208,5.322,7.399,11.131,14.805,27.759,72.869,0.148
285,1738.200,6.189,2.133,3.956,4.920,6.716,9.907,13.026,25.511,87.103,0.162
290,1562.800,8.947,1.944,3.539,4.360,5.941,8.942,12.147,43.836,1021.114,0.112
295,1916.400,5.613,1.936,3.647,4.486,6.103,8.964,11.807,20.845,70.990,0.178
300,84.600,7.254,2.378,3.949,5.043,7.662,12.460,17.349,27.821,152.301,0.138
