Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,177.600,5.196,0.827,1.526,1.847,2.266,2.907,3.696,16.278,528.625,0.192
5,244.200,2.356,0.951,1.632,2.009,2.586,3.609,4.579,8.106,16.433,0.424
10,246.600,2.137,0.847,1.510,1.854,2.321,3.040,4.013,7.579,17.622,0.468
15,270.600,1.959,0.869,1.469,1.771,2.154,2.721,3.375,6.395,8.886,0.510
20,155.200,8.329,0.782,1.372,1.673,2.122,2.800,3.908,215.492,500.098,0.120
25,192.200,3.939,0.819,1.440,1.758,2.129,2.728,3.607,7.513,1333.455,0.254
30,269.600,1.981,0.849,1.464,1.788,2.231,2.763,3.314,5.234,14.499,0.505
35,264.600,2.180,0.805,1.528,1.875,2.368,3.313,4.509,7.194,11.588,0.459
40,290.600,1.786,0.829,1.366,1.649,2.001,2.451,2.990,4.758,8.049,0.560
45,167.600,6.715,0.892,1.354,1.635,1.950,2.577,3.335,194.021,343.250,0.149
50,273.800,1.914,0.831,1.415,1.732,2.145,2.727,3.232,5.657,8.792,0.523
55,154.600,8.727,0.896,1.603,1.958,2.510,3.237,4.072,11.142,1219.700,0.115
60,197.600,2.330,0.929,1.659,2.017,2.632,3.536,4.149,8.100,14.196,0.429
65,254.600,2.161,0.846,1.525,1.872,2.407,3.083,3.917,8.350,11.257,0.463
70,176.000,5.038,0.814,1.471,1.900,2.505,3.352,4.218,138.676,356.217,0.198
75,241.600,2.307,0.811,1.512,1.894,2.481,3.301,4.523,7.988,75.996,0.433
80,109.400,17.789,0.878,1.593,1.934,2.459,3.501,4.686,576.349,1700.290,0.056
85,257.000,2.253,0.910,1.609,1.979,2.541,3.395,4.118,7.295,12.454,0.444
90,222.000,1.913,0.835,1.425,1.694,2.110,2.735,3.451,6.273,10.267,0.523
95,237.000,1.807,0.908,1.400,1.692,2.026,2.518,2.856,4.273,6.396,0.554
100,245.200,2.883,0.902,1.478,1.804,2.278,2.997,3.864,6.815,306.795,0.347
105,270.800,1.905,0.794,1.397,1.716,2.101,2.656,3.268,6.540,10.107,0.525
110,129.600,11.424,0.902,1.447,1.785,2.240,2.900,3.680,283.312,1116.274,0.088
115,225.200,1.858,0.814,1.426,1.709,2.090,2.619,3.178,4.464,8.955,0.538
120,282.400,1.914,0.864,1.395,1.694,2.077,2.752,3.481,5.969,11.868,0.522
125,260.000,2.170,0.855,1.508,1.848,2.300,3.152,4.447,8.578,13.262,0.461
130,258.600,2.005,0.889,1.472,1.789,2.236,2.899,3.595,6.162,11.128,0.499
135,256.600,1.995,0.821,1.455,1.786,2.249,2.926,3.533,5.918,9.518,0.501
140,56.400,18.096,0.882,1.481,1.829,2.294,3.091,4.140,635.792,764.328,0.055
145,267.400,2.077,0.795,1.481,1.801,2.273,3.087,3.945,7.393,11.243,0.481
150,271.200,1.910,0.830,1.390,1.684,2.152,2.825,3.457,5.892,10.297,0.523
155,291.200,1.700,0.799,1.270,1.529,1.891,2.464,2.931,4.521,9.447,0.588
160,280.600,1.599,0.776,1.273,1.495,1.791,2.179,2.541,3.453,4.760,0.625
165,244.200,2.665,0.798,1.247,1.485,1.772,2.209,2.565,4.454,353.072,0.375
170,181.400,3.844,0.800,1.271,1.493,1.851,2.279,2.733,137.200,197.670,0.260
175,205.600,3.483,0.775,1.311,1.585,1.980,2.520,3.084,26.764,426.300,0.287
180,232.400,2.950,0.773,1.271,1.517,1.858,2.411,2.814,4.638,572.201,0.339
185,279.200,1.693,0.807,1.300,1.571,1.909,2.411,2.791,4.232,6.206,0.591
190,226.200,3.250,0.816,1.307,1.576,1.966,2.431,2.886,71.990,214.156,0.308
195,287.000,1.757,0.736,1.333,1.620,2.030,2.551,2.993,4.104,6.370,0.569
200,255.600,1.905,0.755,1.422,1.747,2.181,2.740,3.297,4.889,7.256,0.525
205,249.200,2.354,0.784,1.378,1.704,2.112,2.756,3.317,6.001,127.935,0.425
210,230.200,3.209,0.814,1.330,1.615,2.018,2.577,2.898,4.245,713.861,0.312
215,55.200,21.083,0.841,1.523,1.884,2.399,3.295,7.434,715.932,782.524,0.047
220,275.600,1.966,0.854,1.462,1.799,2.252,2.864,3.296,4.910,8.941,0.509
225,274.600,2.034,0.833,1.469,1.814,2.303,2.945,3.573,6.228,10.130,0.492
230,285.000,1.955,0.852,1.475,1.791,2.173,2.732,3.208,5.434,8.681,0.512
235,265.000,1.856,0.865,1.413,1.691,2.030,2.514,3.177,5.242,11.399,0.539
240,158.200,5.346,0.820,1.366,1.647,1.976,2.555,3.290,163.323,358.617,0.187
245,175.600,4.866,0.832,1.447,1.736,2.166,2.756,3.437,7.422,985.255,0.206
250,266.800,1.970,0.815,1.451,1.738,2.203,2.769,3.433,6.224,9.831,0.508
255,264.800,1.926,0.771,1.447,1.733,2.137,2.702,3.377,5.306,10.672,0.519
