Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16134.400,0.807,0.437,0.639,0.744,0.916,1.117,1.263,1.623,4.569,1.239
5,22660.000,0.855,0.443,0.687,0.801,0.967,1.155,1.291,1.627,5.038,1.169
10,23119.600,0.859,0.440,0.692,0.809,0.971,1.154,1.280,1.610,4.858,1.164
15,24123.200,0.852,0.438,0.685,0.801,0.963,1.146,1.274,1.599,5.119,1.174
20,13530.200,0.798,0.435,0.633,0.745,0.905,1.089,1.218,1.556,5.403,1.254
25,17262.000,0.817,0.434,0.658,0.762,0.921,1.102,1.227,1.555,4.925,1.225
30,24931.800,0.799,0.437,0.644,0.745,0.899,1.078,1.209,1.536,4.850,1.251
35,23259.800,0.856,0.439,0.692,0.806,0.964,1.147,1.278,1.602,5.034,1.168
40,25257.000,0.818,0.434,0.655,0.766,0.927,1.110,1.239,1.566,5.032,1.223
45,15433.800,0.791,0.437,0.635,0.739,0.895,1.071,1.193,1.493,5.060,1.265
50,24939.800,0.822,0.435,0.659,0.768,0.929,1.112,1.243,1.578,6.417,1.217
55,14314.400,0.841,0.445,0.675,0.785,0.946,1.137,1.274,1.632,5.064,1.189
60,17923.800,0.901,0.432,0.716,0.841,1.009,1.205,1.352,1.730,41.504,1.110
65,22746.200,0.875,0.434,0.671,0.819,1.006,1.225,1.387,1.801,4.763,1.143
70,16092.000,0.870,0.444,0.658,0.802,1.005,1.236,1.405,1.838,4.738,1.150
75,22225.800,0.870,0.427,0.671,0.799,0.998,1.221,1.384,1.798,5.025,1.149
80,9780.000,0.850,0.439,0.669,0.789,0.966,1.169,1.318,1.696,4.550,1.176
85,22661.800,0.853,0.437,0.684,0.799,0.963,1.151,1.289,1.644,4.946,1.172
90,19788.200,0.922,0.438,0.722,0.849,1.029,1.254,1.443,2.115,6.327,1.085
95,21714.600,0.942,0.447,0.764,0.890,1.056,1.245,1.389,1.786,5.887,1.062
100,21673.000,0.853,0.438,0.688,0.802,0.961,1.144,1.277,1.600,5.485,1.173
105,24462.400,0.836,0.435,0.673,0.787,0.945,1.123,1.249,1.575,5.317,1.197
110,11374.000,0.841,0.438,0.673,0.784,0.949,1.139,1.277,1.629,5.562,1.188
115,21127.400,0.794,0.437,0.621,0.728,0.901,1.102,1.251,1.643,5.588,1.259
120,24825.800,0.803,0.430,0.633,0.740,0.908,1.109,1.257,1.642,6.247,1.245
125,23304.600,0.845,0.436,0.668,0.782,0.956,1.163,1.314,1.707,5.140,1.183
130,23546.600,0.863,0.431,0.695,0.812,0.974,1.157,1.292,1.631,4.714,1.159
135,23938.400,0.850,0.429,0.675,0.796,0.965,1.156,1.297,1.657,5.064,1.177
140,5104.600,0.787,0.455,0.614,0.717,0.891,1.095,1.255,1.651,5.065,1.271
145,23828.000,0.831,0.431,0.649,0.764,0.948,1.151,1.302,1.680,5.257,1.204
150,25275.600,0.796,0.429,0.623,0.732,0.905,1.102,1.248,1.634,4.935,1.256
155,25809.200,0.812,0.433,0.641,0.758,0.925,1.110,1.248,1.591,4.775,1.232
160,24868.200,0.858,0.433,0.683,0.809,0.977,1.167,1.305,1.641,4.939,1.165
165,22986.000,0.818,0.430,0.644,0.766,0.933,1.122,1.259,1.602,5.446,1.223
