Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15640.600,0.769,0.563,0.694,0.726,0.761,0.811,0.852,0.955,352.554,1.300
5,16974.000,0.740,0.544,0.695,0.726,0.760,0.809,0.850,0.960,4.362,1.352
10,16891.000,0.742,0.560,0.697,0.728,0.762,0.811,0.857,0.982,4.481,1.347
15,16783.000,0.744,0.523,0.690,0.723,0.758,0.807,0.852,1.012,63.172,1.344
20,17254.400,0.730,0.534,0.685,0.718,0.749,0.788,0.834,0.998,4.556,1.370
25,17281.600,0.731,0.534,0.687,0.719,0.750,0.788,0.830,0.969,4.210,1.369
30,16814.800,0.743,0.556,0.698,0.730,0.765,0.811,0.848,0.954,4.549,1.346
35,16818.600,0.746,0.558,0.696,0.732,0.768,0.820,0.870,1.002,4.239,1.341
40,15475.200,0.754,0.559,0.697,0.727,0.758,0.801,0.837,0.945,170.641,1.325
45,16363.800,0.758,0.533,0.686,0.725,0.782,0.887,0.955,1.085,75.000,1.320
50,16428.600,0.744,0.560,0.685,0.720,0.759,0.827,0.937,1.078,77.169,1.345
55,17071.800,0.734,0.550,0.677,0.710,0.749,0.824,0.932,1.061,4.261,1.362
60,17251.600,0.729,0.563,0.665,0.697,0.738,0.867,0.969,1.084,4.474,1.372
65,17039.000,0.738,0.558,0.687,0.720,0.756,0.810,0.870,1.072,4.277,1.355
70,17388.600,0.723,0.549,0.678,0.712,0.743,0.783,0.823,0.958,4.314,1.384
75,17404.000,0.725,0.554,0.681,0.713,0.745,0.785,0.823,0.975,4.126,1.380
80,16947.800,0.743,0.553,0.695,0.729,0.763,0.808,0.854,1.017,4.385,1.346
85,16650.400,0.737,0.553,0.685,0.716,0.748,0.790,0.834,0.990,180.262,1.357
90,14530.800,0.826,0.550,0.681,0.715,0.765,0.853,0.935,1.051,672.686,1.211
95,16375.800,0.759,0.549,0.693,0.733,0.789,0.873,0.949,1.086,4.087,1.317
100,14118.200,0.811,0.545,0.693,0.739,0.824,0.948,1.026,1.190,145.166,1.233
105,15866.800,0.784,0.536,0.679,0.722,0.857,1.009,1.076,1.194,4.523,1.276
110,16395.800,0.757,0.544,0.696,0.735,0.787,0.862,0.918,1.038,4.087,1.321
115,9867.000,0.914,0.557,0.695,0.729,0.768,0.820,0.863,0.993,530.148,1.094
120,16624.600,0.739,0.541,0.684,0.716,0.748,0.793,0.833,0.958,134.974,1.353
125,16956.000,0.741,0.534,0.696,0.728,0.762,0.807,0.846,0.964,4.344,1.349
130,17142.000,0.735,0.528,0.690,0.722,0.756,0.801,0.840,0.950,4.242,1.361
135,17151.000,0.733,0.553,0.691,0.722,0.753,0.794,0.831,0.940,3.963,1.364
140,16797.600,0.744,0.550,0.692,0.727,0.768,0.827,0.876,0.994,4.329,1.344
145,17116.800,0.736,0.544,0.690,0.722,0.755,0.801,0.845,0.969,5.220,1.359
150,12729.400,0.834,0.566,0.698,0.734,0.777,0.841,0.904,1.030,310.917,1.199
155,16704.200,0.748,0.538,0.703,0.735,0.770,0.816,0.854,0.966,4.054,1.337
160,17138.200,0.736,0.543,0.695,0.725,0.757,0.801,0.834,0.925,4.251,1.359
165,16867.400,0.739,0.542,0.695,0.726,0.761,0.805,0.843,0.952,4.078,1.353
170,16897.200,0.740,0.561,0.689,0.724,0.763,0.817,0.868,0.992,4.475,1.352
175,16756.800,0.742,0.554,0.689,0.724,0.766,0.827,0.881,1.012,4.102,1.347
180,10664.000,1.031,0.540,0.695,0.733,0.784,0.855,0.913,1.031,697.266,0.970
185,14728.800,0.745,0.549,0.698,0.731,0.767,0.815,0.853,0.964,18.070,1.342
190,16915.800,0.739,0.558,0.691,0.724,0.760,0.810,0.856,0.983,4.672,1.354
195,16976.200,0.738,0.545,0.687,0.721,0.760,0.815,0.875,1.018,4.169,1.355
200,16100.200,0.770,0.550,0.682,0.718,0.780,0.972,1.148,1.284,4.517,1.298
205,16279.600,0.763,0.556,0.691,0.728,0.779,0.869,1.007,1.274,4.093,1.311
210,11830.400,0.871,0.560,0.707,0.738,0.775,0.823,0.859,0.962,479.845,1.149
215,16014.400,0.757,0.541,0.695,0.726,0.760,0.807,0.843,0.937,292.179,1.321
220,16575.800,0.754,0.531,0.705,0.740,0.780,0.832,0.870,0.972,4.317,1.325
225,16941.800,0.744,0.551,0.700,0.732,0.766,0.814,0.851,0.943,3.955,1.345
230,16706.600,0.748,0.544,0.704,0.735,0.770,0.818,0.855,0.959,4.110,1.337
235,14740.200,0.798,0.553,0.709,0.742,0.785,0.839,0.879,0.988,123.367,1.253
240,15292.400,0.767,0.557,0.704,0.735,0.770,0.816,0.855,0.958,207.913,1.304
245,14064.400,0.775,0.569,0.701,0.733,0.771,0.820,0.858,0.973,737.603,1.291
250,17139.400,0.733,0.566,0.692,0.722,0.754,0.793,0.825,0.913,4.417,1.365
255,17029.800,0.735,0.531,0.695,0.725,0.756,0.798,0.832,0.922,4.314,1.360
260,17028.400,0.738,0.546,0.698,0.727,0.757,0.796,0.828,0.915,4.512,1.356
265,17098.400,0.734,0.544,0.694,0.724,0.755,0.794,0.827,0.916,4.272,1.362
270,17041.600,0.736,0.547,0.694,0.725,0.757,0.798,0.832,0.929,4.206,1.359
275,15393.400,0.785,0.554,0.696,0.727,0.760,0.805,0.839,0.939,435.878,1.274
280,15148.000,0.805,0.550,0.702,0.733,0.764,0.804,0.838,0.929,517.590,1.242
285,16737.000,0.749,0.555,0.706,0.738,0.770,0.813,0.849,0.950,4.500,1.336
290,16833.600,0.744,0.546,0.699,0.731,0.766,0.815,0.853,0.955,4.178,1.344
295,15476.800,0.773,0.550,0.702,0.734,0.771,0.819,0.858,0.970,126.443,1.294
300,2147.000,0.742,0.572,0.706,0.733,0.761,0.802,0.833,0.918,4.003,1.348
