Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,131.400,1.485,1.128,1.338,1.438,1.592,1.754,1.874,2.039,3.136,0.673
5,133.400,1.462,1.131,1.323,1.425,1.582,1.682,1.751,1.978,2.798,0.684
10,137.200,1.477,1.115,1.344,1.446,1.586,1.726,1.804,2.010,2.485,0.677
15,135.800,1.440,1.127,1.298,1.396,1.549,1.711,1.794,1.926,4.257,0.694
20,122.000,1.589,1.136,1.420,1.545,1.747,1.909,1.977,2.210,3.174,0.629
25,134.400,1.465,1.110,1.337,1.455,1.565,1.703,1.767,1.915,4.790,0.683
30,122.600,1.510,1.125,1.346,1.480,1.669,1.819,1.896,1.987,2.336,0.662
35,122.200,1.484,1.128,1.315,1.424,1.610,1.809,1.893,2.067,5.430,0.674
40,134.800,1.481,1.142,1.311,1.434,1.552,1.776,1.842,2.116,8.781,0.675
45,130.200,1.475,1.132,1.341,1.436,1.570,1.745,1.830,2.059,2.872,0.678
50,124.000,1.486,1.128,1.323,1.425,1.602,1.791,1.855,1.953,7.868,0.673
55,126.200,1.467,1.133,1.315,1.405,1.599,1.817,1.899,2.047,2.155,0.682
60,119.200,1.546,1.169,1.401,1.495,1.646,1.829,1.910,2.029,7.743,0.647
65,127.400,1.522,1.166,1.379,1.476,1.620,1.789,1.865,2.021,8.115,0.657
70,123.200,1.519,1.143,1.380,1.510,1.637,1.754,1.829,2.010,2.309,0.658
75,129.000,1.432,1.126,1.313,1.417,1.496,1.703,1.765,1.847,1.958,0.698
80,126.200,1.460,1.108,1.330,1.429,1.535,1.743,1.838,1.978,2.719,0.685
85,134.600,1.452,1.151,1.321,1.390,1.554,1.746,1.873,1.978,2.440,0.689
90,129.200,1.472,1.130,1.334,1.409,1.595,1.768,1.846,2.012,3.018,0.679
95,124.400,1.477,1.138,1.345,1.431,1.555,1.781,1.831,2.001,2.176,0.677
100,128.000,1.511,1.163,1.370,1.472,1.618,1.800,1.871,2.068,2.150,0.662
105,124.800,1.514,1.116,1.367,1.473,1.603,1.760,1.870,2.016,8.255,0.660
110,130.000,1.417,1.106,1.317,1.392,1.492,1.620,1.724,1.902,2.230,0.706
