Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1647.400,0.473,0.417,0.456,0.467,0.483,0.508,0.521,0.547,2.677,2.115
5,1646.600,0.474,0.420,0.456,0.468,0.484,0.508,0.520,0.542,5.662,2.110
10,1611.200,0.478,0.414,0.457,0.471,0.495,0.516,0.527,0.550,5.725,2.092
15,1659.200,0.469,0.410,0.453,0.464,0.478,0.495,0.512,0.542,7.154,2.132
20,1541.800,0.508,0.409,0.486,0.508,0.528,0.546,0.558,0.596,7.081,1.970
25,1644.200,0.475,0.410,0.457,0.469,0.486,0.508,0.520,0.541,7.517,2.107
30,1613.000,0.491,0.414,0.466,0.488,0.512,0.532,0.542,0.565,7.491,2.038
35,1653.800,0.479,0.413,0.455,0.471,0.496,0.522,0.538,0.562,7.243,2.088
40,1651.600,0.471,0.423,0.454,0.465,0.481,0.498,0.512,0.552,7.387,2.124
45,1651.800,0.474,0.425,0.455,0.467,0.484,0.512,0.527,0.562,7.122,2.108
50,1666.000,0.476,0.418,0.453,0.467,0.493,0.518,0.532,0.558,6.568,2.101
55,1693.400,0.466,0.410,0.450,0.461,0.477,0.496,0.507,0.539,6.775,2.144
60,1585.400,0.499,0.417,0.474,0.501,0.520,0.536,0.546,0.570,8.010,2.002
65,1600.800,0.490,0.421,0.463,0.482,0.513,0.536,0.550,0.585,0.886,2.043
70,1584.600,0.499,0.414,0.476,0.500,0.517,0.531,0.539,0.562,6.529,2.005
75,1692.400,0.467,0.412,0.453,0.464,0.476,0.490,0.500,0.525,6.100,2.141
80,1682.600,0.472,0.415,0.456,0.466,0.480,0.497,0.508,0.537,6.450,2.121
85,1667.200,0.469,0.421,0.454,0.465,0.478,0.495,0.504,0.523,6.881,2.134
90,1673.400,0.470,0.410,0.454,0.464,0.479,0.496,0.508,0.538,6.956,2.130
95,1690.800,0.468,0.408,0.455,0.465,0.477,0.493,0.503,0.525,6.864,2.135
100,1594.600,0.490,0.424,0.461,0.481,0.513,0.535,0.550,0.599,6.302,2.041
105,1637.800,0.480,0.412,0.456,0.470,0.499,0.524,0.540,0.579,7.066,2.083
110,1696.400,0.467,0.414,0.453,0.463,0.475,0.490,0.506,0.532,6.795,2.142
115,1582.600,0.494,0.397,0.454,0.495,0.518,0.543,0.566,0.671,7.094,2.025
120,1696.400,0.463,0.395,0.433,0.447,0.466,0.503,0.646,0.683,0.909,2.161
125,1693.000,0.468,0.406,0.438,0.451,0.467,0.511,0.642,0.684,7.173,2.138
130,1612.400,0.483,0.406,0.443,0.462,0.499,0.533,0.663,0.735,6.641,2.069
