Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.600,0.315,0.272,0.290,0.301,0.347,0.358,0.369,0.387,0.387,3.177
5,19.200,0.321,0.276,0.292,0.305,0.353,0.371,0.382,0.390,0.390,3.113
10,20.800,0.322,0.274,0.291,0.310,0.357,0.373,0.379,0.385,0.408,3.102
15,19.600,0.314,0.279,0.290,0.304,0.341,0.353,0.360,0.377,0.377,3.189
20,15.600,0.344,0.280,0.315,0.333,0.377,0.407,0.411,0.432,0.432,2.903
25,19.000,0.319,0.277,0.289,0.304,0.348,0.364,0.376,0.388,0.388,3.139
30,15.800,0.335,0.281,0.302,0.318,0.370,0.393,0.403,0.440,0.440,2.986
35,18.200,0.323,0.282,0.292,0.310,0.350,0.370,0.374,0.393,0.393,3.098
40,19.000,0.318,0.274,0.289,0.309,0.348,0.359,0.367,0.409,0.409,3.140
45,20.600,0.322,0.280,0.293,0.316,0.350,0.363,0.369,0.382,0.393,3.109
50,17.000,0.325,0.282,0.293,0.315,0.354,0.375,0.386,0.417,0.417,3.079
55,21.000,0.320,0.278,0.293,0.305,0.347,0.358,0.370,0.390,0.469,3.121
60,18.800,0.333,0.282,0.305,0.326,0.363,0.386,0.391,0.421,0.421,3.000
65,17.200,0.332,0.280,0.303,0.327,0.354,0.378,0.394,0.428,0.428,3.016
70,15.600,0.338,0.283,0.306,0.323,0.373,0.390,0.398,0.429,0.429,2.957
75,19.200,0.315,0.278,0.289,0.301,0.348,0.357,0.361,0.380,0.380,3.174
80,15.800,0.321,0.278,0.290,0.307,0.349,0.363,0.367,0.377,0.377,3.117
85,16.600,0.320,0.280,0.291,0.306,0.350,0.361,0.367,0.388,0.388,3.129
90,21.600,0.319,0.279,0.287,0.304,0.348,0.366,0.375,0.388,0.396,3.132
95,16.400,0.321,0.270,0.294,0.309,0.350,0.362,0.368,0.394,0.394,3.120
100,17.200,0.336,0.280,0.299,0.324,0.362,0.392,0.407,0.531,0.531,2.978
105,14.200,0.326,0.280,0.292,0.326,0.357,0.367,0.379,0.458,0.458,3.069
110,21.000,0.321,0.278,0.292,0.315,0.349,0.362,0.366,0.374,0.409,3.113
115,20.000,0.335,0.277,0.308,0.330,0.355,0.390,0.403,0.436,0.436,2.989
120,17.200,0.319,0.273,0.288,0.332,0.343,0.351,0.359,0.378,0.378,3.135
125,20.600,0.307,0.267,0.283,0.294,0.336,0.350,0.354,0.389,0.442,3.257
130,19.600,0.317,0.268,0.293,0.310,0.337,0.373,0.382,0.411,0.411,3.155
135,20.600,0.313,0.270,0.287,0.302,0.337,0.360,0.375,0.380,0.400,3.193
140,15.200,0.313,0.270,0.287,0.306,0.340,0.354,0.370,0.382,0.382,3.193
145,21.000,0.313,0.269,0.285,0.309,0.337,0.349,0.359,0.385,0.444,3.195
150,16.400,0.315,0.272,0.286,0.313,0.344,0.355,0.357,0.371,0.371,3.177
155,21.800,0.310,0.265,0.286,0.298,0.335,0.351,0.364,0.374,0.415,3.229
160,20.400,0.327,0.271,0.295,0.325,0.350,0.381,0.396,0.445,0.478,3.054
165,18.200,0.325,0.277,0.289,0.324,0.350,0.370,0.391,0.426,0.426,3.079
170,17.000,0.334,0.280,0.303,0.325,0.352,0.397,0.409,0.498,0.498,2.998
175,18.400,0.337,0.282,0.309,0.325,0.375,0.387,0.399,0.419,0.419,2.970
180,19.000,0.336,0.280,0.306,0.328,0.374,0.393,0.405,0.443,0.443,2.974
185,16.400,0.345,0.284,0.312,0.339,0.378,0.389,0.398,0.451,0.451,2.895
190,19.200,0.380,0.280,0.290,0.323,0.345,0.355,0.368,6.117,6.117,2.635
195,18.800,0.342,0.279,0.313,0.332,0.376,0.399,0.409,0.443,0.443,2.928
200,16.400,0.318,0.281,0.292,0.306,0.350,0.366,0.373,0.387,0.387,3.141
205,17.200,0.317,0.273,0.294,0.302,0.348,0.371,0.373,0.386,0.386,3.156
210,15.400,0.319,0.278,0.295,0.306,0.348,0.360,0.362,0.370,0.370,3.137
215,19.400,0.325,0.276,0.293,0.316,0.354,0.370,0.385,0.402,0.402,3.076
220,21.200,0.315,0.273,0.287,0.301,0.347,0.363,0.371,0.386,0.386,3.173
225,19.800,0.323,0.280,0.297,0.311,0.350,0.367,0.375,0.392,0.392,3.094
230,15.800,0.326,0.279,0.289,0.319,0.358,0.372,0.378,0.394,0.394,3.067
235,20.000,0.320,0.278,0.290,0.306,0.352,0.362,0.365,0.397,0.397,3.129
240,21.400,0.321,0.279,0.292,0.306,0.348,0.361,0.383,0.407,0.411,3.114
245,16.600,0.323,0.280,0.294,0.308,0.356,0.372,0.384,0.390,0.390,3.093
250,17.800,0.329,0.281,0.293,0.322,0.358,0.382,0.398,0.438,0.438,3.042
255,19.000,0.323,0.277,0.291,0.309,0.349,0.368,0.384,0.716,0.716,3.092
260,22.000,0.329,0.271,0.296,0.321,0.359,0.384,0.392,0.420,0.424,3.035
265,19.200,0.314,0.278,0.291,0.303,0.348,0.359,0.365,0.381,0.381,3.185
270,16.600,0.315,0.281,0.291,0.300,0.348,0.359,0.362,0.388,0.388,3.174
275,18.000,0.334,0.279,0.302,0.325,0.358,0.391,0.404,0.467,0.467,2.996
280,18.600,0.324,0.275,0.295,0.318,0.349,0.363,0.383,0.431,0.431,3.084
285,17.400,0.324,0.277,0.290,0.322,0.351,0.367,0.384,0.402,0.402,3.086
290,14.800,0.328,0.278,0.293,0.319,0.358,0.382,0.389,0.418,0.418,3.046
295,21.000,0.315,0.279,0.290,0.301,0.340,0.364,0.373,0.395,0.402,3.170
300,4.000,0.323,0.274,0.293,0.338,0.355,0.364,0.387,0.387,0.387,3.095
