Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,642.000,1.113,1.011,1.078,1.112,1.139,1.164,1.182,1.242,2.978,0.898
5,768.000,1.087,1.013,1.055,1.076,1.109,1.135,1.157,1.232,4.044,0.920
10,727.400,1.097,0.995,1.064,1.094,1.122,1.148,1.169,1.214,1.592,0.912
15,762.000,1.067,0.998,1.048,1.059,1.074,1.096,1.118,1.189,4.758,0.937
20,745.000,1.066,0.987,1.047,1.060,1.075,1.095,1.113,1.153,5.372,0.938
25,638.800,1.087,1.011,1.056,1.076,1.112,1.138,1.154,1.195,6.266,0.920
30,751.600,1.088,1.004,1.057,1.079,1.113,1.134,1.149,1.205,6.287,0.919
35,723.200,1.097,1.003,1.066,1.098,1.118,1.138,1.152,1.210,6.652,0.911
40,756.800,1.084,1.005,1.054,1.084,1.106,1.124,1.137,1.175,6.921,0.922
45,758.000,1.085,1.000,1.054,1.082,1.103,1.122,1.136,1.173,7.396,0.922
50,754.000,1.071,1.005,1.045,1.059,1.087,1.117,1.133,1.166,7.323,0.934
55,739.000,1.085,1.008,1.053,1.074,1.109,1.135,1.150,1.199,7.509,0.922
60,718.800,1.116,1.009,1.082,1.118,1.137,1.155,1.169,1.216,7.257,0.896
65,748.800,1.084,1.003,1.057,1.072,1.104,1.133,1.147,1.202,7.431,0.922
70,740.800,1.091,1.012,1.061,1.080,1.114,1.133,1.144,1.175,7.895,0.917
75,729.600,1.118,1.005,1.094,1.117,1.138,1.159,1.173,1.211,8.219,0.895
80,744.600,1.107,1.006,1.087,1.106,1.125,1.141,1.151,1.182,7.228,0.903
85,760.200,1.088,1.010,1.057,1.086,1.112,1.131,1.143,1.168,7.533,0.919
90,747.200,1.076,1.009,1.055,1.069,1.094,1.121,1.135,1.166,1.482,0.929
95,757.000,1.080,1.005,1.052,1.069,1.096,1.122,1.139,1.192,7.651,0.926
100,744.800,1.083,1.001,1.050,1.077,1.108,1.133,1.150,1.209,1.613,0.923
105,759.800,1.066,1.001,1.044,1.056,1.078,1.112,1.127,1.169,7.556,0.938
110,764.200,1.081,0.982,1.048,1.068,1.104,1.132,1.149,1.197,8.613,0.925
115,758.600,1.078,0.986,1.049,1.067,1.100,1.121,1.136,1.176,7.365,0.928
120,722.800,1.086,0.996,1.051,1.073,1.109,1.135,1.153,1.202,7.352,0.921
125,732.000,1.083,1.002,1.053,1.074,1.103,1.137,1.154,1.198,7.245,0.923
130,736.000,1.078,0.995,1.052,1.067,1.093,1.116,1.133,1.175,7.498,0.927
135,764.200,1.070,0.996,1.049,1.062,1.084,1.104,1.118,1.160,7.222,0.935
140,764.400,1.068,0.996,1.048,1.061,1.083,1.100,1.113,1.146,7.505,0.936
145,756.600,1.074,1.003,1.051,1.065,1.090,1.114,1.130,1.178,7.821,0.931
150,738.000,1.091,1.008,1.059,1.084,1.109,1.135,1.150,1.191,7.604,0.916
