Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.200,0.984,0.931,0.949,0.977,1.008,1.026,1.070,1.094,1.094,1.016
5,8.000,0.980,0.903,0.939,0.966,1.014,1.097,1.116,1.162,1.162,1.020
10,8.000,1.042,0.860,0.927,0.942,0.972,1.021,1.080,4.604,4.604,0.960
15,6.600,0.949,0.883,0.922,0.941,0.968,1.004,1.015,1.048,1.048,1.054
20,7.400,0.934,0.893,0.917,0.927,0.942,0.970,1.024,1.030,1.030,1.070
25,7.800,0.941,0.848,0.915,0.941,0.956,0.989,1.085,1.162,1.162,1.062
30,8.800,0.946,0.883,0.924,0.944,0.967,0.986,1.000,1.016,1.016,1.057
35,9.200,0.955,0.864,0.930,0.959,0.974,1.000,1.021,1.077,1.077,1.047
40,7.400,0.945,0.879,0.923,0.941,0.953,1.001,1.049,1.059,1.059,1.058
45,7.800,0.952,0.883,0.924,0.945,0.961,1.016,1.022,1.091,1.091,1.050
50,6.000,0.943,0.870,0.920,0.938,0.956,1.005,1.018,1.026,1.026,1.060
55,8.400,0.945,0.876,0.920,0.946,0.967,0.991,1.007,1.054,1.054,1.058
60,7.600,0.957,0.871,0.937,0.954,0.976,1.004,1.016,1.066,1.066,1.045
65,7.600,0.951,0.883,0.915,0.941,0.966,1.028,1.107,1.120,1.120,1.052
70,6.400,0.939,0.868,0.925,0.933,0.953,0.992,1.008,1.018,1.018,1.065
75,8.200,0.965,0.870,0.928,0.973,0.999,1.015,1.018,1.066,1.066,1.037
80,9.800,0.953,0.874,0.928,0.946,0.961,1.026,1.037,1.116,1.116,1.050
85,6.000,0.939,0.879,0.904,0.929,0.960,1.020,1.034,1.037,1.037,1.065
90,12.200,0.939,0.867,0.905,0.921,0.958,1.000,1.049,1.221,1.221,1.065
95,8.400,0.936,0.868,0.911,0.934,0.956,0.980,1.013,1.032,1.032,1.068
100,7.400,0.954,0.893,0.931,0.946,0.970,1.007,1.018,1.037,1.037,1.049
105,8.800,0.932,0.863,0.905,0.917,0.951,0.991,1.030,1.094,1.094,1.073
110,8.400,0.952,0.897,0.922,0.949,0.978,0.991,1.010,1.056,1.056,1.050
115,8.200,0.933,0.866,0.914,0.922,0.950,0.994,1.022,1.029,1.029,1.072
120,7.800,0.949,0.873,0.916,0.936,0.978,1.021,1.040,1.047,1.047,1.054
125,8.200,0.942,0.858,0.916,0.939,0.972,0.982,0.988,1.088,1.088,1.062
130,7.400,0.947,0.886,0.916,0.933,0.984,1.018,1.051,1.051,1.051,1.056
135,9.400,0.937,0.877,0.911,0.925,0.954,1.008,1.031,1.039,1.039,1.067
140,7.600,0.925,0.874,0.907,0.921,0.936,0.965,1.018,1.052,1.052,1.081
145,8.200,0.945,0.884,0.912,0.931,0.956,1.011,1.057,1.062,1.062,1.059
150,9.800,0.941,0.878,0.918,0.932,0.956,1.009,1.057,1.079,1.079,1.062
155,8.000,0.965,0.843,0.922,0.943,0.980,1.030,1.062,1.599,1.599,1.036
160,8.000,0.941,0.885,0.920,0.938,0.968,0.993,1.005,1.018,1.018,1.062
165,7.800,0.947,0.883,0.920,0.943,0.973,1.000,1.012,1.014,1.014,1.056
170,8.400,0.937,0.861,0.912,0.925,0.955,0.996,1.015,1.088,1.088,1.067
175,8.200,0.953,0.900,0.929,0.942,0.960,1.004,1.036,1.057,1.057,1.049
180,10.800,0.958,0.862,0.919,0.947,1.002,1.031,1.051,1.079,1.079,1.044
185,8.400,0.954,0.895,0.917,0.941,0.972,1.027,1.045,1.112,1.112,1.048
190,9.200,0.954,0.866,0.915,0.930,0.979,1.019,1.121,1.244,1.244,1.048
195,8.600,0.939,0.876,0.909,0.930,0.974,1.012,1.014,1.067,1.067,1.065
200,7.400,0.960,0.886,0.921,0.944,0.981,1.004,1.113,1.206,1.206,1.041
205,9.800,0.943,0.876,0.915,0.927,0.976,1.009,1.014,1.091,1.091,1.060
210,5.600,0.938,0.863,0.910,0.927,0.968,1.012,1.037,1.076,1.076,1.067
215,7.200,0.932,0.872,0.904,0.921,0.956,1.000,1.028,1.035,1.035,1.073
220,10.000,0.934,0.869,0.909,0.923,0.949,1.004,1.012,1.022,1.022,1.071
225,10.200,0.946,0.876,0.918,0.931,0.961,1.002,1.009,1.099,1.099,1.057
230,8.000,0.937,0.888,0.918,0.925,0.945,1.006,1.032,1.043,1.043,1.067
235,9.800,0.956,0.888,0.920,0.946,0.983,1.032,1.048,1.073,1.073,1.046
240,9.600,0.923,0.857,0.906,0.917,0.930,0.959,0.969,1.044,1.044,1.083
245,7.400,1.145,0.885,0.910,0.929,0.954,1.023,1.051,8.510,8.510,0.874
250,7.000,0.930,0.865,0.909,0.925,0.942,0.970,0.996,1.020,1.020,1.076
255,6.800,0.950,0.873,0.925,0.946,0.956,1.008,1.086,1.111,1.111,1.053
260,5.600,0.953,0.907,0.928,0.941,1.004,1.010,1.016,1.026,1.026,1.049
265,9.200,0.954,0.881,0.917,0.949,0.985,1.029,1.045,1.065,1.065,1.048
270,7.200,0.931,0.875,0.911,0.925,0.950,0.967,1.004,1.019,1.019,1.075
275,7.200,0.954,0.891,0.928,0.950,0.972,1.017,1.020,1.048,1.048,1.048
280,7.200,0.946,0.877,0.920,0.933,0.963,1.032,1.045,1.087,1.087,1.057
285,9.600,0.940,0.883,0.908,0.927,0.959,1.005,1.031,1.053,1.053,1.064
290,8.800,0.944,0.887,0.918,0.933,0.959,1.000,1.012,1.056,1.056,1.060
295,6.800,0.927,0.879,0.907,0.927,0.946,0.961,0.980,1.050,1.050,1.079
300,1.400,0.948,0.898,0.918,0.944,0.986,1.003,1.003,1.003,1.003,1.055
