Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,189.600,1.446,0.748,1.107,1.332,1.616,1.949,2.252,3.916,6.649,0.691
5,200.000,1.568,0.765,1.136,1.370,1.688,1.997,2.361,4.663,32.234,0.638
10,196.200,1.350,0.752,1.088,1.270,1.504,1.801,2.081,2.852,6.040,0.741
15,205.400,1.252,0.746,0.999,1.201,1.400,1.670,1.830,2.430,5.051,0.799
20,203.400,1.234,0.734,0.971,1.149,1.374,1.664,1.927,2.732,5.002,0.810
25,89.400,6.860,0.730,1.041,1.239,1.553,2.142,2.782,271.080,289.423,0.146
30,207.600,1.343,0.770,1.037,1.257,1.524,1.867,2.100,2.942,4.932,0.744
35,206.400,1.239,0.715,0.990,1.173,1.406,1.665,1.843,2.220,3.949,0.807
40,203.600,1.252,0.783,0.987,1.183,1.404,1.682,1.840,2.637,4.791,0.799
45,201.200,1.227,0.740,0.976,1.154,1.387,1.628,1.870,2.334,4.451,0.815
50,189.600,1.361,0.781,1.046,1.278,1.536,1.845,2.080,2.882,5.570,0.735
55,198.600,1.306,0.758,0.998,1.226,1.462,1.789,2.082,2.770,5.508,0.766
60,184.600,1.766,0.753,1.029,1.247,1.524,1.862,2.135,2.777,273.363,0.566
65,78.400,15.007,0.795,1.018,1.279,1.549,2.939,137.655,273.854,585.915,0.067
70,201.400,1.412,0.749,1.000,1.207,1.462,1.839,2.141,3.219,66.282,0.708
75,205.000,1.256,0.741,0.978,1.189,1.421,1.746,1.904,2.456,5.036,0.796
80,119.000,9.176,0.778,1.055,1.280,1.623,2.040,2.396,285.248,864.607,0.109
85,185.800,1.320,0.729,1.012,1.235,1.498,1.860,2.148,2.711,5.083,0.757
90,180.400,2.505,0.734,0.983,1.178,1.406,1.691,1.900,2.743,286.531,0.399
95,195.000,1.777,0.743,0.988,1.181,1.419,1.770,2.065,2.805,222.633,0.563
100,204.600,1.189,0.737,0.950,1.127,1.321,1.567,1.772,2.307,4.334,0.841
105,192.600,1.347,0.767,1.002,1.200,1.423,1.709,1.944,2.609,39.790,0.742
110,199.800,1.359,0.783,1.071,1.278,1.530,1.864,2.075,2.934,5.452,0.736
115,205.600,1.349,0.766,1.085,1.271,1.535,1.809,2.025,2.545,5.219,0.741
120,62.600,13.379,0.784,1.167,1.430,1.868,2.616,140.114,218.288,501.964,0.075
125,183.200,2.605,0.788,1.173,1.425,1.740,2.161,2.636,4.622,285.493,0.384
130,192.000,1.534,0.789,1.198,1.430,1.738,2.127,2.509,3.335,6.616,0.652
135,192.400,1.618,0.804,1.225,1.464,1.821,2.238,2.696,4.627,8.590,0.618
140,185.400,1.510,0.775,1.173,1.424,1.689,2.035,2.328,3.279,8.064,0.662
145,188.200,1.637,0.770,1.199,1.463,1.808,2.279,2.676,5.747,8.538,0.611
150,203.800,1.408,0.724,1.109,1.312,1.593,1.900,2.208,2.977,8.705,0.710
155,52.000,16.511,0.770,1.196,1.473,1.876,6.499,143.131,281.673,575.647,0.061
160,197.600,1.468,0.734,1.111,1.349,1.677,2.110,2.447,3.121,7.207,0.681
165,185.600,1.480,0.745,1.138,1.351,1.665,2.162,2.427,3.585,5.642,0.676
170,190.200,1.327,0.750,1.052,1.227,1.476,1.821,2.049,2.596,6.173,0.753
175,189.600,1.495,0.766,1.150,1.403,1.700,2.063,2.386,3.797,5.628,0.669
180,166.000,3.541,0.804,1.191,1.411,1.696,2.106,2.448,5.852,429.760,0.282
185,125.000,3.947,0.768,1.119,1.302,1.547,1.924,2.174,137.254,356.108,0.253
190,162.800,2.473,0.734,1.121,1.325,1.623,1.975,2.288,4.957,288.503,0.404
195,189.200,1.618,0.815,1.230,1.495,1.830,2.274,2.706,3.995,8.942,0.618
200,189.800,1.510,0.720,1.148,1.363,1.685,2.164,2.541,4.102,6.713,0.662
205,202.800,1.452,0.758,1.155,1.342,1.638,1.962,2.244,3.340,6.089,0.689
210,191.000,1.563,0.774,1.158,1.397,1.776,2.208,2.551,4.546,6.667,0.640
215,117.800,7.604,0.771,1.143,1.393,1.695,2.144,3.472,208.643,350.406,0.132
220,174.000,1.884,0.762,1.123,1.317,1.593,1.911,2.271,3.402,146.360,0.531
225,170.400,4.395,0.769,1.117,1.305,1.586,1.927,2.211,8.519,686.276,0.228
230,200.400,1.374,0.764,1.104,1.306,1.570,1.836,2.069,2.506,4.707,0.728
235,202.000,1.414,0.765,1.106,1.326,1.565,1.920,2.176,2.957,7.274,0.707
240,195.000,1.423,0.798,1.134,1.326,1.621,1.906,2.135,3.237,4.714,0.702
245,196.800,1.431,0.777,1.160,1.361,1.624,1.919,2.216,3.053,3.651,0.699
250,84.800,9.626,0.818,1.174,1.437,1.801,2.441,5.552,219.721,358.668,0.104
255,195.400,1.446,0.763,1.139,1.342,1.602,1.956,2.343,3.327,5.329,0.691
260,157.800,2.535,0.778,1.115,1.306,1.577,1.871,2.098,3.708,432.786,0.394
265,193.600,1.459,0.769,1.144,1.371,1.680,1.989,2.253,3.359,5.264,0.685
270,203.200,1.341,0.745,1.073,1.294,1.523,1.797,2.005,2.552,4.374,0.746
275,192.400,1.362,0.765,1.074,1.286,1.517,1.781,2.060,2.958,8.627,0.734
280,200.200,1.389,0.757,1.109,1.304,1.563,1.825,2.065,2.780,7.207,0.720
285,195.800,1.494,0.759,1.131,1.363,1.625,2.059,2.511,3.930,9.241,0.669
290,91.200,5.934,0.781,1.121,1.336,1.581,1.951,2.459,192.552,279.951,0.169
295,169.800,2.845,0.717,1.104,1.316,1.588,1.914,2.269,4.070,431.559,0.352
300,41.400,1.312,0.752,1.050,1.245,1.507,1.749,1.974,2.668,4.297,0.762
