Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17436.600,0.613,0.452,0.569,0.599,0.636,0.688,0.734,0.877,3.598,1.631
5,17345.000,0.610,0.444,0.565,0.594,0.629,0.677,0.725,0.895,4.366,1.640
10,18106.600,0.606,0.454,0.565,0.592,0.625,0.670,0.710,0.845,4.867,1.651
15,18346.400,0.601,0.469,0.563,0.589,0.620,0.662,0.697,0.803,4.476,1.663
20,18435.400,0.601,0.474,0.566,0.591,0.619,0.656,0.688,0.787,4.848,1.663
25,8479.400,0.608,0.450,0.565,0.594,0.628,0.676,0.719,0.854,4.575,1.643
30,17833.400,0.607,0.435,0.566,0.593,0.627,0.671,0.714,0.843,4.569,1.647
35,18498.600,0.599,0.443,0.559,0.586,0.620,0.662,0.697,0.802,4.468,1.669
40,18346.600,0.600,0.459,0.564,0.589,0.617,0.656,0.690,0.789,4.425,1.667
45,18334.800,0.599,0.473,0.564,0.589,0.615,0.651,0.686,0.786,4.765,1.669
50,17639.600,0.615,0.453,0.573,0.601,0.634,0.680,0.721,0.846,4.438,1.626
55,18106.400,0.604,0.442,0.562,0.590,0.625,0.667,0.704,0.808,4.686,1.657
60,16773.800,0.606,0.425,0.559,0.590,0.627,0.679,0.743,0.865,4.433,1.650
65,7492.800,0.609,0.449,0.564,0.593,0.631,0.684,0.732,0.851,4.568,1.643
70,17579.800,0.609,0.445,0.564,0.593,0.630,0.680,0.727,0.852,4.303,1.643
75,18072.000,0.605,0.436,0.558,0.588,0.627,0.678,0.728,0.863,4.453,1.653
80,10613.200,0.618,0.439,0.564,0.599,0.646,0.710,0.759,0.872,4.191,1.619
85,17697.000,0.612,0.444,0.562,0.594,0.635,0.693,0.755,0.875,4.327,1.634
90,16114.600,0.607,0.451,0.567,0.593,0.625,0.670,0.711,0.835,4.311,1.647
95,17002.000,0.601,0.447,0.558,0.587,0.622,0.670,0.715,0.837,4.494,1.664
100,18655.200,0.595,0.451,0.556,0.582,0.613,0.654,0.694,0.840,4.704,1.680
105,18053.800,0.599,0.449,0.557,0.585,0.619,0.663,0.705,0.845,4.901,1.669
110,17739.200,0.612,0.455,0.568,0.597,0.634,0.683,0.726,0.857,4.663,1.633
115,18056.200,0.606,0.447,0.564,0.592,0.627,0.673,0.713,0.824,4.418,1.651
120,5065.800,0.615,0.460,0.568,0.601,0.640,0.690,0.738,0.861,4.132,1.626
125,15555.200,0.614,0.457,0.568,0.599,0.638,0.688,0.733,0.842,4.290,1.628
130,17187.800,0.613,0.447,0.566,0.595,0.634,0.686,0.735,0.881,4.315,1.633
135,17134.200,0.614,0.447,0.564,0.596,0.638,0.700,0.755,0.873,4.328,1.629
140,17354.200,0.614,0.448,0.570,0.600,0.637,0.686,0.727,0.835,4.604,1.629
145,16893.800,0.618,0.451,0.570,0.603,0.646,0.695,0.735,0.840,4.513,1.618
150,17755.200,0.606,0.437,0.550,0.581,0.626,0.709,0.801,0.918,4.467,1.650
155,4423.600,0.619,0.438,0.546,0.581,0.639,0.780,0.878,1.000,4.624,1.616
160,17610.000,0.604,0.436,0.543,0.574,0.621,0.736,0.834,0.938,4.328,1.654
165,17278.800,0.614,0.440,0.549,0.581,0.626,0.717,0.880,1.062,4.406,1.629
170,17780.800,0.613,0.464,0.570,0.599,0.635,0.682,0.720,0.829,4.235,1.631
175,17592.400,0.609,0.458,0.565,0.595,0.633,0.682,0.718,0.820,4.701,1.642
180,14043.000,0.608,0.468,0.568,0.595,0.629,0.673,0.710,0.814,4.308,1.645
185,11158.600,0.605,0.471,0.560,0.589,0.629,0.679,0.717,0.823,4.514,1.653
190,15487.200,0.601,0.471,0.560,0.587,0.622,0.668,0.705,0.803,4.665,1.665
195,17335.800,0.609,0.469,0.568,0.596,0.631,0.673,0.708,0.806,4.677,1.641
200,17390.000,0.611,0.445,0.565,0.595,0.633,0.687,0.730,0.848,4.436,1.637
205,17726.400,0.605,0.468,0.565,0.592,0.627,0.674,0.711,0.812,4.631,1.652
210,17292.800,0.608,0.463,0.565,0.593,0.630,0.680,0.721,0.827,4.335,1.645
215,10041.000,0.607,0.469,0.565,0.592,0.627,0.674,0.712,0.827,4.421,1.647
220,15562.200,0.601,0.469,0.561,0.588,0.623,0.667,0.702,0.799,4.655,1.664
225,15277.800,0.605,0.475,0.566,0.592,0.625,0.669,0.706,0.806,4.599,1.653
230,17859.800,0.608,0.472,0.567,0.595,0.630,0.677,0.714,0.813,4.306,1.644
235,17621.000,0.608,0.462,0.568,0.595,0.629,0.672,0.709,0.808,4.301,1.645
240,17920.600,0.605,0.468,0.566,0.592,0.624,0.667,0.704,0.807,4.361,1.654
245,17684.400,0.605,0.468,0.566,0.593,0.625,0.667,0.703,0.807,4.324,1.652
250,8059.600,0.617,0.463,0.571,0.601,0.639,0.691,0.736,0.865,4.328,1.621
255,17609.200,0.608,0.457,0.565,0.593,0.627,0.679,0.725,0.865,4.509,1.645
260,14745.400,0.607,0.462,0.565,0.594,0.629,0.675,0.713,0.816,4.915,1.647
265,17787.800,0.603,0.461,0.564,0.591,0.623,0.665,0.700,0.800,4.390,1.658
270,18136.000,0.598,0.433,0.559,0.585,0.617,0.659,0.694,0.795,4.436,1.672
275,17989.000,0.607,0.474,0.567,0.593,0.627,0.669,0.705,0.808,4.804,1.648
280,17714.800,0.608,0.455,0.568,0.595,0.627,0.669,0.705,0.809,4.445,1.646
285,17273.400,0.611,0.451,0.567,0.596,0.633,0.684,0.726,0.840,4.289,1.636
290,8284.000,0.614,0.444,0.568,0.599,0.637,0.691,0.736,0.875,4.257,1.627
295,15170.600,0.610,0.455,0.567,0.596,0.633,0.682,0.720,0.831,4.103,1.640
300,3597.200,0.604,0.474,0.565,0.590,0.621,0.663,0.698,0.800,4.577,1.657
