Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,194.800,0.777,0.614,0.723,0.759,0.807,0.864,0.924,1.068,2.827,1.287
5,184.400,0.769,0.601,0.715,0.750,0.792,0.852,0.920,1.059,4.127,1.301
10,210.200,0.766,0.626,0.723,0.749,0.786,0.836,0.879,0.995,4.280,1.306
15,210.200,0.757,0.619,0.718,0.746,0.779,0.828,0.878,0.994,4.140,1.322
20,205.400,0.751,0.622,0.715,0.747,0.777,0.815,0.850,0.942,1.032,1.332
25,100.400,0.765,0.592,0.714,0.750,0.794,0.844,0.895,1.032,3.950,1.307
30,206.000,0.769,0.603,0.719,0.750,0.787,0.838,0.893,1.056,4.429,1.300
35,211.400,0.760,0.622,0.714,0.744,0.781,0.839,0.882,1.026,4.013,1.315
40,210.400,0.758,0.629,0.717,0.744,0.776,0.824,0.868,1.001,4.298,1.319
45,199.600,0.747,0.609,0.712,0.744,0.774,0.810,0.847,0.933,1.445,1.338
50,198.400,0.788,0.623,0.731,0.765,0.810,0.879,0.930,1.109,4.138,1.269
55,207.000,0.759,0.589,0.710,0.744,0.783,0.828,0.885,1.000,4.206,1.317
60,187.000,0.756,0.584,0.705,0.742,0.782,0.839,0.903,1.012,3.936,1.323
65,86.000,0.765,0.609,0.711,0.749,0.791,0.852,0.894,1.008,4.323,1.307
70,187.800,0.772,0.599,0.717,0.751,0.789,0.844,0.907,1.075,4.503,1.296
75,209.000,0.766,0.593,0.711,0.744,0.781,0.846,0.906,1.073,4.249,1.305
80,119.000,0.761,0.584,0.712,0.749,0.797,0.870,0.921,0.996,1.102,1.314
85,192.200,0.771,0.616,0.715,0.757,0.799,0.868,0.931,1.059,3.964,1.297
90,172.000,0.778,0.613,0.721,0.751,0.790,0.837,0.907,1.071,4.046,1.285
95,192.000,0.761,0.607,0.707,0.742,0.785,0.847,0.907,1.043,4.312,1.315
100,200.600,0.751,0.607,0.708,0.739,0.775,0.819,0.868,1.002,4.280,1.332
105,207.000,0.766,0.596,0.707,0.739,0.775,0.831,0.881,1.062,5.076,1.306
110,199.400,0.783,0.623,0.721,0.758,0.806,0.873,0.947,1.080,4.421,1.278
115,194.000,0.766,0.617,0.716,0.752,0.790,0.842,0.896,1.004,3.885,1.305
120,60.600,0.778,0.624,0.717,0.754,0.803,0.853,0.913,1.091,4.018,1.285
125,177.000,0.766,0.609,0.721,0.756,0.799,0.859,0.904,1.008,1.137,1.306
130,197.000,0.774,0.588,0.720,0.754,0.799,0.847,0.902,1.039,4.163,1.292
135,187.400,0.772,0.596,0.720,0.755,0.811,0.881,0.933,1.066,1.161,1.295
140,203.400,0.781,0.635,0.728,0.759,0.799,0.851,0.893,1.069,4.547,1.280
145,183.600,0.772,0.618,0.724,0.762,0.810,0.862,0.899,1.025,1.159,1.296
150,200.400,0.770,0.590,0.702,0.741,0.793,0.889,0.984,1.106,4.432,1.298
155,49.800,0.798,0.572,0.695,0.739,0.818,0.950,1.048,1.346,4.029,1.253
160,198.600,0.760,0.578,0.691,0.722,0.779,0.910,1.006,1.136,4.478,1.317
165,195.400,0.779,0.581,0.698,0.738,0.793,0.883,1.064,1.259,4.194,1.284
170,211.200,0.777,0.612,0.729,0.766,0.810,0.867,0.919,1.028,1.361,1.288
175,197.000,0.775,0.627,0.723,0.760,0.801,0.863,0.905,1.043,3.722,1.290
180,154.800,0.777,0.632,0.724,0.754,0.790,0.841,0.898,1.045,4.291,1.287
185,120.200,0.771,0.609,0.714,0.749,0.789,0.847,0.906,1.027,4.272,1.297
190,169.200,0.760,0.615,0.714,0.746,0.779,0.832,0.871,1.020,4.532,1.315
195,189.800,0.759,0.602,0.716,0.748,0.786,0.836,0.881,0.980,3.522,1.318
200,196.400,0.770,0.582,0.721,0.751,0.790,0.837,0.875,1.026,4.422,1.299
205,201.800,0.762,0.615,0.716,0.749,0.793,0.842,0.882,0.971,4.228,1.313
210,187.800,0.759,0.602,0.713,0.746,0.785,0.831,0.884,1.021,3.820,1.317
215,118.000,0.781,0.613,0.725,0.756,0.797,0.847,0.897,1.118,4.285,1.280
220,175.400,0.758,0.622,0.717,0.746,0.784,0.838,0.877,0.961,4.022,1.319
225,176.400,0.768,0.631,0.722,0.750,0.792,0.850,0.895,1.002,4.009,1.302
230,192.400,0.773,0.630,0.725,0.759,0.807,0.863,0.915,1.027,3.760,1.293
235,189.000,0.765,0.623,0.723,0.754,0.790,0.835,0.867,0.982,3.626,1.307
240,195.200,0.760,0.610,0.718,0.747,0.780,0.833,0.874,0.968,3.701,1.316
245,188.400,0.769,0.631,0.722,0.751,0.790,0.832,0.874,1.017,4.287,1.301
250,91.800,0.778,0.617,0.721,0.757,0.806,0.865,0.913,1.044,4.202,1.286
255,204.400,0.757,0.607,0.715,0.749,0.786,0.840,0.879,0.969,1.105,1.321
260,162.200,0.759,0.625,0.715,0.749,0.791,0.847,0.883,1.012,1.179,1.317
