Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.600,0.864,0.757,0.827,0.861,0.891,0.940,0.963,1.034,1.034,1.158
5,14.000,0.879,0.748,0.839,0.870,0.920,0.974,1.020,1.047,1.047,1.137
10,17.800,0.882,0.760,0.839,0.873,0.907,0.978,1.026,1.195,1.195,1.134
15,14.400,0.861,0.748,0.817,0.863,0.908,0.922,0.939,1.005,1.005,1.161
20,17.600,0.861,0.713,0.812,0.844,0.887,0.944,0.978,1.540,1.540,1.161
25,15.800,0.873,0.747,0.825,0.876,0.912,0.943,0.986,1.021,1.021,1.145
30,12.400,1.824,0.731,0.817,0.870,0.912,0.959,0.975,60.209,60.209,0.548
35,18.600,0.896,0.782,0.851,0.900,0.933,0.954,1.006,1.192,1.192,1.116
40,13.400,0.901,0.784,0.838,0.882,0.934,0.990,1.030,1.837,1.837,1.110
45,14.600,0.925,0.804,0.857,0.908,0.967,1.011,1.066,1.402,1.402,1.081
50,18.000,0.900,0.792,0.858,0.890,0.954,0.982,0.990,1.101,1.101,1.111
55,13.800,0.896,0.773,0.854,0.895,0.939,0.974,0.984,1.057,1.057,1.116
60,16.800,0.886,0.774,0.846,0.882,0.917,0.968,0.987,1.090,1.090,1.128
65,16.000,0.903,0.781,0.861,0.899,0.936,0.993,1.018,1.042,1.042,1.107
70,14.400,0.896,0.771,0.856,0.893,0.941,0.978,1.000,1.054,1.054,1.116
75,14.800,0.906,0.765,0.865,0.895,0.925,0.981,1.022,1.551,1.551,1.104
80,16.800,0.893,0.787,0.846,0.885,0.936,0.971,0.993,1.067,1.067,1.120
85,16.200,0.893,0.764,0.850,0.899,0.933,0.956,0.990,1.021,1.021,1.120
90,13.000,0.911,0.797,0.856,0.885,0.944,1.003,1.068,1.447,1.447,1.097
95,15.600,1.525,0.757,0.832,0.864,0.922,0.975,1.046,34.604,34.604,0.656
100,15.800,0.858,0.755,0.818,0.861,0.897,0.921,0.937,1.036,1.036,1.165
105,15.800,0.884,0.769,0.839,0.878,0.922,0.981,1.004,1.126,1.126,1.131
110,13.800,0.882,0.770,0.833,0.875,0.912,0.951,1.023,1.132,1.132,1.134
115,15.800,0.891,0.779,0.836,0.893,0.938,0.972,0.994,1.014,1.014,1.122
120,17.200,0.905,0.781,0.846,0.893,0.934,1.002,1.053,1.177,1.177,1.105
125,14.600,0.908,0.757,0.857,0.911,0.968,0.987,1.042,1.072,1.072,1.101
130,15.000,0.899,0.765,0.851,0.896,0.941,0.983,1.003,1.033,1.033,1.112
135,14.600,0.890,0.776,0.832,0.876,0.935,0.991,1.008,1.108,1.108,1.124
140,14.200,0.910,0.746,0.845,0.898,0.957,0.995,1.060,1.185,1.185,1.099
145,12.000,0.900,0.760,0.869,0.905,0.936,0.973,0.994,1.029,1.029,1.111
150,13.600,0.921,0.805,0.863,0.917,0.967,1.024,1.042,1.132,1.132,1.086
155,14.400,0.929,0.785,0.880,0.920,0.976,1.025,1.056,1.242,1.242,1.077
160,15.400,0.907,0.790,0.852,0.900,0.948,1.002,1.028,1.208,1.208,1.102
165,14.800,0.935,0.794,0.883,0.932,0.976,1.028,1.080,1.134,1.134,1.069
170,16.800,0.911,0.795,0.860,0.906,0.950,0.990,1.026,1.182,1.182,1.098
175,18.600,0.905,0.766,0.863,0.906,0.937,0.998,1.027,1.095,1.095,1.105
180,15.600,1.445,0.795,0.848,0.882,0.938,0.989,1.032,33.754,33.754,0.692
185,13.600,0.889,0.768,0.849,0.878,0.919,0.961,0.983,1.095,1.095,1.125
190,12.400,0.910,0.796,0.855,0.896,0.933,0.988,1.022,1.526,1.526,1.099
195,15.400,0.890,0.786,0.850,0.891,0.929,0.948,0.974,1.082,1.082,1.123
200,13.800,0.881,0.767,0.845,0.878,0.907,0.975,0.985,1.044,1.044,1.135
205,14.000,0.913,0.762,0.881,0.915,0.946,0.970,0.996,1.050,1.050,1.095
210,16.000,0.902,0.799,0.846,0.892,0.941,0.996,1.062,1.140,1.140,1.109
215,16.200,0.889,0.759,0.831,0.877,0.913,0.953,0.977,1.946,1.946,1.124
220,15.400,0.885,0.782,0.831,0.866,0.918,0.960,1.024,1.584,1.584,1.129
225,15.000,0.884,0.783,0.840,0.867,0.912,0.978,1.034,1.143,1.143,1.131
230,15.800,0.893,0.771,0.847,0.879,0.926,0.967,1.035,1.101,1.101,1.120
235,14.200,0.891,0.796,0.852,0.881,0.919,0.953,0.989,1.060,1.060,1.122
240,15.600,0.888,0.770,0.845,0.892,0.917,0.966,1.012,1.057,1.057,1.126
245,13.600,1.317,0.795,0.848,0.879,0.933,1.009,3.152,23.271,23.271,0.759
250,16.600,0.881,0.750,0.840,0.870,0.921,0.953,0.972,1.060,1.060,1.135
255,16.600,0.890,0.781,0.834,0.874,0.907,0.970,1.021,1.794,1.794,1.124
260,17.400,0.888,0.762,0.845,0.882,0.926,0.962,0.977,1.054,1.054,1.126
265,13.000,0.880,0.787,0.847,0.875,0.903,0.962,0.988,1.090,1.090,1.136
270,15.000,0.889,0.770,0.844,0.878,0.919,0.988,0.999,1.141,1.141,1.125
275,18.000,0.878,0.769,0.842,0.873,0.917,0.955,0.963,1.030,1.030,1.139
280,18.000,0.899,0.782,0.859,0.893,0.929,0.965,0.995,1.177,1.177,1.113
285,16.200,0.895,0.788,0.859,0.894,0.927,0.952,0.976,1.105,1.105,1.117
290,15.800,0.909,0.804,0.866,0.902,0.950,0.996,1.031,1.051,1.051,1.100
295,15.600,0.888,0.791,0.851,0.883,0.927,0.958,0.987,1.044,1.044,1.126
300,3.200,0.883,0.823,0.865,0.880,0.903,0.933,0.945,0.945,0.945,1.133
