Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1478.000,0.675,0.306,0.468,0.489,0.534,0.767,1.917,2.637,134.858,1.481
5,1564.600,0.638,0.306,0.465,0.488,0.535,0.755,1.893,2.505,39.057,1.566
10,1540.600,0.648,0.290,0.478,0.510,0.553,0.795,1.930,2.480,20.134,1.542
15,1556.400,0.642,0.293,0.468,0.491,0.536,0.796,1.918,2.592,18.235,1.558
20,1564.000,0.639,0.302,0.475,0.493,0.523,0.786,1.921,2.422,38.037,1.566
25,1558.400,0.641,0.310,0.493,0.506,0.528,0.612,2.043,2.449,37.962,1.560
30,1516.800,0.658,0.306,0.492,0.510,0.542,0.609,1.998,2.544,95.061,1.519
35,1526.400,0.654,0.294,0.492,0.508,0.535,0.646,2.032,2.610,41.804,1.528
40,1508.600,0.662,0.328,0.494,0.516,0.551,0.639,2.030,2.719,42.450,1.510
45,1530.200,0.653,0.311,0.493,0.514,0.548,0.624,2.024,2.649,37.198,1.531
50,1535.400,0.651,0.309,0.489,0.509,0.546,0.657,2.012,2.614,38.219,1.536
55,1559.400,0.641,0.303,0.490,0.509,0.541,0.619,2.009,2.693,19.052,1.561
60,1524.800,0.655,0.307,0.492,0.509,0.536,0.631,2.026,2.747,42.957,1.526
65,1495.200,0.668,0.309,0.492,0.509,0.536,0.623,2.055,2.812,68.063,1.496
70,1516.400,0.659,0.326,0.495,0.514,0.547,0.627,2.070,2.851,37.971,1.518
75,1501.800,0.665,0.300,0.495,0.516,0.548,0.636,2.128,2.869,22.969,1.503
80,1559.600,0.643,0.312,0.491,0.511,0.543,0.621,2.032,2.564,22.687,1.555
85,1508.000,0.660,0.310,0.496,0.513,0.548,0.647,2.069,2.496,37.837,1.515
90,1513.800,0.660,0.299,0.496,0.513,0.546,0.614,2.064,2.546,108.389,1.515
95,1497.400,0.667,0.310,0.489,0.506,0.535,0.698,2.030,2.607,70.071,1.498
100,1564.000,0.639,0.306,0.480,0.499,0.538,0.738,2.026,2.508,17.747,1.565
105,1493.000,0.669,0.330,0.485,0.511,0.554,0.801,2.086,2.723,20.802,1.494
110,1531.800,0.652,0.297,0.479,0.504,0.544,0.756,1.972,2.649,38.007,1.533
115,1521.000,0.657,0.321,0.488,0.517,0.566,0.705,2.020,2.693,21.259,1.522
120,1528.200,0.654,0.299,0.484,0.511,0.559,0.690,1.986,2.735,18.394,1.530
125,1428.000,0.700,0.333,0.491,0.526,0.582,0.735,2.055,2.945,170.018,1.429
130,1453.200,0.688,0.302,0.497,0.531,0.587,0.725,2.120,3.077,17.236,1.454
135,1470.200,0.680,0.302,0.495,0.526,0.583,0.720,2.056,2.997,18.673,1.471
140,1476.800,0.677,0.291,0.494,0.529,0.580,0.728,2.036,2.972,22.148,1.478
145,1409.200,0.709,0.309,0.484,0.510,0.564,0.787,2.055,2.999,137.490,1.410
150,1495.600,0.668,0.302,0.500,0.529,0.562,0.675,2.065,2.915,22.737,1.497
155,1495.000,0.668,0.301,0.502,0.536,0.569,0.642,2.078,2.885,19.592,1.496
160,1522.000,0.657,0.301,0.491,0.514,0.549,0.638,1.983,2.868,55.536,1.523
165,1465.000,0.682,0.308,0.508,0.536,0.570,0.669,2.106,2.964,18.012,1.466
170,1531.600,0.652,0.303,0.490,0.509,0.542,0.631,2.034,2.900,18.408,1.533
175,1516.200,0.659,0.322,0.492,0.510,0.543,0.624,2.039,2.844,53.809,1.517
180,1502.000,0.665,0.310,0.490,0.506,0.530,0.611,2.048,2.668,73.295,1.503
185,1549.800,0.645,0.322,0.489,0.505,0.533,0.616,2.036,2.689,17.911,1.551
190,1530.600,0.653,0.306,0.491,0.512,0.546,0.640,2.042,2.662,18.093,1.532
