Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1324.800,0.509,0.429,0.466,0.485,0.513,0.577,0.732,0.772,4.449,1.964
5,1417.800,0.510,0.417,0.463,0.484,0.517,0.591,0.736,0.799,4.380,1.961
10,1390.800,0.526,0.427,0.475,0.505,0.536,0.601,0.753,0.810,4.939,1.901
15,1406.600,0.515,0.421,0.466,0.487,0.519,0.582,0.764,0.814,6.306,1.942
20,1404.600,0.508,0.430,0.473,0.490,0.510,0.543,0.748,0.791,6.452,1.968
25,1400.800,0.510,0.450,0.491,0.503,0.519,0.542,0.560,0.596,7.275,1.960
30,1364.600,0.514,0.449,0.491,0.507,0.530,0.555,0.569,0.601,7.055,1.946
35,1363.000,0.513,0.443,0.490,0.505,0.523,0.550,0.569,0.623,10.961,1.948
40,1358.200,0.521,0.453,0.493,0.512,0.539,0.566,0.586,0.631,7.252,1.919
45,1375.800,0.517,0.444,0.491,0.510,0.536,0.561,0.577,0.610,6.761,1.934
50,1373.400,0.515,0.446,0.487,0.505,0.532,0.562,0.582,0.638,6.640,1.943
55,1405.600,0.514,0.443,0.488,0.505,0.531,0.556,0.577,0.617,7.332,1.945
60,1367.600,0.513,0.444,0.490,0.506,0.526,0.546,0.561,0.604,11.122,1.949
65,1339.800,0.513,0.443,0.490,0.505,0.526,0.547,0.562,0.601,7.316,1.950
70,1371.200,0.519,0.453,0.494,0.511,0.536,0.562,0.584,0.634,6.918,1.925
75,1347.800,0.519,0.447,0.493,0.512,0.537,0.562,0.581,0.617,6.684,1.928
80,1400.400,0.514,0.448,0.489,0.507,0.531,0.557,0.572,0.607,6.940,1.945
85,1342.400,0.518,0.455,0.494,0.509,0.535,0.561,0.579,0.622,6.455,1.930
90,1366.800,0.519,0.443,0.495,0.510,0.535,0.558,0.572,0.613,6.874,1.927
95,1352.400,0.514,0.437,0.487,0.503,0.523,0.555,0.584,0.724,6.396,1.944
100,1411.600,0.514,0.434,0.478,0.495,0.522,0.564,0.692,0.761,6.375,1.947
105,1335.400,0.524,0.441,0.483,0.506,0.538,0.574,0.723,0.806,6.189,1.910
110,1378.400,0.516,0.439,0.477,0.499,0.529,0.572,0.657,0.771,6.231,1.939
115,1370.200,0.528,0.439,0.486,0.511,0.546,0.605,0.658,0.716,6.564,1.895
120,1374.000,0.521,0.437,0.481,0.506,0.540,0.609,0.653,0.701,7.214,1.919
125,1286.400,0.536,0.440,0.488,0.519,0.559,0.621,0.669,0.746,6.887,1.865
130,1304.800,0.539,0.432,0.494,0.524,0.563,0.631,0.676,0.731,2.770,1.857
135,1325.000,0.537,0.433,0.492,0.521,0.559,0.632,0.675,0.731,6.901,1.864
140,1328.000,0.539,0.440,0.492,0.522,0.559,0.638,0.682,0.744,7.210,1.857
145,1269.800,0.531,0.439,0.482,0.505,0.543,0.655,0.730,0.811,6.974,1.883
150,1348.400,0.531,0.444,0.498,0.524,0.551,0.579,0.598,0.685,7.128,1.885
155,1345.600,0.534,0.449,0.500,0.531,0.557,0.587,0.604,0.641,6.760,1.874
160,1369.200,0.517,0.447,0.489,0.508,0.537,0.563,0.584,0.631,6.731,1.934
165,1309.400,0.536,0.450,0.505,0.531,0.555,0.586,0.605,0.643,6.927,1.867
170,1371.600,0.513,0.449,0.488,0.505,0.531,0.554,0.571,0.611,6.608,1.951
175,1360.000,0.515,0.451,0.491,0.506,0.532,0.556,0.572,0.611,7.119,1.940
180,1352.800,0.509,0.452,0.489,0.503,0.521,0.543,0.558,0.589,6.712,1.965
185,1396.200,0.508,0.442,0.487,0.502,0.523,0.544,0.560,0.599,1.210,1.968
190,1374.200,0.517,0.437,0.490,0.508,0.534,0.564,0.586,0.629,7.375,1.932
195,1407.800,0.506,0.447,0.487,0.500,0.516,0.538,0.556,0.594,6.958,1.977
200,1356.800,0.521,0.448,0.493,0.513,0.542,0.568,0.585,0.620,6.905,1.919
205,1314.200,0.545,0.457,0.519,0.546,0.566,0.585,0.599,0.631,6.476,1.836
210,1356.200,0.516,0.439,0.493,0.508,0.530,0.558,0.572,0.617,6.568,1.939
215,1390.200,0.510,0.450,0.490,0.504,0.521,0.543,0.561,0.594,6.710,1.962
220,1385.000,0.521,0.439,0.492,0.515,0.543,0.569,0.587,0.627,6.474,1.918
225,1375.600,0.511,0.431,0.489,0.505,0.526,0.552,0.567,0.602,6.553,1.957
230,1404.200,0.519,0.445,0.492,0.509,0.537,0.566,0.581,0.628,6.677,1.927
235,1376.800,0.522,0.434,0.492,0.513,0.545,0.572,0.589,0.624,6.848,1.917
240,1391.800,0.507,0.443,0.486,0.501,0.520,0.540,0.558,0.599,7.253,1.974
245,1232.200,0.529,0.448,0.498,0.524,0.549,0.574,0.591,0.636,7.048,1.891
250,1382.800,0.517,0.455,0.489,0.508,0.538,0.563,0.581,0.615,6.421,1.935
255,1397.800,0.512,0.447,0.487,0.503,0.529,0.555,0.573,0.616,6.522,1.954
260,1402.400,0.514,0.444,0.484,0.504,0.538,0.566,0.585,0.624,7.286,1.944
265,1411.800,0.513,0.441,0.486,0.506,0.533,0.560,0.578,0.615,6.763,1.948
270,1360.000,0.516,0.443,0.489,0.506,0.535,0.561,0.580,0.620,6.356,1.939
275,1409.800,0.504,0.432,0.483,0.498,0.516,0.540,0.558,0.599,6.727,1.985
280,1388.000,0.508,0.436,0.484,0.501,0.524,0.552,0.569,0.606,6.299,1.968
285,1397.800,0.507,0.425,0.484,0.500,0.520,0.547,0.564,0.600,6.534,1.971
290,1393.600,0.521,0.449,0.492,0.514,0.543,0.569,0.586,0.622,6.519,1.920
295,1429.000,0.504,0.427,0.484,0.499,0.517,0.540,0.555,0.584,6.712,1.983
300,257.600,0.514,0.460,0.488,0.501,0.524,0.552,0.569,0.609,6.982,1.945
