Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.400,0.643,0.572,0.600,0.630,0.662,0.727,0.786,0.866,0.866,1.555
5,13.800,0.689,0.599,0.652,0.693,0.717,0.745,0.764,0.844,0.844,1.451
10,15.200,0.678,0.593,0.641,0.681,0.708,0.736,0.762,0.878,0.878,1.474
15,16.600,0.665,0.581,0.629,0.658,0.698,0.728,0.741,0.888,0.888,1.503
20,16.400,0.667,0.576,0.626,0.669,0.693,0.716,0.758,0.879,0.879,1.499
25,13.200,0.665,0.582,0.630,0.667,0.704,0.727,0.736,0.756,0.756,1.505
30,14.000,0.667,0.602,0.628,0.671,0.695,0.728,0.734,0.737,0.737,1.499
35,15.800,0.692,0.609,0.666,0.688,0.713,0.736,0.749,0.789,0.789,1.445
40,14.400,0.637,0.603,0.617,0.634,0.653,0.666,0.679,0.723,0.723,1.570
45,16.200,0.657,0.596,0.620,0.647,0.695,0.716,0.718,0.810,0.810,1.521
50,15.000,0.659,0.579,0.625,0.655,0.691,0.715,0.733,0.754,0.754,1.517
55,14.600,0.706,0.623,0.692,0.707,0.720,0.740,0.758,0.942,0.942,1.416
60,13.600,0.670,0.600,0.647,0.668,0.699,0.714,0.724,0.745,0.745,1.492
65,16.800,0.669,0.594,0.651,0.672,0.686,0.713,0.718,0.817,0.817,1.494
70,16.400,0.637,0.601,0.618,0.629,0.644,0.670,0.738,0.750,0.750,1.569
75,16.400,0.673,0.593,0.645,0.675,0.695,0.721,0.729,0.774,0.774,1.486
80,18.600,0.641,0.590,0.621,0.632,0.653,0.694,0.705,0.746,0.746,1.559
85,14.200,0.638,0.592,0.614,0.625,0.653,0.691,0.711,0.735,0.735,1.567
90,17.200,0.632,0.599,0.618,0.631,0.642,0.662,0.666,0.688,0.688,1.583
95,15.800,0.647,0.587,0.622,0.637,0.673,0.706,0.718,0.798,0.798,1.545
100,19.000,0.635,0.579,0.612,0.629,0.652,0.683,0.698,0.718,0.718,1.574
105,19.400,0.635,0.596,0.620,0.631,0.645,0.666,0.687,0.698,0.698,1.574
110,16.200,0.677,0.604,0.651,0.685,0.700,0.716,0.729,0.742,0.742,1.477
115,18.000,0.645,0.590,0.625,0.634,0.663,0.696,0.718,0.726,0.726,1.550
120,15.200,0.638,0.587,0.618,0.637,0.655,0.669,0.688,0.714,0.714,1.568
125,15.000,0.697,0.592,0.641,0.691,0.729,0.782,0.810,1.086,1.086,1.434
130,18.400,0.639,0.588,0.623,0.638,0.651,0.666,0.675,0.714,0.714,1.564
135,13.200,0.655,0.601,0.634,0.646,0.663,0.704,0.747,0.813,0.813,1.528
140,19.200,0.664,0.589,0.630,0.663,0.695,0.721,0.732,0.744,0.744,1.506
145,17.400,0.648,0.593,0.621,0.634,0.664,0.716,0.730,0.815,0.815,1.543
150,16.400,0.676,0.590,0.643,0.683,0.701,0.720,0.728,0.754,0.754,1.478
155,19.200,0.684,0.601,0.668,0.684,0.697,0.724,0.732,0.786,0.786,1.462
160,20.400,0.649,0.580,0.618,0.633,0.681,0.705,0.718,0.784,0.879,1.541
165,16.400,0.672,0.569,0.645,0.674,0.696,0.720,0.731,0.873,0.873,1.488
170,18.600,0.658,0.570,0.610,0.636,0.677,0.736,0.826,0.923,0.923,1.519
175,14.600,0.651,0.579,0.609,0.634,0.671,0.703,0.818,0.873,0.873,1.537
180,16.200,0.669,0.580,0.618,0.659,0.694,0.750,0.805,0.906,0.906,1.495
185,12.400,0.687,0.595,0.639,0.673,0.700,0.796,0.857,0.928,0.928,1.456
190,18.600,0.674,0.572,0.648,0.678,0.698,0.717,0.722,0.917,0.917,1.484
195,16.800,0.673,0.599,0.637,0.677,0.698,0.718,0.735,0.868,0.868,1.487
200,14.600,0.652,0.602,0.628,0.643,0.675,0.703,0.710,0.745,0.745,1.535
205,16.400,0.670,0.601,0.640,0.665,0.684,0.725,0.741,0.920,0.920,1.493
210,17.600,0.657,0.595,0.629,0.657,0.680,0.701,0.707,0.755,0.755,1.522
215,16.400,0.650,0.558,0.602,0.634,0.697,0.727,0.743,0.826,0.826,1.538
220,18.600,0.672,0.567,0.635,0.677,0.696,0.716,0.766,0.898,0.898,1.488
225,15.000,0.681,0.608,0.663,0.682,0.705,0.720,0.738,0.765,0.765,1.469
230,16.200,0.683,0.595,0.658,0.682,0.708,0.735,0.752,0.784,0.784,1.464
235,19.800,0.635,0.582,0.612,0.626,0.655,0.685,0.698,0.732,0.732,1.574
240,15.200,0.648,0.600,0.622,0.641,0.677,0.696,0.710,0.747,0.747,1.544
245,16.400,0.664,0.598,0.632,0.666,0.686,0.709,0.729,0.780,0.780,1.506
250,17.400,0.659,0.569,0.622,0.648,0.685,0.714,0.750,0.924,0.924,1.518
255,16.800,0.636,0.577,0.613,0.625,0.643,0.716,0.730,0.753,0.753,1.573
260,16.400,0.668,0.586,0.630,0.677,0.699,0.722,0.734,0.747,0.747,1.498
265,17.200,0.642,0.581,0.620,0.638,0.659,0.686,0.723,0.755,0.755,1.557
270,18.400,0.651,0.578,0.622,0.650,0.681,0.702,0.710,0.728,0.728,1.535
275,17.400,0.690,0.591,0.662,0.696,0.724,0.736,0.747,0.791,0.791,1.450
280,19.400,0.661,0.591,0.629,0.662,0.680,0.715,0.725,0.787,0.787,1.513
285,17.200,0.668,0.603,0.628,0.655,0.706,0.732,0.754,0.775,0.775,1.498
290,14.400,0.663,0.607,0.642,0.662,0.687,0.706,0.714,0.720,0.720,1.509
295,15.400,0.661,0.594,0.628,0.648,0.687,0.720,0.752,0.802,0.802,1.513
