Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1686.600,0.591,0.298,0.487,0.508,0.538,0.663,1.424,1.906,3.258,1.691
5,1588.400,0.629,0.310,0.518,0.547,0.572,0.614,1.561,2.083,4.627,1.590
10,1603.200,0.623,0.308,0.509,0.537,0.566,0.653,1.505,2.095,6.085,1.605
15,1625.200,0.614,0.296,0.492,0.525,0.562,0.674,1.498,2.143,6.416,1.627
20,1577.400,0.633,0.309,0.496,0.534,0.574,0.725,1.517,2.212,40.183,1.579
25,1615.200,0.618,0.299,0.504,0.537,0.569,0.657,1.482,2.120,9.299,1.617
30,1646.200,0.607,0.307,0.502,0.532,0.560,0.600,1.477,1.957,7.487,1.649
35,1585.400,0.630,0.317,0.531,0.551,0.577,0.610,1.534,2.043,8.308,1.587
40,1708.200,0.585,0.309,0.489,0.506,0.527,0.561,1.401,1.926,6.948,1.710
45,1648.600,0.606,0.310,0.496,0.526,0.558,0.605,1.414,2.006,8.337,1.650
50,1683.400,0.594,0.309,0.493,0.519,0.546,0.583,1.420,1.896,36.856,1.684
55,1594.200,0.627,0.317,0.534,0.554,0.577,0.614,1.498,2.033,7.326,1.595
60,1655.200,0.604,0.304,0.499,0.528,0.554,0.591,1.431,1.949,6.324,1.657
65,1665.600,0.600,0.309,0.514,0.533,0.553,0.582,1.427,1.831,6.583,1.667
70,1730.200,0.578,0.304,0.492,0.503,0.522,0.566,1.404,1.747,8.559,1.731
75,1659.000,0.602,0.302,0.508,0.536,0.555,0.584,1.438,1.846,7.209,1.660
80,1735.600,0.576,0.302,0.488,0.500,0.527,0.567,1.388,1.706,6.861,1.737
85,1704.600,0.586,0.294,0.491,0.504,0.527,0.569,1.441,1.724,37.814,1.706
90,1738.600,0.575,0.289,0.488,0.500,0.514,0.541,1.422,1.762,7.088,1.740
95,1719.200,0.581,0.290,0.489,0.507,0.538,0.581,1.376,1.814,6.860,1.720
100,1758.200,0.568,0.305,0.483,0.500,0.525,0.571,1.324,1.732,6.599,1.759
105,1743.600,0.573,0.309,0.487,0.500,0.521,0.561,1.365,1.748,39.126,1.745
110,1599.200,0.625,0.310,0.523,0.546,0.564,0.598,1.544,2.005,6.765,1.600
115,1688.800,0.592,0.309,0.492,0.508,0.537,0.585,1.407,1.941,6.661,1.690
120,1706.600,0.586,0.304,0.491,0.504,0.523,0.569,1.438,1.925,6.889,1.708
125,1616.800,0.618,0.296,0.510,0.545,0.571,0.617,1.503,1.972,7.543,1.618
130,1716.800,0.582,0.306,0.489,0.503,0.521,0.568,1.422,1.902,6.869,1.718
135,1673.800,0.597,0.296,0.494,0.511,0.542,0.588,1.453,1.956,36.325,1.675
140,1650.800,0.605,0.308,0.496,0.526,0.554,0.604,1.438,1.977,7.512,1.652
145,1712.600,0.583,0.306,0.490,0.504,0.538,0.587,1.383,1.858,6.902,1.714
150,1643.400,0.608,0.312,0.513,0.538,0.559,0.598,1.469,1.893,7.038,1.644
155,1608.400,0.621,0.321,0.525,0.542,0.563,0.607,1.467,1.981,36.682,1.609
160,1679.000,0.595,0.295,0.492,0.517,0.548,0.610,1.418,1.877,7.564,1.680
165,1628.200,0.614,0.302,0.501,0.527,0.555,0.725,1.460,2.003,7.217,1.629
170,1653.600,0.604,0.304,0.492,0.521,0.551,0.720,1.449,1.919,6.613,1.655
175,1692.200,0.591,0.286,0.478,0.501,0.537,0.693,1.403,1.917,6.645,1.693
180,1645.200,0.607,0.308,0.491,0.522,0.555,0.709,1.491,1.975,7.763,1.646
185,1513.600,0.660,0.301,0.491,0.520,0.551,0.699,1.427,1.997,82.187,1.515
190,1637.200,0.610,0.298,0.503,0.531,0.559,0.674,1.416,2.057,7.494,1.638
195,1641.800,0.609,0.308,0.504,0.535,0.558,0.604,1.461,2.005,6.626,1.643
200,1676.800,0.596,0.303,0.495,0.513,0.549,0.598,1.447,2.011,6.380,1.678
205,1655.200,0.604,0.292,0.500,0.528,0.553,0.598,1.480,1.990,7.003,1.656
210,1656.600,0.603,0.311,0.498,0.525,0.555,0.606,1.479,1.908,6.523,1.658
215,1679.200,0.595,0.298,0.481,0.515,0.555,0.686,1.425,1.900,6.504,1.680
220,1651.000,0.605,0.297,0.504,0.533,0.555,0.647,1.433,1.870,7.034,1.652
225,1621.000,0.617,0.303,0.523,0.543,0.565,0.603,1.475,1.960,6.269,1.622
230,1620.400,0.617,0.306,0.517,0.542,0.565,0.607,1.464,2.067,6.908,1.622
