Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1519.800,0.516,0.439,0.487,0.506,0.529,0.563,0.611,0.709,3.076,1.937
5,1427.000,0.544,0.459,0.517,0.544,0.565,0.585,0.599,0.626,4.627,1.837
10,1432.800,0.538,0.437,0.508,0.534,0.557,0.584,0.603,0.717,6.085,1.858
15,1458.800,0.529,0.428,0.491,0.520,0.551,0.588,0.634,0.719,6.416,1.889
20,1415.600,0.542,0.437,0.495,0.530,0.559,0.616,0.693,0.754,6.850,1.844
25,1453.400,0.538,0.435,0.504,0.535,0.559,0.589,0.605,0.730,0.856,1.859
30,1488.000,0.531,0.454,0.501,0.529,0.553,0.576,0.589,0.615,7.487,1.884
35,1426.600,0.549,0.456,0.530,0.549,0.570,0.588,0.599,0.621,0.982,1.821
40,1540.000,0.508,0.435,0.488,0.504,0.521,0.538,0.548,0.573,6.948,1.969
45,1479.600,0.527,0.444,0.495,0.522,0.548,0.575,0.589,0.621,8.337,1.897
50,1522.400,0.518,0.453,0.492,0.516,0.540,0.560,0.574,0.595,1.121,1.929
55,1438.600,0.554,0.460,0.534,0.552,0.571,0.590,0.604,0.636,7.326,1.806
60,1485.200,0.526,0.445,0.499,0.525,0.547,0.568,0.580,0.598,6.324,1.902
65,1503.000,0.531,0.452,0.514,0.532,0.548,0.563,0.572,0.596,6.583,1.882
70,1561.200,0.508,0.455,0.491,0.502,0.516,0.541,0.555,0.581,6.655,1.969
75,1496.800,0.531,0.452,0.507,0.534,0.550,0.565,0.575,0.595,7.209,1.883
80,1560.400,0.507,0.451,0.487,0.499,0.517,0.543,0.555,0.578,6.861,1.973
85,1528.800,0.509,0.454,0.491,0.503,0.518,0.545,0.557,0.581,6.811,1.965
90,1563.400,0.501,0.438,0.488,0.499,0.510,0.522,0.530,0.553,7.088,1.994
95,1553.000,0.511,0.446,0.488,0.504,0.526,0.557,0.572,0.595,6.860,1.956
100,1592.400,0.505,0.448,0.483,0.498,0.518,0.542,0.558,0.590,6.599,1.981
