Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,339.000,0.566,0.288,0.377,0.471,0.617,0.760,0.876,1.629,31.685,1.767
5,346.800,0.525,0.272,0.372,0.478,0.613,0.765,0.886,1.475,4.107,1.903
10,342.600,0.514,0.280,0.367,0.466,0.588,0.723,0.837,1.577,4.141,1.944
15,312.200,0.556,0.284,0.414,0.511,0.635,0.784,0.889,1.362,4.126,1.798
20,120.400,6.018,0.288,0.400,0.503,0.648,0.807,1.028,127.097,708.227,0.166
25,306.800,0.540,0.288,0.388,0.495,0.629,0.775,0.906,1.386,2.343,1.850
30,318.600,0.577,0.273,0.414,0.528,0.664,0.824,0.944,1.694,3.721,1.734
35,289.400,0.953,0.289,0.420,0.527,0.654,0.798,0.898,1.585,140.423,1.049
40,262.800,2.335,0.291,0.411,0.516,0.641,0.782,0.884,1.423,754.875,0.428
45,244.000,1.931,0.284,0.336,0.386,0.529,0.688,0.785,1.573,601.105,0.518
50,350.600,0.517,0.284,0.371,0.468,0.596,0.745,0.866,1.454,3.916,1.934
55,330.000,0.538,0.287,0.387,0.501,0.628,0.768,0.861,1.451,4.284,1.858
60,333.000,0.556,0.285,0.402,0.513,0.642,0.780,0.916,1.529,4.396,1.797
65,278.800,0.575,0.283,0.424,0.533,0.658,0.808,0.929,1.574,3.544,1.738
70,134.400,10.360,0.285,0.385,0.477,0.626,0.815,1.027,591.047,754.869,0.097
75,295.000,0.605,0.293,0.452,0.546,0.677,0.855,1.014,1.679,3.996,1.653
80,296.200,0.590,0.293,0.448,0.544,0.658,0.824,0.955,1.552,4.510,1.696
85,304.400,0.599,0.279,0.437,0.539,0.688,0.858,0.991,1.660,4.120,1.669
90,106.400,11.454,0.291,0.390,0.499,0.633,0.802,1.022,596.810,730.551,0.087
95,317.000,0.597,0.293,0.425,0.533,0.668,0.815,0.966,1.615,11.694,1.676
100,315.600,0.559,0.289,0.415,0.515,0.640,0.778,0.880,1.337,4.382,1.790
105,309.200,0.582,0.280,0.429,0.536,0.664,0.809,0.918,1.623,4.870,1.718
110,217.400,3.432,0.282,0.440,0.537,0.655,0.840,1.013,44.762,674.737,0.291
115,163.200,2.037,0.285,0.380,0.485,0.626,0.790,0.921,2.101,731.753,0.491
120,298.000,0.573,0.289,0.428,0.525,0.659,0.802,0.930,1.517,3.892,1.746
125,284.800,0.600,0.287,0.450,0.546,0.675,0.848,0.964,1.626,4.022,1.667
130,244.800,1.812,0.282,0.404,0.502,0.632,0.813,0.971,1.786,681.130,0.552
135,147.200,6.976,0.285,0.363,0.435,0.571,0.765,0.882,410.330,725.712,0.143
140,324.200,0.539,0.283,0.384,0.488,0.623,0.778,0.901,1.526,3.530,1.855
145,337.800,0.549,0.280,0.389,0.501,0.639,0.793,0.920,1.371,4.830,1.822
150,336.000,0.569,0.282,0.410,0.515,0.638,0.804,0.938,1.680,4.006,1.757
155,287.800,0.640,0.287,0.413,0.512,0.647,0.804,0.925,1.544,60.112,1.562
160,134.000,8.781,0.292,0.415,0.504,0.636,0.814,0.964,460.788,792.058,0.114
165,321.000,0.572,0.285,0.413,0.519,0.663,0.817,0.971,1.642,3.273,1.749
170,298.000,0.589,0.292,0.446,0.545,0.662,0.830,0.981,1.609,4.106,1.697
175,303.000,0.576,0.291,0.434,0.532,0.650,0.779,0.927,1.577,5.326,1.736
180,164.600,3.412,0.298,0.437,0.542,0.669,0.834,0.969,1.906,845.874,0.293
185,232.200,2.783,0.280,0.379,0.473,0.618,0.796,1.004,4.379,688.414,0.359
190,310.200,0.562,0.280,0.421,0.521,0.649,0.777,0.881,1.349,4.712,1.779
195,326.400,0.553,0.277,0.396,0.508,0.642,0.783,0.897,1.499,3.990,1.809
