Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33147.000,0.961,0.288,0.582,0.765,0.986,1.362,2.451,4.471,40.458,1.040
5,34961.000,0.913,0.272,0.557,0.751,0.955,1.280,2.275,4.145,24.698,1.095
10,35294.400,0.905,0.280,0.537,0.741,0.941,1.268,2.273,4.164,16.254,1.105
15,31647.800,1.009,0.284,0.665,0.821,1.019,1.367,2.671,4.517,19.718,0.991
20,11339.800,2.820,0.288,0.634,0.793,1.007,1.391,2.723,5.817,732.113,0.355
25,31894.600,1.002,0.288,0.617,0.800,1.017,1.390,2.644,4.825,27.504,0.998
30,31348.200,1.019,0.273,0.679,0.836,1.034,1.371,2.675,4.535,16.088,0.981
35,28245.000,1.132,0.289,0.690,0.843,1.043,1.396,2.698,4.728,168.143,0.884
40,25364.800,1.416,0.291,0.670,0.826,1.023,1.362,2.645,4.637,764.831,0.706
45,24272.000,1.155,0.284,0.496,0.609,0.841,1.217,1.967,3.939,605.935,0.866
50,35437.400,0.902,0.284,0.547,0.741,0.936,1.260,2.267,4.139,13.714,1.109
55,33333.000,0.959,0.287,0.621,0.788,0.984,1.316,2.462,4.365,13.767,1.043
60,32139.000,0.994,0.285,0.639,0.806,1.017,1.372,2.538,4.631,21.095,1.006
65,27121.600,1.179,0.283,0.703,0.854,1.061,1.439,2.745,5.061,455.411,0.848
70,12944.200,2.471,0.285,0.607,0.782,1.015,1.420,2.622,6.160,762.926,0.405
75,28429.000,1.124,0.291,0.736,0.892,1.107,1.496,2.946,5.549,20.533,0.889
80,28844.400,1.108,0.293,0.733,0.887,1.097,1.474,2.922,5.190,16.172,0.903
85,30413.200,1.051,0.279,0.693,0.849,1.054,1.422,2.787,4.731,27.618,0.952
90,10276.200,3.113,0.291,0.629,0.799,1.005,1.357,2.612,5.009,761.374,0.321
95,30994.400,1.031,0.280,0.662,0.832,1.047,1.428,2.652,4.831,24.413,0.970
100,31003.400,1.031,0.289,0.689,0.843,1.039,1.377,2.725,4.614,17.668,0.970
105,30355.200,1.053,0.280,0.700,0.851,1.049,1.400,2.811,4.770,27.009,0.950
110,21512.000,1.618,0.282,0.714,0.868,1.073,1.447,2.930,5.228,682.550,0.618
115,16874.800,1.726,0.285,0.584,0.760,0.986,1.369,2.537,4.935,754.437,0.579
120,29750.200,1.074,0.289,0.703,0.861,1.070,1.443,2.892,4.976,21.945,0.931
125,27903.000,1.145,0.287,0.752,0.907,1.125,1.524,3.148,5.403,17.888,0.873
130,24732.200,1.432,0.274,0.661,0.841,1.087,1.556,2.828,5.339,691.748,0.699
135,14841.800,1.923,0.285,0.540,0.702,0.921,1.274,2.311,4.403,736.362,0.520
140,33780.200,0.946,0.283,0.600,0.774,0.972,1.311,2.429,4.350,16.702,1.057
145,33208.400,0.962,0.280,0.591,0.780,0.989,1.340,2.500,4.536,16.342,1.039
150,32734.200,0.976,0.282,0.646,0.803,0.996,1.333,2.510,4.328,18.589,1.024
155,28692.000,1.114,0.287,0.656,0.819,1.021,1.369,2.612,4.594,214.060,0.898
160,13220.600,2.419,0.292,0.676,0.841,1.059,1.449,2.935,5.946,803.229,0.413
165,30696.000,1.041,0.285,0.675,0.838,1.051,1.413,2.780,4.823,14.864,0.960
170,29381.200,1.088,0.292,0.731,0.877,1.077,1.437,2.957,4.826,17.007,0.919
175,30805.800,1.037,0.291,0.691,0.844,1.043,1.393,2.742,4.649,18.676,0.964
180,16223.400,2.003,0.298,0.731,0.882,1.090,1.462,2.979,5.168,863.377,0.499
185,22265.200,1.413,0.280,0.591,0.756,0.976,1.365,2.568,4.946,697.845,0.708
190,31965.000,1.000,0.280,0.671,0.820,1.009,1.336,2.613,4.405,13.161,1.000
195,33087.400,0.966,0.277,0.628,0.794,0.990,1.310,2.481,4.383,19.399,1.035
200,32802.400,0.974,0.281,0.626,0.801,1.004,1.337,2.497,4.396,20.270,1.026
205,30128.000,1.064,0.291,0.682,0.845,1.051,1.436,2.749,4.790,96.754,0.940
210,15347.000,2.078,0.281,0.640,0.816,1.031,1.391,2.666,5.182,756.792,0.481
215,29571.600,1.081,0.292,0.707,0.866,1.081,1.484,2.846,5.022,21.946,0.925
220,31610.200,1.011,0.287,0.680,0.829,1.023,1.352,2.614,4.484,14.037,0.989
225,32834.400,0.973,0.289,0.649,0.803,0.996,1.318,2.473,4.302,17.055,1.027
230,28066.000,1.139,0.289,0.710,0.855,1.050,1.396,2.769,4.829,156.017,0.878
235,22442.600,1.425,0.291,0.673,0.818,1.009,1.339,2.616,4.476,695.887,0.702
240,21709.600,1.473,0.284,0.535,0.676,0.896,1.263,2.325,4.480,639.726,0.679
245,32631.000,0.979,0.284,0.633,0.801,1.003,1.339,2.543,4.432,17.169,1.021
250,33465.000,0.955,0.284,0.600,0.781,0.979,1.321,2.462,4.401,21.183,1.047
255,33158.800,0.964,0.286,0.626,0.789,0.984,1.309,2.490,4.361,24.929,1.038
260,32717.000,0.977,0.284,0.642,0.798,0.990,1.324,2.567,4.388,15.102,1.024
265,13684.800,2.337,0.297,0.660,0.823,1.025,1.374,2.759,4.890,660.817,0.428
270,22267.800,1.435,0.281,0.543,0.728,0.951,1.314,2.392,4.553,663.878,0.697
275,32322.400,0.989,0.289,0.644,0.808,1.006,1.339,2.586,4.501,14.480,1.011
280,33635.200,0.950,0.274,0.608,0.777,0.972,1.302,2.459,4.319,21.451,1.053
