Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,21821.400,0.563,0.411,0.528,0.553,0.582,0.625,0.659,0.734,3.775,1.776
5,21859.200,0.566,0.424,0.529,0.553,0.582,0.627,0.661,0.740,4.660,1.767
10,21841.400,0.565,0.412,0.528,0.553,0.581,0.625,0.659,0.739,4.599,1.769
15,21750.800,0.567,0.428,0.529,0.553,0.582,0.625,0.661,0.753,4.924,1.765
20,21365.800,0.576,0.425,0.537,0.561,0.595,0.644,0.680,0.776,4.494,1.737
25,20153.200,0.604,0.416,0.530,0.556,0.588,0.637,0.674,0.765,553.736,1.657
30,14683.000,0.651,0.431,0.533,0.560,0.595,0.644,0.680,0.784,568.859,1.537
35,21632.200,0.567,0.431,0.527,0.554,0.585,0.632,0.670,0.771,4.631,1.763
40,21482.400,0.570,0.430,0.530,0.556,0.589,0.635,0.669,0.757,4.558,1.755
45,21522.000,0.571,0.442,0.533,0.557,0.587,0.637,0.674,0.760,4.394,1.751
50,21104.600,0.579,0.410,0.534,0.564,0.602,0.654,0.691,0.781,4.660,1.727
55,16027.800,0.663,0.423,0.534,0.563,0.596,0.654,0.705,1.040,800.086,1.508
60,13763.800,0.660,0.422,0.541,0.570,0.614,0.672,0.715,0.827,747.034,1.515
65,21336.000,0.572,0.424,0.533,0.557,0.591,0.640,0.679,0.777,4.425,1.747
70,22172.800,0.558,0.413,0.525,0.549,0.573,0.608,0.640,0.719,4.894,1.791
75,21250.400,0.579,0.418,0.536,0.562,0.601,0.653,0.691,0.789,4.953,1.727
80,21392.000,0.574,0.415,0.533,0.559,0.595,0.643,0.681,0.778,4.320,1.741
85,13200.000,0.667,0.443,0.538,0.564,0.602,0.658,0.698,0.802,614.199,1.499
90,17394.200,0.597,0.423,0.540,0.570,0.617,0.676,0.718,0.824,85.011,1.676
95,20105.200,0.600,0.402,0.546,0.579,0.628,0.690,0.737,0.866,4.239,1.666
100,20700.600,0.588,0.436,0.537,0.566,0.614,0.678,0.726,0.845,4.477,1.702
105,21746.200,0.565,0.413,0.529,0.553,0.581,0.626,0.665,0.749,4.367,1.769
