Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,245.200,0.395,0.273,0.340,0.372,0.431,0.487,0.516,0.629,2.525,2.533
5,242.400,0.391,0.273,0.342,0.371,0.419,0.482,0.506,0.617,4.119,2.560
10,237.400,0.400,0.272,0.348,0.375,0.430,0.487,0.511,0.599,4.378,2.498
15,246.400,0.384,0.268,0.340,0.368,0.416,0.477,0.496,0.568,1.151,2.604
20,236.000,0.393,0.273,0.346,0.374,0.433,0.489,0.517,0.585,0.915,2.543
25,217.800,0.902,0.279,0.346,0.372,0.425,0.486,0.511,0.593,555.277,1.108
30,165.000,1.739,0.276,0.346,0.376,0.434,0.488,0.510,0.662,569.876,0.575
35,244.000,0.390,0.271,0.342,0.373,0.414,0.480,0.515,0.597,3.686,2.564
40,229.800,0.392,0.272,0.344,0.371,0.418,0.484,0.506,0.609,3.875,2.549
45,244.600,0.392,0.268,0.344,0.374,0.424,0.487,0.507,0.581,3.840,2.548
50,241.600,0.409,0.275,0.346,0.380,0.451,0.511,0.565,0.664,4.295,2.446
55,179.400,1.184,0.279,0.350,0.375,0.431,0.490,0.520,0.644,556.973,0.845
60,149.200,0.420,0.273,0.355,0.383,0.446,0.498,0.536,0.722,3.609,2.380
65,236.000,0.391,0.265,0.346,0.374,0.422,0.482,0.511,0.593,1.062,2.560
70,242.200,0.388,0.272,0.337,0.368,0.423,0.483,0.500,0.563,3.573,2.580
75,236.600,0.399,0.268,0.347,0.376,0.428,0.491,0.522,0.627,3.778,2.505
80,229.800,0.398,0.271,0.347,0.375,0.431,0.485,0.516,0.579,3.842,2.512
85,141.400,1.221,0.282,0.354,0.381,0.432,0.489,0.523,0.619,581.920,0.819
90,192.000,0.491,0.273,0.356,0.382,0.443,0.502,0.539,0.630,82.179,2.035
95,243.000,0.410,0.273,0.354,0.381,0.434,0.491,0.524,0.613,3.693,2.438
100,236.400,0.406,0.261,0.351,0.379,0.438,0.492,0.531,0.655,3.546,2.461
105,233.000,0.393,0.274,0.346,0.374,0.416,0.483,0.503,0.598,3.794,2.546
110,223.800,0.577,0.280,0.348,0.380,0.446,0.508,0.554,0.694,114.424,1.734
115,181.400,1.853,0.270,0.351,0.382,0.433,0.504,0.537,0.648,520.428,0.540
120,221.000,0.402,0.275,0.355,0.382,0.429,0.497,0.525,0.619,1.133,2.488
125,222.000,0.398,0.269,0.355,0.378,0.430,0.486,0.511,0.612,1.009,2.515
130,218.600,0.407,0.283,0.352,0.380,0.450,0.509,0.543,0.673,4.123,2.459
135,219.800,0.512,0.265,0.348,0.375,0.430,0.489,0.515,0.664,54.854,1.954
140,138.800,1.697,0.257,0.349,0.379,0.425,0.486,0.518,0.649,614.341,0.589
145,240.000,0.394,0.281,0.347,0.375,0.421,0.488,0.515,0.587,3.883,2.536
150,229.400,0.399,0.277,0.348,0.376,0.432,0.488,0.508,0.579,3.843,2.508
155,252.200,0.389,0.263,0.345,0.372,0.424,0.484,0.510,0.581,1.104,2.568
160,235.800,0.389,0.279,0.344,0.372,0.412,0.480,0.498,0.557,3.882,2.572
165,232.200,1.022,0.276,0.341,0.370,0.421,0.481,0.509,0.721,488.659,0.978
170,127.800,2.746,0.282,0.357,0.392,0.464,0.531,0.598,0.732,745.695,0.364
175,219.000,0.416,0.285,0.363,0.392,0.447,0.512,0.551,0.642,3.287,2.403
180,220.200,0.402,0.265,0.359,0.385,0.436,0.490,0.526,0.642,0.836,2.487
185,230.800,0.398,0.282,0.348,0.376,0.437,0.486,0.509,0.600,4.046,2.514
190,240.600,0.394,0.271,0.344,0.373,0.425,0.482,0.503,0.578,3.732,2.537
195,185.200,1.678,0.267,0.338,0.366,0.405,0.474,0.493,1.899,457.031,0.596
200,165.600,2.352,0.278,0.350,0.377,0.432,0.492,0.517,0.646,408.311,0.425
205,237.400,0.400,0.268,0.347,0.376,0.434,0.490,0.516,0.609,3.967,2.502
210,236.200,0.393,0.282,0.347,0.374,0.424,0.489,0.513,0.588,0.993,2.542
215,232.400,0.391,0.272,0.346,0.373,0.423,0.484,0.511,0.591,1.173,2.560
220,234.800,0.401,0.268,0.348,0.376,0.432,0.486,0.514,0.593,3.767,2.496
225,224.400,0.642,0.280,0.348,0.379,0.435,0.500,0.532,0.867,67.425,1.557
230,160.000,2.832,0.274,0.355,0.388,0.463,0.529,0.580,0.819,634.831,0.353
235,230.800,0.390,0.276,0.342,0.374,0.426,0.486,0.513,0.596,1.322,2.564
240,241.000,0.394,0.278,0.341,0.372,0.421,0.483,0.516,0.596,3.877,2.535
245,236.800,0.387,0.268,0.344,0.371,0.419,0.480,0.502,0.562,1.195,2.583
250,226.600,0.410,0.275,0.349,0.376,0.435,0.493,0.529,0.705,4.345,2.440
255,239.600,0.388,0.259,0.340,0.369,0.418,0.480,0.504,0.595,3.375,2.579
260,248.800,0.386,0.270,0.342,0.367,0.408,0.475,0.498,0.579,4.658,2.590
265,248.600,0.385,0.274,0.335,0.365,0.410,0.476,0.495,0.572,3.873,2.597
270,227.600,0.385,0.280,0.342,0.371,0.420,0.475,0.499,0.566,0.757,2.595
275,187.600,0.866,0.269,0.342,0.370,0.424,0.478,0.508,0.607,435.945,1.155
280,239.000,0.394,0.269,0.341,0.370,0.415,0.479,0.509,0.608,3.808,2.541
285,248.200,0.386,0.274,0.337,0.368,0.413,0.477,0.500,0.583,3.762,2.589
290,213.400,0.413,0.270,0.351,0.383,0.456,0.522,0.561,0.661,3.381,2.422
295,228.600,0.486,0.269,0.351,0.376,0.431,0.487,0.514,0.632,98.828,2.056
300,53.000,0.389,0.282,0.323,0.362,0.418,0.472,0.495,0.663,3.780,2.573
