Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,53.000,1.288,1.180,1.237,1.270,1.314,1.354,1.388,1.498,3.172,0.777
5,62.400,1.275,1.174,1.233,1.262,1.309,1.347,1.369,1.426,1.757,0.784
10,65.400,1.248,1.156,1.212,1.234,1.276,1.318,1.338,1.392,1.475,0.801
15,60.600,1.270,1.162,1.219,1.250,1.290,1.329,1.367,1.436,4.665,0.788
20,58.000,1.277,1.182,1.225,1.254,1.293,1.336,1.362,1.464,4.534,0.783
25,60.200,1.249,1.160,1.215,1.240,1.271,1.305,1.324,1.388,1.959,0.801
30,52.800,1.251,1.151,1.210,1.239,1.280,1.320,1.348,1.422,1.465,0.799
35,58.800,1.263,1.143,1.215,1.239,1.276,1.303,1.345,1.661,4.633,0.792
40,58.200,1.257,1.152,1.210,1.239,1.277,1.305,1.334,1.419,4.446,0.795
45,59.000,1.268,1.155,1.218,1.253,1.288,1.311,1.336,1.435,5.106,0.789
50,63.600,1.262,1.165,1.215,1.238,1.278,1.322,1.352,1.439,4.873,0.792
55,57.000,1.259,1.157,1.214,1.239,1.274,1.306,1.342,1.400,4.763,0.794
60,62.400,1.250,1.154,1.212,1.237,1.279,1.311,1.334,1.453,1.584,0.800
65,61.800,1.281,1.164,1.221,1.248,1.285,1.321,1.357,1.510,4.884,0.781
70,62.600,1.251,1.156,1.211,1.238,1.283,1.325,1.353,1.400,1.497,0.799
75,59.400,1.254,1.168,1.212,1.249,1.282,1.318,1.343,1.449,1.660,0.797
80,58.600,1.257,1.151,1.206,1.238,1.278,1.312,1.329,1.383,4.706,0.796
85,63.400,1.248,1.173,1.212,1.238,1.274,1.314,1.346,1.379,1.529,0.801
90,57.800,1.246,1.151,1.213,1.239,1.274,1.310,1.332,1.384,1.436,0.803
95,53.400,1.257,1.157,1.220,1.241,1.278,1.330,1.345,1.538,1.824,0.796
100,49.600,1.257,1.157,1.216,1.246,1.289,1.318,1.355,1.484,1.624,0.796
105,59.400,1.272,1.168,1.228,1.260,1.302,1.337,1.372,1.577,1.722,0.786
110,54.200,1.268,1.140,1.223,1.252,1.295,1.363,1.415,1.503,1.545,0.789
115,58.000,1.271,1.177,1.228,1.265,1.303,1.342,1.367,1.466,1.520,0.787
120,63.000,1.257,1.158,1.220,1.247,1.291,1.322,1.345,1.400,1.582,0.795
125,52.400,1.244,1.151,1.205,1.232,1.273,1.312,1.331,1.500,1.642,0.804
130,63.000,1.247,1.146,1.212,1.234,1.278,1.316,1.341,1.379,1.542,0.802
135,57.200,1.263,1.172,1.220,1.250,1.291,1.327,1.358,1.511,1.704,0.792
140,63.400,1.251,1.155,1.215,1.241,1.283,1.311,1.330,1.383,1.799,0.799
145,61.400,1.253,1.167,1.216,1.245,1.280,1.326,1.341,1.415,1.493,0.798
150,58.600,1.270,1.156,1.208,1.239,1.279,1.303,1.318,1.557,4.958,0.787
155,59.200,1.252,1.154,1.210,1.236,1.277,1.318,1.342,1.582,1.752,0.799
160,66.200,1.255,1.154,1.207,1.235,1.277,1.308,1.334,1.404,4.921,0.797
165,62.000,1.240,1.162,1.204,1.230,1.276,1.301,1.314,1.342,1.438,0.807
170,58.400,1.257,1.166,1.209,1.234,1.276,1.305,1.328,1.491,4.996,0.795
175,70.200,1.249,1.159,1.215,1.240,1.272,1.311,1.326,1.376,1.596,0.801
180,52.600,1.252,1.167,1.215,1.240,1.280,1.317,1.334,1.468,1.518,0.799
185,61.000,1.266,1.171,1.227,1.256,1.295,1.343,1.364,1.426,1.552,0.790
190,58.400,1.265,1.148,1.214,1.245,1.286,1.321,1.350,1.474,4.589,0.790
195,68.800,1.255,1.159,1.203,1.223,1.265,1.291,1.331,1.416,4.790,0.797
200,56.400,1.241,1.161,1.208,1.234,1.265,1.300,1.321,1.412,1.496,0.806
