Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,49.000,1.598,1.306,1.423,1.505,1.711,1.890,2.037,2.581,3.016,0.626
5,59.200,1.685,1.327,1.473,1.569,1.796,2.059,2.301,3.341,4.342,0.593
10,59.000,1.613,1.291,1.419,1.505,1.728,1.960,2.103,3.134,4.098,0.620
15,61.200,1.598,1.308,1.409,1.487,1.690,1.910,2.175,3.012,4.297,0.626
20,61.800,1.601,1.313,1.425,1.487,1.711,1.914,2.247,2.680,2.804,0.625
25,66.000,1.596,1.306,1.419,1.499,1.648,1.959,2.124,2.692,5.134,0.626
30,44.400,6.025,1.286,1.401,1.459,1.610,1.881,2.265,144.445,198.349,0.166
35,63.600,1.534,1.287,1.396,1.463,1.590,1.839,1.998,2.237,2.521,0.652
40,65.800,1.658,1.274,1.410,1.490,1.616,1.910,1.980,4.691,26.533,0.603
45,65.000,1.585,1.320,1.425,1.499,1.656,1.877,2.012,2.466,5.147,0.631
50,63.400,1.557,1.309,1.415,1.483,1.591,1.797,1.923,2.631,4.569,0.642
55,59.600,1.586,1.297,1.420,1.494,1.613,1.879,2.051,2.578,5.167,0.631
60,54.600,1.663,1.286,1.384,1.445,1.551,1.696,1.799,2.387,45.469,0.601
65,58.400,1.778,1.330,1.453,1.523,1.706,2.109,3.624,5.581,8.513,0.562
70,62.800,1.527,1.329,1.425,1.488,1.579,1.738,1.846,2.073,2.387,0.655
75,57.000,1.593,1.304,1.431,1.496,1.652,1.881,2.040,2.567,4.770,0.628
80,64.400,1.543,1.285,1.402,1.478,1.600,1.790,1.913,2.641,3.222,0.648
85,63.000,1.570,1.310,1.417,1.482,1.629,1.839,2.019,2.515,4.547,0.637
90,52.400,1.939,1.336,1.439,1.522,1.710,1.950,2.091,4.830,83.538,0.516
95,59.200,2.667,1.299,1.418,1.502,1.677,1.897,2.113,58.792,143.606,0.375
100,54.600,3.504,1.329,1.450,1.543,1.759,2.071,2.978,105.898,140.266,0.285
105,56.000,1.579,1.302,1.425,1.495,1.691,1.917,2.079,2.340,2.439,0.633
110,58.200,1.625,1.314,1.444,1.514,1.711,2.038,2.132,2.725,5.041,0.615
115,58.000,1.636,1.376,1.471,1.543,1.658,1.949,2.115,2.502,6.421,0.611
120,67.200,1.588,1.305,1.451,1.514,1.628,1.918,2.046,2.268,4.403,0.630
125,51.600,4.232,1.321,1.433,1.495,1.623,1.874,2.116,64.819,371.106,0.236
130,62.200,1.575,1.271,1.407,1.475,1.674,1.886,2.104,2.644,2.946,0.635
135,63.800,1.551,1.297,1.402,1.471,1.621,1.861,2.017,2.408,2.523,0.645
140,60.000,1.533,1.313,1.397,1.462,1.604,1.812,1.939,2.452,2.747,0.652
145,57.800,1.525,1.290,1.409,1.466,1.572,1.778,1.931,2.167,2.563,0.656
150,62.200,1.516,1.249,1.385,1.442,1.546,1.745,1.879,2.380,4.497,0.660
155,50.400,5.985,1.261,1.401,1.478,1.594,1.877,2.231,139.916,277.243,0.167
160,63.000,1.522,1.325,1.402,1.463,1.589,1.775,1.899,2.177,2.282,0.657
165,62.600,1.522,1.258,1.391,1.449,1.543,1.774,1.944,2.276,4.879,0.657
170,63.200,1.542,1.295,1.414,1.459,1.570,1.834,2.005,2.259,4.649,0.649
175,64.600,1.556,1.291,1.413,1.477,1.619,1.862,2.009,2.398,3.198,0.643
180,56.200,1.559,1.291,1.416,1.475,1.637,1.866,1.996,2.411,2.756,0.641
185,59.800,1.720,1.307,1.422,1.500,1.688,2.006,2.189,2.745,36.225,0.581
190,58.400,2.017,1.292,1.386,1.443,1.570,1.841,1.935,2.133,147.944,0.496
195,62.400,1.494,1.288,1.383,1.434,1.537,1.750,1.849,2.248,2.774,0.669
200,63.600,1.538,1.291,1.398,1.464,1.618,1.830,1.940,2.181,2.590,0.650
205,59.000,1.584,1.297,1.416,1.489,1.648,1.917,2.092,2.591,5.005,0.631
210,62.200,1.553,1.292,1.411,1.469,1.628,1.817,1.908,2.313,4.488,0.644
215,53.200,4.898,1.312,1.414,1.465,1.585,1.896,2.108,143.302,278.643,0.204
220,62.200,1.995,1.303,1.420,1.478,1.651,1.901,2.192,5.008,111.784,0.501
225,53.400,1.557,1.315,1.406,1.466,1.589,1.858,2.034,2.572,4.592,0.642
230,60.400,1.569,1.261,1.399,1.482,1.651,1.861,2.007,2.328,5.005,0.637
235,58.000,1.545,1.299,1.394,1.450,1.642,1.854,2.021,2.494,3.039,0.647
240,59.800,1.559,1.297,1.404,1.477,1.623,1.841,1.978,2.167,5.734,0.642
245,51.600,5.615,1.280,1.408,1.500,1.676,2.064,2.531,122.193,215.369,0.178
250,58.200,1.592,1.284,1.383,1.457,1.684,1.975,2.233,2.856,4.835,0.628
255,56.200,1.628,1.296,1.423,1.509,1.799,1.992,2.211,2.607,2.834,0.614
260,59.800,1.549,1.295,1.393,1.462,1.610,1.928,2.093,2.377,2.614,0.646
265,58.600,1.615,1.310,1.409,1.486,1.707,2.022,2.240,2.784,5.813,0.619
270,61.800,1.580,1.292,1.405,1.480,1.662,1.895,2.061,2.906,3.910,0.633
275,56.800,3.560,1.269,1.407,1.468,1.610,1.883,2.028,4.887,285.639,0.281
280,57.200,1.501,1.299,1.387,1.439,1.554,1.789,1.862,2.009,2.169,0.666
285,64.200,1.629,1.305,1.407,1.474,1.583,1.824,2.078,5.067,11.383,0.614
290,59.800,1.519,1.269,1.389,1.459,1.568,1.768,1.907,2.296,4.627,0.659
295,61.600,1.524,1.297,1.407,1.461,1.568,1.789,1.887,2.405,2.650,0.656
