Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4883.600,1.127,1.014,1.089,1.117,1.150,1.184,1.207,1.290,3.371,0.887
5,5373.600,1.122,1.009,1.086,1.108,1.141,1.176,1.198,1.288,4.667,0.891
10,5472.200,1.104,1.003,1.069,1.089,1.119,1.151,1.174,1.271,5.050,0.906
15,5332.000,1.110,0.998,1.072,1.097,1.128,1.163,1.188,1.272,4.758,0.901
20,5461.600,1.115,0.991,1.076,1.101,1.133,1.168,1.193,1.270,4.808,0.897
25,5509.800,1.104,1.005,1.067,1.090,1.121,1.153,1.176,1.261,5.179,0.905
30,4387.800,1.106,0.988,1.068,1.092,1.125,1.159,1.185,1.270,4.708,0.904
35,5569.800,1.101,1.007,1.065,1.086,1.118,1.147,1.168,1.246,4.707,0.908
40,5348.000,1.103,0.990,1.067,1.090,1.120,1.149,1.170,1.251,4.878,0.907
45,5534.000,1.107,1.000,1.069,1.095,1.127,1.154,1.173,1.250,5.220,0.903
50,5539.200,1.102,0.998,1.066,1.087,1.118,1.148,1.169,1.252,4.941,0.907
55,5427.400,1.104,1.011,1.070,1.090,1.119,1.150,1.173,1.260,4.721,0.906
60,5186.800,1.103,1.010,1.068,1.088,1.119,1.149,1.171,1.254,5.117,0.906
65,5252.200,1.110,1.001,1.072,1.095,1.128,1.160,1.186,1.283,4.837,0.901
70,5537.200,1.107,1.008,1.069,1.093,1.125,1.156,1.177,1.249,5.104,0.903
75,5421.400,1.103,1.008,1.067,1.090,1.121,1.152,1.174,1.240,4.892,0.907
80,5497.200,1.098,0.998,1.063,1.083,1.115,1.146,1.168,1.229,4.970,0.911
85,5564.400,1.104,1.003,1.070,1.090,1.121,1.150,1.171,1.236,4.912,0.906
90,5193.400,1.105,0.999,1.071,1.093,1.122,1.153,1.174,1.230,4.973,0.905
95,5146.800,1.104,1.007,1.069,1.089,1.120,1.153,1.175,1.246,5.019,0.906
100,5022.800,1.107,1.008,1.070,1.092,1.124,1.154,1.176,1.262,4.779,0.903
105,5432.000,1.117,1.014,1.077,1.104,1.137,1.170,1.194,1.262,5.146,0.895
110,5431.000,1.124,0.994,1.075,1.103,1.140,1.196,1.272,1.370,4.993,0.890
115,5417.800,1.120,0.985,1.080,1.107,1.140,1.172,1.196,1.268,5.179,0.893
120,5532.400,1.112,1.007,1.075,1.098,1.129,1.159,1.180,1.255,4.737,0.900
125,4724.000,1.097,1.001,1.061,1.083,1.113,1.146,1.169,1.236,5.275,0.912
130,5499.800,1.104,1.006,1.070,1.090,1.120,1.152,1.173,1.232,4.942,0.906
135,5509.000,1.109,0.999,1.070,1.093,1.126,1.159,1.181,1.243,5.156,0.902
140,5503.400,1.104,1.000,1.067,1.092,1.124,1.153,1.174,1.229,4.955,0.906
145,5471.600,1.107,1.001,1.068,1.093,1.127,1.160,1.184,1.257,5.184,0.903
150,5610.000,1.100,1.002,1.066,1.086,1.116,1.144,1.161,1.216,4.915,0.909
155,4778.400,1.103,1.009,1.067,1.089,1.120,1.150,1.171,1.240,5.006,0.907
160,5559.200,1.094,1.004,1.062,1.081,1.109,1.140,1.160,1.214,4.931,0.914
165,5635.400,1.097,0.993,1.063,1.085,1.117,1.144,1.163,1.217,4.828,0.911
170,5585.000,1.097,1.008,1.062,1.084,1.115,1.143,1.162,1.221,5.084,0.911
175,5508.600,1.104,1.007,1.067,1.090,1.119,1.151,1.173,1.235,4.695,0.906
180,5494.400,1.106,0.998,1.068,1.092,1.123,1.156,1.180,1.253,5.072,0.904
185,5335.200,1.118,1.000,1.076,1.104,1.138,1.172,1.198,1.291,4.891,0.895
190,5100.400,1.109,0.997,1.068,1.094,1.129,1.166,1.191,1.277,5.088,0.902
195,5645.800,1.092,1.006,1.060,1.077,1.105,1.135,1.155,1.210,4.798,0.916
200,5605.400,1.097,0.999,1.063,1.085,1.114,1.145,1.165,1.218,5.295,0.912
205,5529.000,1.102,1.012,1.067,1.088,1.119,1.148,1.167,1.231,4.966,0.907
210,5563.600,1.101,1.001,1.067,1.088,1.119,1.146,1.166,1.225,4.761,0.908
215,4720.000,1.097,0.997,1.063,1.082,1.111,1.142,1.164,1.254,5.073,0.912
220,5287.600,1.108,0.995,1.070,1.090,1.123,1.158,1.186,1.327,5.395,0.902
225,5570.200,1.096,0.997,1.060,1.084,1.116,1.146,1.169,1.234,4.782,0.912
230,5509.800,1.102,0.998,1.067,1.088,1.118,1.149,1.170,1.235,4.790,0.907
235,5483.000,1.109,1.009,1.073,1.096,1.125,1.157,1.179,1.245,4.695,0.902
240,5561.800,1.098,1.009,1.066,1.085,1.111,1.141,1.162,1.225,4.715,0.910
245,4741.400,1.111,1.009,1.073,1.097,1.129,1.160,1.182,1.247,5.020,0.900
250,5396.000,1.118,1.006,1.080,1.107,1.139,1.167,1.185,1.243,4.815,0.895
255,5308.200,1.119,1.006,1.078,1.107,1.141,1.176,1.200,1.257,5.029,0.893
260,5391.600,1.123,0.982,1.063,1.094,1.137,1.257,1.313,1.379,5.022,0.890
265,5421.800,1.121,0.986,1.070,1.099,1.136,1.182,1.247,1.421,5.037,0.892
270,5438.600,1.116,1.009,1.077,1.104,1.137,1.170,1.191,1.251,4.821,0.896
275,5023.800,1.109,1.015,1.072,1.095,1.127,1.155,1.174,1.236,4.788,0.902
280,4998.200,1.098,1.007,1.063,1.082,1.113,1.142,1.163,1.226,4.949,0.911
285,5375.600,1.101,1.003,1.065,1.087,1.120,1.150,1.170,1.238,4.931,0.908
290,5601.000,1.098,0.984,1.061,1.083,1.115,1.146,1.171,1.272,4.903,0.910
295,5543.600,1.105,1.001,1.066,1.089,1.121,1.153,1.180,1.293,4.977,0.905
