Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33827.000,0.943,0.551,0.751,0.779,0.816,1.111,2.022,4.066,29.459,1.061
5,32109.000,0.994,0.558,0.759,0.792,0.847,1.452,2.147,4.326,32.808,1.006
10,29146.000,1.096,0.560,0.763,0.796,0.870,1.377,2.198,4.607,143.080,0.912
15,33708.400,0.948,0.556,0.757,0.784,0.823,1.075,2.069,4.007,25.483,1.054
20,9804.600,3.261,0.563,0.780,0.820,0.935,1.464,2.334,5.863,1035.428,0.307
25,32805.400,0.974,0.556,0.753,0.782,0.827,1.113,2.094,4.096,63.652,1.027
30,34356.400,0.930,0.560,0.749,0.776,0.811,1.036,2.035,3.869,20.371,1.075
35,34814.800,0.918,0.559,0.746,0.772,0.807,0.912,1.990,3.858,131.790,1.089
40,34448.200,0.928,0.553,0.750,0.777,0.811,0.959,1.998,3.868,31.471,1.078
45,22767.400,1.455,0.559,0.750,0.777,0.816,1.038,2.043,4.184,498.584,0.687
50,27592.200,1.117,0.560,0.752,0.779,0.817,1.059,2.063,4.161,737.285,0.895
55,32590.400,0.981,0.551,0.748,0.775,0.811,1.000,2.021,4.022,262.145,1.020
60,29692.600,1.076,0.562,0.748,0.774,0.809,1.049,1.992,4.276,411.097,0.929
65,33954.000,0.942,0.559,0.755,0.781,0.816,1.067,2.024,4.039,48.028,1.062
70,26991.800,1.184,0.557,0.763,0.798,0.856,1.296,2.161,4.707,142.404,0.845
75,19001.400,1.683,0.564,0.772,0.814,0.892,1.514,2.279,4.926,912.604,0.594
80,33460.400,0.955,0.559,0.757,0.787,0.828,1.091,2.072,4.123,34.381,1.047
85,33713.600,0.948,0.557,0.749,0.776,0.818,1.193,2.033,4.120,25.821,1.055
90,33211.800,0.962,0.558,0.748,0.776,0.816,1.256,2.028,4.097,78.759,1.039
95,30768.600,1.039,0.554,0.758,0.788,0.835,1.308,2.103,4.388,122.757,0.963
100,15869.400,2.015,0.566,0.761,0.794,0.873,1.423,2.153,4.607,799.247,0.496
105,34145.200,0.936,0.557,0.752,0.778,0.816,1.004,2.027,3.972,22.776,1.068
110,33548.400,0.953,0.558,0.751,0.780,0.822,1.179,2.077,4.096,30.270,1.050
115,33020.400,0.968,0.560,0.757,0.788,0.831,1.139,2.079,4.181,50.792,1.033
120,34386.800,0.929,0.557,0.746,0.773,0.809,0.938,1.991,3.998,62.835,1.076
125,11459.600,2.791,0.569,0.768,0.805,0.883,1.195,2.174,5.410,766.048,0.358
130,28923.600,1.105,0.559,0.773,0.815,1.009,1.792,2.388,4.880,29.069,0.905
135,33219.800,0.962,0.558,0.758,0.788,0.834,1.106,2.099,4.179,137.085,1.039
140,34007.800,0.940,0.559,0.751,0.777,0.818,1.070,2.000,3.993,30.719,1.064
145,33168.600,0.964,0.564,0.754,0.784,0.840,1.108,2.038,4.234,24.608,1.038
150,10823.000,2.956,0.560,0.772,0.819,0.942,1.512,2.350,7.682,839.622,0.338
155,33110.800,0.965,0.554,0.755,0.786,0.830,1.269,2.095,4.220,42.748,1.036
160,32991.800,0.969,0.554,0.757,0.788,0.838,1.211,2.065,4.218,40.012,1.032
165,34287.000,0.932,0.559,0.747,0.777,0.819,0.924,1.970,4.057,38.286,1.073
170,30475.600,1.049,0.560,0.760,0.788,0.827,1.012,2.053,4.366,153.370,0.954
175,15022.000,2.129,0.559,0.767,0.802,0.882,1.311,2.247,4.777,721.196,0.470
180,34074.000,0.938,0.557,0.750,0.778,0.817,1.043,2.012,4.070,43.982,1.066
185,33707.200,0.948,0.555,0.754,0.782,0.819,1.067,2.074,4.249,31.145,1.055
190,32928.000,0.971,0.555,0.758,0.789,0.844,1.072,2.107,4.288,40.281,1.030
