run_id,hostname,timestamp_utc,ncpus,mem_gib,workload,run_vus,terminals,warehouses_equiv,wh_per_vu,scalefactor,sf_per_vu,expected_schema_gib,units_per_vu_min,sf_covers_vu_min,shared_buffers_gb,effective_cache_size_gb,synchronous_commit,pg_data_storage,pg_tmpfs_size_gib,rampup_min,duration_min,pg_image,benchbase_image,load_seconds,db_size_bytes,db_size_pretty,db_size_gib,run_seconds,tps,tpm,tpm_per_vu,tpm_per_core,goodput_tps,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_avg_ms,raw_load_log,raw_db_size,raw_run_log,raw_config,raw_summary,error
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T19:40:22.767974+00:00,16,125.8,wikipedia,4,4,20,5,13,3.25,1.9244,5,False,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,64.8,3073073679,2931 MB,2.862,426.9,6434.84,386090,96522.5,96522.5,8941.48,0.54,1.332,1.797,0.621,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T19:48:41.155787+00:00,16,125.8,wikipedia,8,8,40,5,26,3.25,3.8488,5,False,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,110.8,6009288383,5731 MB,5.5966,430.3,8366.81,502008,62751.0,62751.0,12009.05,0.758,1.555,1.926,0.955,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T19:57:50.466636+00:00,16,125.8,wikipedia,16,16,80,5,51,3.19,7.5495,5,False,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,252.0,10865202879,10 GB,10.119,433.0,12140.49,728429,45526.8,45526.8,16504.14,1.108,1.926,2.82,1.317,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T20:09:26.508786+00:00,16,125.8,wikipedia,32,32,160,5,103,3.22,15.2471,5,False,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,540.2,22977009343,21 GB,21.399,430.6,7583.0,454980,14218.1,14218.1,10501.22,3.903,7.015,9.492,4.218,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T20:25:50.261765+00:00,16,125.8,wikipedia,64,64,320,5,205,3.2,30.3461,5,False,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,1101.5,47849338559,45 GB,44.5632,429.1,4323.04,259382,4052.8,4052.8,5868.81,14.526,21.962,28.972,14.801,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T20:51:35.197137+00:00,16,125.8,ycsb,4,4,20,5,1676,419.0,1.9004,5,True,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,31.7,2035267263,1941 MB,1.8955,448.1,41797.68,2507861,626965.2,626965.2,58330.52,0.093,0.107,0.118,0.095,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T20:59:47.181863+00:00,16,125.8,ycsb,8,8,40,5,3351,418.88,3.7998,5,True,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,62.6,4062394047,3874 MB,3.7834,461.1,64939.72,3896383,487047.9,487047.9,93897.6,0.095,0.121,0.147,0.122,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T21:08:39.421162+00:00,16,125.8,ycsb,16,16,80,5,6702,418.88,7.5995,5,True,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,124.1,8117212863,7741 MB,7.5597,462.8,59080.9,3544854,221553.4,221553.4,80136.15,0.135,0.222,0.309,0.27,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T21:18:36.288746+00:00,16,125.8,ycsb,32,32,160,5,13405,418.91,15.2002,5,True,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,298.5,16227456703,15 GB,15.113,463.1,41932.86,2515972,78624.1,78624.1,65247.07,0.211,0.465,1.327,0.76,,,,,,
20260717T194022Z_sc-runner_bb,sc-runner,2026-07-17T21:31:29.321686+00:00,16,125.8,ycsb,64,64,320,5,26810,418.91,30.4004,5,True,31,94,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,594.0,32445871807,30 GB,30.2176,493.5,37332.14,2239928,34998.9,34998.9,50101.02,0.18,0.814,16.64,1.713,,,,,,
