Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7499.200,1.064,0.415,0.630,0.661,0.718,0.976,2.374,3.867,288.210,0.940
5,9399.200,0.849,0.436,0.653,0.682,0.724,0.817,2.491,3.605,13.328,1.178
10,9584.400,0.833,0.418,0.647,0.672,0.711,0.797,2.403,3.363,7.866,1.201
15,9621.200,0.830,0.412,0.645,0.667,0.705,0.794,2.446,3.266,8.218,1.205
20,9592.800,0.833,0.432,0.648,0.670,0.708,0.803,2.433,3.358,7.585,1.201
25,9325.600,0.857,0.417,0.657,0.686,0.728,0.832,2.503,3.555,9.419,1.167
30,6305.800,1.268,0.426,0.661,0.688,0.731,0.843,2.577,3.790,422.953,0.789
35,9592.800,0.833,0.439,0.649,0.676,0.716,0.810,2.417,3.189,12.008,1.200
40,9066.800,0.882,0.424,0.648,0.673,0.713,0.812,2.487,3.376,227.939,1.134
45,9657.400,0.828,0.417,0.646,0.671,0.710,0.809,2.372,3.153,7.157,1.208
50,9800.600,0.815,0.412,0.641,0.663,0.701,0.795,2.327,3.050,7.593,1.226
55,9781.000,0.817,0.426,0.638,0.661,0.699,0.786,2.318,3.208,80.527,1.224
60,9406.200,0.868,0.428,0.643,0.668,0.706,0.796,2.302,3.056,356.017,1.151
65,8726.000,0.896,0.419,0.644,0.669,0.706,0.809,2.333,3.217,281.657,1.116
70,9584.000,0.834,0.427,0.649,0.674,0.714,0.811,2.454,3.184,7.543,1.199
75,9682.600,0.825,0.414,0.646,0.670,0.709,0.795,2.418,3.117,6.853,1.211
80,9685.600,0.825,0.415,0.643,0.666,0.706,0.802,2.376,3.188,7.515,1.212
85,9649.200,0.828,0.407,0.645,0.673,0.711,0.807,2.384,3.111,7.169,1.207
90,9712.400,0.823,0.414,0.644,0.669,0.709,0.797,2.381,3.098,8.642,1.215
95,9265.800,0.863,0.416,0.649,0.676,0.717,0.814,2.462,3.284,150.997,1.159
100,7422.600,1.077,0.422,0.648,0.673,0.715,0.810,2.439,3.325,423.723,0.929
105,9379.200,0.852,0.431,0.649,0.679,0.722,0.850,2.515,3.546,29.651,1.174
110,9469.600,0.844,0.403,0.631,0.664,0.721,0.891,2.449,3.614,10.743,1.185
115,9529.400,0.839,0.419,0.650,0.677,0.716,0.807,2.425,3.431,7.567,1.192
120,9396.800,0.851,0.423,0.651,0.679,0.722,0.837,2.515,3.505,8.821,1.176
125,9649.800,0.828,0.427,0.646,0.672,0.713,0.810,2.392,3.150,7.490,1.207
130,8654.400,0.962,0.415,0.647,0.674,0.714,0.811,2.362,3.091,556.365,1.040
135,7510.400,1.021,0.425,0.651,0.679,0.718,0.816,2.450,3.242,350.289,0.980
140,9692.800,0.825,0.422,0.644,0.668,0.708,0.792,2.387,3.116,7.508,1.213
145,9678.400,0.826,0.407,0.638,0.665,0.708,0.858,2.362,3.297,8.693,1.211
150,9611.400,0.832,0.430,0.644,0.671,0.711,0.812,2.388,3.223,8.219,1.203
155,9443.000,0.846,0.419,0.653,0.680,0.722,0.808,2.534,3.384,7.496,1.181
160,9516.000,0.840,0.413,0.649,0.675,0.717,0.805,2.453,3.398,8.166,1.191
165,8990.200,0.970,0.434,0.643,0.669,0.710,0.804,2.305,3.127,1241.921,1.031
170,7421.600,0.979,0.423,0.646,0.670,0.710,0.798,2.377,3.231,962.389,1.022
175,9869.600,0.810,0.422,0.640,0.662,0.699,0.786,2.290,3.003,7.429,1.235
180,9736.400,0.821,0.417,0.643,0.664,0.701,0.795,2.393,3.088,8.090,1.218
185,9568.400,0.835,0.427,0.649,0.675,0.714,0.812,2.417,3.223,8.047,1.197
190,9639.600,0.829,0.417,0.647,0.672,0.712,0.800,2.390,3.263,7.244,1.206
195,9522.600,0.839,0.421,0.650,0.674,0.714,0.807,2.479,3.308,9.137,1.192
200,7537.600,1.061,0.411,0.642,0.665,0.704,0.797,2.365,3.273,271.918,0.943
205,9615.600,0.831,0.401,0.642,0.666,0.706,0.803,2.391,3.401,7.844,1.203
210,9499.600,0.841,0.419,0.647,0.674,0.715,0.813,2.465,3.391,7.877,1.189
215,9474.000,0.844,0.419,0.652,0.679,0.719,0.807,2.489,3.403,8.486,1.185
220,9517.000,0.840,0.411,0.648,0.673,0.714,0.820,2.447,3.304,8.766,1.191
225,9720.000,0.822,0.436,0.644,0.667,0.703,0.800,2.355,3.085,9.635,1.216
230,9621.400,0.831,0.412,0.645,0.669,0.707,0.824,2.385,3.379,12.808,1.204
235,8979.400,0.890,0.409,0.637,0.666,0.713,0.925,2.348,3.715,276.138,1.123
240,9545.400,0.837,0.402,0.623,0.653,0.713,0.940,2.341,3.741,8.947,1.194
245,6370.800,1.255,0.403,0.625,0.654,0.715,0.988,2.460,4.572,329.529,0.797
250,9633.000,0.830,0.408,0.648,0.674,0.714,0.805,2.432,3.173,9.065,1.205
255,9499.000,0.841,0.407,0.650,0.674,0.714,0.795,2.497,3.417,8.182,1.189
260,9490.200,0.842,0.415,0.643,0.671,0.715,0.844,2.483,3.509,16.654,1.188
265,9640.800,0.829,0.429,0.647,0.673,0.714,0.797,2.422,3.268,7.801,1.206
270,9653.400,0.828,0.421,0.646,0.671,0.712,0.811,2.403,3.165,7.372,1.208
