Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,0.721,0.270,0.366,0.834,0.905,0.997,1.023,1.072,1.072,1.387
5,16.400,0.617,0.284,0.317,0.776,0.862,0.929,0.951,0.977,0.977,1.620
10,16.800,0.650,0.281,0.360,0.807,0.889,0.958,0.974,1.024,1.024,1.539
15,14.000,0.654,0.295,0.336,0.779,0.911,0.960,0.997,1.082,1.082,1.530
20,14.600,0.689,0.282,0.341,0.837,0.922,0.965,1.017,1.194,1.194,1.450
25,20.400,0.578,0.270,0.303,0.354,0.875,0.945,0.980,1.083,1.129,1.731
30,15.200,0.724,0.276,0.366,0.830,0.906,0.951,0.997,1.034,1.034,1.382
35,16.800,0.627,0.261,0.345,0.794,0.866,0.934,0.970,1.050,1.050,1.594
40,14.800,0.653,0.270,0.334,0.799,0.896,0.954,0.980,1.102,1.102,1.531
45,18.200,0.589,0.276,0.321,0.430,0.860,0.913,0.928,1.107,1.107,1.699
50,16.000,0.617,0.270,0.329,0.785,0.868,0.941,0.972,1.007,1.007,1.622
55,15.600,0.649,0.266,0.335,0.804,0.886,0.935,0.980,1.096,1.096,1.540
60,18.000,0.638,0.279,0.325,0.816,0.866,0.919,0.956,1.298,1.298,1.568
65,15.000,1.605,0.276,0.327,0.809,0.886,0.937,0.987,72.930,72.930,0.623
70,17.400,0.638,0.260,0.325,0.772,0.867,0.933,0.959,1.031,1.031,1.568
75,17.200,0.584,0.281,0.306,0.739,0.840,0.880,0.939,1.042,1.042,1.711
80,19.200,0.647,0.267,0.316,0.796,0.863,0.923,0.942,1.129,1.129,1.547
85,16.800,0.623,0.277,0.339,0.775,0.864,0.917,0.961,0.993,0.993,1.604
90,15.800,0.640,0.276,0.322,0.796,0.898,0.977,1.011,1.134,1.134,1.562
95,16.200,0.609,0.273,0.312,0.774,0.856,0.901,0.956,1.023,1.023,1.643
100,15.400,0.667,0.279,0.343,0.808,0.885,0.952,1.025,1.246,1.246,1.498
105,18.200,0.596,0.276,0.316,0.756,0.851,0.934,0.983,1.089,1.089,1.679
110,12.400,0.641,0.274,0.324,0.794,0.881,0.927,0.957,1.055,1.055,1.561
115,16.600,0.656,0.266,0.332,0.790,0.875,0.929,0.966,1.015,1.015,1.524
120,20.400,0.611,0.274,0.331,0.757,0.852,0.901,0.947,1.033,1.089,1.636
125,14.800,0.593,0.277,0.323,0.377,0.868,0.962,1.034,1.190,1.190,1.688
130,18.200,0.596,0.270,0.305,0.749,0.866,0.925,0.992,1.039,1.039,1.679
135,18.400,0.620,0.279,0.324,0.760,0.828,0.889,0.906,0.933,0.933,1.612
140,17.000,0.579,0.277,0.323,0.707,0.810,0.862,0.902,0.932,0.932,1.727
