Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1570.000,0.636,0.270,0.457,0.479,0.517,0.635,1.945,2.500,70.297,1.573
5,1663.800,0.601,0.284,0.453,0.470,0.499,0.644,1.913,2.462,18.232,1.665
10,1635.000,0.611,0.281,0.459,0.481,0.517,0.612,1.967,2.451,17.768,1.637
15,1620.400,0.617,0.295,0.456,0.481,0.521,0.634,1.935,2.592,16.955,1.622
20,1608.200,0.621,0.282,0.456,0.478,0.514,0.645,2.008,2.663,19.567,1.610
25,1651.400,0.605,0.270,0.451,0.470,0.503,0.591,1.940,2.633,18.506,1.653
30,1624.600,0.615,0.276,0.452,0.470,0.500,0.606,1.891,2.546,71.522,1.627
35,1616.600,0.618,0.261,0.456,0.474,0.506,0.613,1.969,2.530,66.047,1.618
40,1633.600,0.612,0.270,0.458,0.481,0.520,0.610,1.959,2.558,21.370,1.635
45,1627.600,0.614,0.276,0.458,0.479,0.518,0.619,1.941,2.490,22.935,1.629
50,1634.600,0.611,0.270,0.457,0.476,0.510,0.604,1.967,2.549,17.814,1.636
55,1580.600,0.632,0.266,0.467,0.498,0.530,0.604,1.997,2.588,70.014,1.582
60,1664.200,0.601,0.279,0.455,0.473,0.506,0.604,1.923,2.467,17.266,1.665
65,1607.200,0.622,0.276,0.450,0.469,0.496,0.593,1.922,2.466,72.930,1.609
70,1659.400,0.602,0.260,0.457,0.478,0.510,0.595,1.917,2.375,19.773,1.661
75,1661.200,0.602,0.281,0.453,0.471,0.506,0.628,1.913,2.323,17.256,1.662
80,1679.800,0.595,0.267,0.456,0.476,0.511,0.596,1.887,2.327,5.955,1.681
85,1676.800,0.596,0.277,0.453,0.468,0.490,0.588,1.955,2.341,18.731,1.678
90,1657.600,0.603,0.276,0.456,0.475,0.511,0.593,1.939,2.317,18.546,1.659
95,1644.400,0.608,0.273,0.455,0.469,0.490,0.575,1.911,2.282,73.238,1.646
100,1644.200,0.608,0.279,0.458,0.481,0.520,0.590,1.995,2.473,17.844,1.646
105,1690.800,0.591,0.276,0.453,0.469,0.490,0.579,1.947,2.391,17.786,1.692
110,1651.800,0.605,0.274,0.457,0.473,0.496,0.590,2.004,2.444,18.562,1.653
115,1680.400,0.595,0.266,0.453,0.470,0.491,0.603,1.934,2.348,17.655,1.681
120,1637.000,0.610,0.274,0.457,0.477,0.514,0.626,1.958,2.465,18.208,1.638
125,1542.000,0.648,0.277,0.471,0.500,0.531,0.627,1.954,2.518,72.565,1.543
130,1655.400,0.604,0.270,0.454,0.472,0.497,0.598,1.947,2.483,17.200,1.657
135,1686.400,0.593,0.279,0.453,0.468,0.489,0.593,1.907,2.224,17.754,1.688
140,1682.600,0.594,0.277,0.456,0.475,0.509,0.593,1.848,2.310,19.364,1.684
145,1653.000,0.605,0.278,0.458,0.479,0.513,0.596,1.906,2.486,16.985,1.654
150,1654.800,0.604,0.279,0.454,0.471,0.497,0.595,1.923,2.452,17.864,1.656
155,1566.400,0.638,0.267,0.455,0.471,0.498,0.621,2.003,2.453,87.801,1.568
160,1672.800,0.597,0.287,0.457,0.473,0.500,0.584,1.938,2.475,17.131,1.674
165,1625.400,0.615,0.280,0.459,0.477,0.507,0.605,2.019,2.589,20.107,1.627
170,1622.000,0.616,0.287,0.460,0.483,0.519,0.601,2.023,2.558,18.932,1.623
175,1679.200,0.595,0.268,0.454,0.472,0.499,0.577,1.890,2.345,23.233,1.680
180,1630.000,0.613,0.281,0.462,0.488,0.519,0.615,1.950,2.432,23.337,1.631
185,1360.400,0.735,0.270,0.451,0.469,0.497,0.630,1.875,2.453,124.172,1.361
190,1526.000,0.655,0.277,0.453,0.473,0.508,0.615,1.902,2.419,122.394,1.528
195,1697.000,0.589,0.273,0.450,0.468,0.494,0.579,1.867,2.350,18.294,1.698
200,1700.000,0.588,0.274,0.448,0.464,0.490,0.588,1.847,2.383,17.855,1.701
205,1656.400,0.603,0.275,0.454,0.474,0.507,0.605,1.910,2.522,18.034,1.658
210,1672.200,0.598,0.261,0.455,0.476,0.507,0.590,1.888,2.598,19.539,1.673
215,1624.400,0.615,0.281,0.454,0.473,0.501,0.593,1.914,2.669,73.565,1.626
220,1590.200,0.629,0.262,0.454,0.474,0.505,0.607,1.935,2.530,74.074,1.591
225,1653.200,0.604,0.283,0.458,0.475,0.502,0.580,1.936,2.466,19.449,1.655
230,1626.600,0.614,0.283,0.462,0.486,0.523,0.616,1.965,2.443,17.755,1.627
235,1672.600,0.597,0.262,0.455,0.475,0.507,0.580,1.895,2.497,19.450,1.674
240,1669.200,0.599,0.275,0.449,0.471,0.504,0.636,1.855,2.523,19.322,1.670
245,1660.600,0.602,0.256,0.440,0.462,0.500,0.708,1.833,2.703,21.960,1.662
250,1600.000,0.625,0.274,0.439,0.460,0.499,0.711,1.817,2.683,66.587,1.601
255,1626.000,0.615,0.261,0.444,0.470,0.521,0.719,1.871,2.700,19.813,1.627
260,1566.800,0.638,0.260,0.449,0.476,0.531,0.768,1.958,2.765,19.311,1.568
265,1608.600,0.621,0.265,0.452,0.474,0.511,0.678,1.931,2.844,21.688,1.610
270,1628.000,0.614,0.272,0.458,0.479,0.512,0.605,1.951,2.777,19.270,1.629
275,1584.600,0.631,0.266,0.461,0.486,0.525,0.631,1.979,2.933,20.076,1.586
280,1550.800,0.644,0.260,0.454,0.475,0.511,0.614,1.919,2.859,78.646,1.552
285,1667.800,0.599,0.260,0.444,0.466,0.509,0.671,1.846,2.686,19.963,1.669
290,1615.400,0.619,0.270,0.445,0.468,0.510,0.746,1.926,2.680,18.891,1.617
295,1557.000,0.642,0.289,0.468,0.496,0.535,0.759,1.961,2.666,20.338,1.558
300,322.400,0.619,0.281,0.444,0.467,0.508,0.764,1.946,2.513,3.933,1.617
