Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,109.000,2.546,1.615,1.919,2.090,2.303,2.934,3.117,3.996,70.297,0.393
5,113.000,2.199,1.600,1.900,2.089,2.304,2.653,2.973,3.949,18.232,0.455
10,113.000,2.199,1.640,1.945,2.099,2.273,2.616,2.965,3.557,17.768,0.455
15,117.400,2.201,1.538,1.893,2.068,2.348,2.771,2.979,3.934,16.955,0.454
20,118.600,2.250,1.665,1.958,2.105,2.378,2.842,3.035,3.602,19.567,0.444
25,115.400,2.248,1.468,1.924,2.073,2.344,2.845,3.053,3.527,18.506,0.445
30,108.800,2.291,1.609,1.890,2.029,2.275,2.629,2.917,4.113,57.275,0.436
35,118.400,2.286,1.574,1.929,2.059,2.318,2.604,2.715,3.909,66.047,0.438
40,112.600,2.207,1.619,1.944,2.087,2.357,2.655,2.740,3.077,21.370,0.453
45,118.800,2.177,1.590,1.905,2.049,2.340,2.532,2.662,3.861,22.935,0.459
50,118.800,2.199,1.634,1.932,2.067,2.392,2.631,2.742,3.930,17.814,0.455
55,109.400,2.379,1.678,1.981,2.102,2.342,2.660,2.940,4.282,70.014,0.420
60,113.200,2.157,1.530,1.910,2.056,2.285,2.566,2.773,3.081,17.266,0.464
65,114.600,2.228,1.562,1.889,2.036,2.283,2.527,2.649,3.330,39.987,0.449
70,114.800,2.136,1.548,1.890,2.036,2.229,2.545,2.687,4.087,19.773,0.468
75,122.200,2.083,1.609,1.878,2.008,2.170,2.391,2.554,2.932,17.256,0.480
80,112.200,2.076,1.616,1.885,2.028,2.218,2.404,2.493,2.782,4.330,0.482
85,119.600,2.137,1.589,1.924,2.046,2.225,2.407,2.575,3.926,18.731,0.468
90,116.200,2.135,1.630,1.921,2.054,2.236,2.384,2.480,3.037,18.546,0.468
95,111.000,2.387,1.644,1.906,2.018,2.185,2.342,2.456,4.117,73.238,0.419
100,108.600,2.226,1.660,2.000,2.138,2.357,2.535,2.648,3.547,17.844,0.449
105,115.600,2.132,1.605,1.937,2.043,2.172,2.473,2.578,3.971,17.786,0.469
110,117.600,2.176,1.669,1.979,2.095,2.272,2.494,2.582,2.977,18.562,0.460
115,120.800,2.084,1.618,1.902,2.018,2.166,2.428,2.529,2.719,17.655,0.480
120,117.200,2.165,1.599,1.920,2.082,2.305,2.533,2.620,3.517,18.208,0.462
125,111.800,2.475,1.590,1.919,2.076,2.331,2.576,2.728,4.116,72.565,0.404
130,121.000,2.151,1.571,1.902,2.070,2.282,2.558,2.698,3.081,17.200,0.465
135,123.000,2.061,1.609,1.867,2.021,2.142,2.259,2.611,2.815,17.754,0.485
140,110.400,2.104,1.541,1.857,2.011,2.184,2.416,2.678,4.006,19.364,0.475
145,115.000,2.145,1.601,1.890,2.061,2.257,2.586,2.713,3.159,16.985,0.466
150,122.800,2.133,1.627,1.873,2.066,2.260,2.536,2.659,3.006,17.864,0.469
155,117.400,2.551,1.622,1.942,2.110,2.280,2.510,2.670,4.459,87.801,0.392
160,109.600,2.200,1.627,1.956,2.122,2.296,2.618,2.802,3.134,17.131,0.455
165,114.000,2.291,1.664,1.990,2.151,2.342,2.706,2.909,3.903,20.107,0.436
170,114.000,2.235,1.658,1.993,2.157,2.337,2.649,2.772,3.246,18.932,0.447
175,116.400,2.115,1.654,1.871,2.000,2.199,2.452,2.641,3.081,23.233,0.473
180,112.200,2.178,1.592,1.931,2.094,2.293,2.531,2.689,3.009,23.337,0.459
185,96.200,3.831,1.585,1.850,2.022,2.224,2.680,4.940,59.260,124.172,0.261
190,110.200,2.762,1.581,1.861,2.024,2.269,2.462,2.574,30.463,122.394,0.362
195,117.200,2.088,1.599,1.851,1.972,2.270,2.414,2.573,2.901,18.294,0.479
200,121.000,2.065,1.639,1.826,1.938,2.189,2.452,2.600,3.730,17.855,0.484
205,114.600,2.186,1.611,1.894,2.039,2.362,2.620,2.715,3.953,18.034,0.457
210,109.400,2.176,1.637,1.895,2.026,2.286,2.694,2.776,3.425,19.539,0.460
215,118.000,2.317,1.601,1.876,2.021,2.375,2.785,2.890,3.776,73.565,0.432
220,113.200,2.472,1.579,1.907,2.077,2.316,2.626,2.851,4.038,74.074,0.405
225,114.000,2.221,1.643,1.920,2.067,2.330,2.606,2.809,3.887,19.449,0.450
230,113.400,2.192,1.631,1.940,2.110,2.315,2.527,2.718,3.265,17.755,0.456
235,112.400,2.165,1.586,1.891,2.067,2.298,2.609,2.767,3.287,19.450,0.462
240,115.400,2.162,1.584,1.835,2.053,2.389,2.598,2.855,3.475,19.322,0.463
245,112.600,2.256,1.473,1.825,2.008,2.437,2.989,3.662,3.901,21.960,0.443
250,107.800,2.469,1.593,1.812,1.973,2.370,2.878,3.645,3.902,66.307,0.405
255,109.400,2.279,1.558,1.865,2.016,2.412,2.936,3.661,3.983,19.813,0.439
260,121.000,2.306,1.550,1.894,2.088,2.483,2.997,3.710,4.108,19.311,0.434
265,113.800,2.349,1.538,1.903,2.122,2.434,3.016,3.645,4.001,21.688,0.426
270,112.800,2.279,1.608,1.937,2.118,2.377,2.963,3.170,3.533,19.270,0.439
275,114.000,2.351,1.603,1.946,2.135,2.561,3.031,3.209,3.564,20.076,0.425
280,105.400,2.770,1.666,1.907,2.046,2.333,3.042,3.190,4.802,78.646,0.361
285,113.400,2.175,1.595,1.830,1.985,2.296,2.848,3.186,3.547,19.963,0.460
290,124.800,2.187,1.557,1.857,2.001,2.275,2.762,3.438,3.794,18.891,0.457
295,109.200,2.337,1.597,1.944,2.086,2.457,2.829,3.706,3.990,20.338,0.428
300,25.000,2.145,1.629,1.886,2.010,2.279,2.551,2.849,3.831,3.933,0.466
