Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,289.400,1.423,0.309,0.442,1.300,2.018,2.738,3.452,5.437,12.939,0.703
5,269.200,1.370,0.310,0.434,1.157,1.961,2.654,3.330,6.236,9.416,0.730
10,248.000,1.350,0.285,0.432,1.136,1.820,2.491,2.924,5.313,61.394,0.741
15,82.400,13.999,0.313,0.441,1.377,2.005,2.560,3.457,784.297,1502.750,0.071
20,275.600,1.342,0.291,0.430,1.266,1.899,2.484,3.116,4.899,8.482,0.745
25,292.200,1.292,0.316,0.437,1.161,1.794,2.402,3.000,5.132,7.787,0.774
30,300.200,1.263,0.303,0.415,0.991,1.843,2.492,3.067,4.433,10.716,0.792
35,297.400,1.174,0.292,0.426,1.084,1.696,2.188,2.618,3.746,12.793,0.852
40,167.200,4.982,0.275,0.428,1.144,1.800,2.454,3.346,144.299,724.274,0.201
45,175.000,7.203,0.264,0.427,1.255,2.037,2.751,3.542,183.711,1173.329,0.139
50,282.600,1.389,0.300,0.443,1.317,1.941,2.581,3.215,5.416,11.777,0.720
55,280.600,1.258,0.309,0.445,1.179,1.766,2.358,2.895,4.844,7.634,0.795
60,289.200,1.265,0.302,0.430,1.126,1.830,2.422,2.928,4.309,12.860,0.790
65,285.600,1.297,0.314,0.438,1.243,1.872,2.397,2.946,4.308,8.614,0.771
70,154.800,4.709,0.295,0.440,1.080,1.782,2.343,3.033,213.852,504.625,0.212
75,211.000,2.726,0.295,0.419,1.158,1.890,2.458,3.123,5.994,986.373,0.367
80,277.000,1.420,0.292,0.447,1.320,1.961,2.606,3.469,5.998,12.017,0.704
85,269.200,1.447,0.293,0.444,1.294,2.048,2.858,3.565,5.764,9.338,0.691
90,298.600,1.281,0.283,0.431,1.155,1.757,2.473,3.033,5.056,10.218,0.781
95,171.400,4.759,0.303,0.452,1.100,1.803,2.504,3.282,139.937,499.921,0.210
100,276.200,1.301,0.305,0.459,1.215,1.843,2.438,2.890,4.587,7.784,0.768
105,149.800,7.059,0.308,0.437,1.289,2.000,2.816,3.558,7.711,1459.604,0.142
110,291.000,1.428,0.287,0.425,1.242,2.022,2.802,3.639,6.140,10.956,0.700
115,265.200,1.419,0.274,0.447,1.266,1.974,2.672,3.474,6.429,8.853,0.705
120,186.600,2.916,0.312,0.463,1.387,1.992,2.819,3.801,9.524,361.231,0.343
125,258.800,1.509,0.311,0.439,1.384,2.088,2.886,3.611,7.420,13.377,0.663
130,107.800,8.239,0.313,0.429,1.247,2.198,3.194,4.325,213.536,905.111,0.121
135,261.000,1.555,0.312,0.453,1.428,2.179,2.981,3.711,6.848,12.407,0.643
140,266.000,1.530,0.306,0.444,1.273,2.142,3.042,3.983,7.227,13.237,0.654
145,266.000,1.470,0.305,0.451,1.255,1.985,2.860,3.489,6.112,52.473,0.680
150,269.600,2.362,0.264,0.437,1.190,1.868,2.570,3.155,5.537,285.949,0.423
155,64.200,12.787,0.312,0.434,1.284,2.067,3.117,4.835,430.875,917.402,0.078
160,290.600,1.283,0.302,0.428,1.187,1.815,2.391,3.004,4.688,13.169,0.779
165,276.600,1.316,0.302,0.444,1.185,1.844,2.480,3.116,5.252,10.704,0.760
170,275.800,1.334,0.279,0.432,1.220,1.829,2.457,3.307,6.157,11.260,0.749
175,267.200,1.534,0.301,0.441,1.260,1.990,2.742,3.538,7.907,99.657,0.652
180,142.600,8.822,0.306,0.423,1.099,2.010,2.842,4.195,8.968,2099.353,0.113
185,205.400,2.770,0.303,0.445,1.204,1.881,2.608,3.338,4.937,1068.156,0.361
190,288.600,1.158,0.312,0.447,1.093,1.628,2.116,2.487,3.657,9.247,0.863
195,300.200,1.142,0.299,0.444,1.042,1.611,2.092,2.549,3.893,5.895,0.876
200,287.000,1.158,0.298,0.440,1.027,1.667,2.156,2.662,3.640,6.221,0.864
205,171.200,3.358,0.297,0.473,1.091,1.613,2.067,2.634,142.106,213.457,0.298
210,287.400,1.179,0.317,0.452,1.097,1.666,2.143,2.589,4.013,8.344,0.848
215,260.200,1.216,0.304,0.482,1.129,1.705,2.269,2.719,3.456,4.764,0.823
220,252.400,1.612,0.274,0.446,1.100,1.670,2.128,2.568,3.787,423.641,0.620
225,169.800,4.802,0.258,0.421,0.976,1.640,2.272,2.704,137.069,571.212,0.208
230,291.400,1.180,0.315,0.456,1.096,1.690,2.251,2.638,3.517,5.832,0.848
235,280.800,1.250,0.268,0.448,1.133,1.802,2.373,2.929,3.913,8.356,0.800
240,280.800,1.195,0.300,0.446,1.056,1.648,2.126,2.526,3.551,33.636,0.837
245,291.600,1.138,0.304,0.457,1.085,1.637,2.096,2.377,3.412,7.398,0.878
250,272.000,1.183,0.310,0.467,1.112,1.689,2.218,2.576,3.557,5.498,0.845
255,118.400,9.178,0.296,0.451,1.099,1.654,2.211,3.172,285.908,502.262,0.109
260,305.600,1.138,0.283,0.450,1.047,1.606,2.106,2.485,3.750,5.778,0.878
265,144.200,8.097,0.291,0.445,1.115,1.747,2.354,3.006,288.480,725.287,0.124
270,298.800,1.124,0.286,0.436,1.066,1.588,2.085,2.452,3.425,5.915,0.889
275,241.200,2.302,0.304,0.460,1.224,1.872,2.390,3.060,5.780,287.995,0.434
280,264.600,1.384,0.304,0.450,1.252,1.961,2.633,3.229,6.476,9.966,0.723
285,273.200,1.419,0.302,0.436,1.263,2.057,2.730,3.394,6.507,11.182,0.705
290,265.600,1.380,0.308,0.436,1.270,1.971,2.744,3.183,5.145,7.312,0.724
295,63.800,21.387,0.308,0.419,1.269,1.990,2.757,14.773,812.522,1576.756,0.047
