Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,286.400,1.027,0.568,0.844,0.976,1.163,1.372,1.498,1.871,3.933,0.974
5,286.800,1.035,0.559,0.836,0.975,1.178,1.366,1.535,2.027,4.830,0.966
10,234.800,1.055,0.557,0.850,0.998,1.191,1.427,1.553,1.957,4.933,0.948
15,83.200,1.029,0.532,0.846,1.004,1.190,1.407,1.525,1.772,2.367,0.972
20,283.600,0.988,0.527,0.804,0.937,1.108,1.318,1.459,1.875,4.808,1.012
25,301.000,0.991,0.533,0.806,0.944,1.120,1.323,1.455,1.874,5.008,1.009
30,285.200,1.020,0.538,0.830,0.972,1.147,1.376,1.522,1.811,4.602,0.981
35,298.000,0.989,0.519,0.772,0.926,1.130,1.355,1.495,1.983,4.676,1.011
40,186.600,0.979,0.547,0.780,0.926,1.108,1.316,1.447,1.961,4.747,1.022
45,179.600,1.036,0.577,0.844,0.997,1.181,1.381,1.504,1.910,4.520,0.965
50,271.800,1.038,0.530,0.853,0.990,1.171,1.359,1.487,1.832,4.212,0.963
55,285.200,1.037,0.564,0.848,0.989,1.162,1.366,1.520,1.901,4.684,0.964
60,284.200,1.059,0.538,0.875,1.011,1.182,1.385,1.533,1.919,4.474,0.945
65,307.000,1.023,0.557,0.835,0.979,1.151,1.354,1.478,1.876,5.002,0.978
70,158.000,1.057,0.561,0.869,1.011,1.203,1.435,1.580,1.795,5.231,0.946
75,196.200,1.006,0.549,0.830,0.952,1.123,1.319,1.460,1.911,5.451,0.994
80,283.400,1.048,0.550,0.850,1.004,1.181,1.357,1.533,2.065,5.104,0.954
85,272.600,1.080,0.562,0.891,1.038,1.209,1.401,1.521,1.873,4.637,0.926
90,291.200,0.990,0.553,0.791,0.929,1.119,1.326,1.501,1.914,5.712,1.010
95,169.800,1.162,0.573,0.916,1.099,1.311,1.590,1.763,2.550,4.483,0.860
100,283.200,1.066,0.560,0.875,1.020,1.196,1.418,1.560,1.918,4.302,0.938
105,157.200,1.051,0.522,0.851,1.006,1.180,1.392,1.514,1.916,4.835,0.951
110,278.400,1.045,0.562,0.827,0.988,1.187,1.419,1.585,2.108,4.246,0.957
115,268.800,1.048,0.555,0.844,0.997,1.196,1.398,1.561,1.929,4.791,0.954
120,199.600,1.048,0.572,0.848,0.994,1.189,1.404,1.529,2.001,4.480,0.954
125,255.200,1.062,0.576,0.872,1.006,1.198,1.405,1.550,1.960,4.469,0.941
130,107.800,1.042,0.567,0.852,0.985,1.166,1.340,1.550,2.169,4.974,0.960
135,262.600,1.081,0.580,0.900,1.033,1.209,1.408,1.548,1.942,4.748,0.925
140,268.200,1.089,0.567,0.883,1.023,1.229,1.453,1.619,2.032,4.628,0.919
145,269.400,1.074,0.579,0.878,1.029,1.221,1.417,1.552,1.936,4.524,0.931
150,266.400,0.995,0.541,0.792,0.936,1.125,1.336,1.476,1.968,4.502,1.005
155,60.400,1.005,0.561,0.781,0.937,1.127,1.383,1.612,1.793,4.656,0.995
160,289.000,1.016,0.552,0.828,0.965,1.145,1.350,1.463,1.852,4.800,0.984
165,296.200,1.051,0.552,0.866,1.016,1.182,1.379,1.539,1.842,4.480,0.951
170,288.200,1.052,0.536,0.865,0.998,1.179,1.393,1.552,1.845,4.525,0.950
175,279.200,1.066,0.543,0.871,1.019,1.193,1.404,1.547,1.977,4.921,0.938
180,144.600,1.041,0.595,0.844,0.987,1.154,1.429,1.602,1.930,4.017,0.961
185,196.400,1.026,0.552,0.836,0.976,1.156,1.369,1.527,1.964,3.790,0.975
190,270.200,1.054,0.552,0.852,1.002,1.199,1.408,1.579,1.885,4.996,0.949
195,297.800,1.047,0.562,0.860,1.001,1.172,1.374,1.496,1.913,4.842,0.955
200,281.800,1.071,0.555,0.873,1.028,1.219,1.431,1.600,1.982,3.898,0.934
205,180.600,1.042,0.583,0.851,1.009,1.185,1.371,1.517,1.933,4.606,0.960
210,297.200,1.095,0.559,0.886,1.046,1.238,1.462,1.573,2.087,5.176,0.913
215,279.600,1.133,0.558,0.926,1.078,1.271,1.511,1.670,2.155,4.722,0.883
220,245.600,1.057,0.545,0.874,1.014,1.183,1.397,1.534,1.888,5.422,0.947
225,166.800,1.023,0.546,0.821,0.959,1.148,1.359,1.547,2.004,4.928,0.977
