Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,10792.000,1.166,1.005,1.120,1.153,1.190,1.232,1.271,1.403,3.575,0.858
5,10825.800,1.152,1.007,1.106,1.141,1.175,1.216,1.248,1.344,4.083,0.868
10,7937.800,1.234,1.000,1.124,1.159,1.197,1.246,1.287,1.409,614.348,0.810
15,10720.200,1.168,0.987,1.112,1.148,1.189,1.255,1.330,1.454,4.027,0.856
20,10751.000,1.159,0.976,1.110,1.144,1.181,1.229,1.272,1.384,3.947,0.863
25,10859.400,1.158,0.962,1.111,1.145,1.180,1.225,1.264,1.371,3.941,0.864
30,10768.800,1.158,0.986,1.113,1.146,1.180,1.222,1.258,1.357,4.100,0.863
35,10739.000,1.161,0.990,1.115,1.149,1.182,1.224,1.259,1.365,3.916,0.862
40,10974.400,1.153,0.996,1.108,1.142,1.175,1.213,1.248,1.355,3.939,0.867
45,10861.000,1.156,1.003,1.110,1.144,1.179,1.220,1.257,1.374,4.448,0.865
50,9964.000,1.179,0.958,1.116,1.149,1.187,1.236,1.276,1.385,236.667,0.848
55,10855.800,1.157,0.978,1.110,1.144,1.180,1.224,1.260,1.356,3.918,0.865
60,10684.600,1.164,0.993,1.118,1.151,1.186,1.230,1.267,1.365,3.968,0.859
65,10841.400,1.155,0.977,1.107,1.141,1.176,1.222,1.260,1.377,3.945,0.866
70,10577.000,1.179,1.000,1.121,1.156,1.204,1.276,1.342,1.462,4.103,0.848
75,10662.200,1.172,1.010,1.122,1.157,1.198,1.245,1.282,1.395,4.008,0.853
80,10778.400,1.157,0.980,1.113,1.146,1.178,1.216,1.251,1.361,4.434,0.864
85,10774.000,1.165,1.010,1.115,1.149,1.188,1.238,1.281,1.401,4.140,0.859
90,10918.400,1.152,0.995,1.107,1.140,1.172,1.214,1.252,1.364,4.125,0.868
95,10913.600,1.156,1.010,1.110,1.144,1.177,1.221,1.261,1.370,4.055,0.865
100,10720.200,1.163,1.011,1.115,1.149,1.184,1.225,1.266,1.394,4.432,0.860
105,10662.000,1.168,1.010,1.121,1.154,1.191,1.235,1.273,1.399,4.880,0.856
110,10727.400,1.159,0.985,1.113,1.145,1.180,1.225,1.266,1.400,4.125,0.863
115,8175.200,1.392,0.998,1.124,1.163,1.219,1.313,1.394,1.543,650.554,0.718
120,10363.600,1.201,0.987,1.129,1.173,1.243,1.330,1.384,1.511,3.965,0.832
125,10697.000,1.174,0.982,1.125,1.160,1.198,1.245,1.286,1.419,3.872,0.852
130,10824.200,1.160,0.990,1.109,1.145,1.183,1.235,1.279,1.439,3.899,0.862
135,10849.600,1.155,0.981,1.106,1.140,1.176,1.226,1.270,1.437,4.015,0.866
140,10856.200,1.164,0.994,1.111,1.146,1.184,1.242,1.296,1.466,4.093,0.859
145,9198.400,1.226,0.997,1.109,1.143,1.181,1.233,1.281,1.432,207.437,0.816
150,9026.600,1.243,0.984,1.118,1.154,1.198,1.255,1.300,1.437,624.162,0.805
155,10653.400,1.177,0.984,1.124,1.160,1.202,1.256,1.303,1.451,3.875,0.850
160,10799.400,1.166,1.005,1.114,1.149,1.188,1.240,1.286,1.442,3.990,0.858
165,10721.600,1.170,0.999,1.115,1.151,1.190,1.249,1.308,1.489,4.116,0.855
170,10433.400,1.203,0.986,1.120,1.162,1.236,1.369,1.450,1.618,4.231,0.831
175,10532.400,1.191,0.993,1.116,1.156,1.210,1.333,1.461,1.611,4.017,0.840
180,10829.200,1.157,1.002,1.110,1.143,1.176,1.220,1.263,1.419,4.123,0.865
185,10962.400,1.155,0.995,1.107,1.141,1.174,1.220,1.265,1.419,4.067,0.866
190,8395.800,1.374,0.985,1.111,1.145,1.186,1.238,1.282,1.465,427.223,0.728
195,10533.400,1.168,0.978,1.118,1.153,1.190,1.240,1.286,1.452,4.134,0.856
200,10842.000,1.154,0.985,1.105,1.138,1.174,1.220,1.266,1.432,3.874,0.867
205,10703.600,1.164,0.996,1.113,1.148,1.187,1.236,1.279,1.434,4.316,0.859
210,10915.800,1.149,1.006,1.102,1.136,1.168,1.206,1.245,1.431,3.820,0.870
215,10867.800,1.152,1.001,1.105,1.139,1.171,1.210,1.250,1.426,4.063,0.868
220,10889.400,1.152,0.996,1.104,1.137,1.170,1.213,1.263,1.474,3.998,0.868
225,10764.800,1.162,0.996,1.110,1.144,1.180,1.235,1.291,1.492,4.275,0.861
230,10663.200,1.171,0.987,1.114,1.148,1.187,1.257,1.330,1.557,3.966,0.854
235,10776.400,1.162,0.988,1.110,1.143,1.178,1.232,1.292,1.559,4.237,0.861
240,10822.000,1.160,0.999,1.114,1.146,1.179,1.225,1.265,1.378,4.025,0.862
245,11024.800,1.150,1.014,1.106,1.138,1.170,1.210,1.246,1.335,4.335,0.870
250,10867.800,1.150,1.010,1.106,1.138,1.170,1.209,1.245,1.355,3.925,0.869
255,10871.000,1.158,1.018,1.116,1.148,1.180,1.217,1.250,1.347,3.889,0.863
