Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,123.400,0.975,0.867,0.941,0.966,0.995,1.047,1.085,1.180,1.269,1.025
5,122.000,0.985,0.868,0.933,0.961,0.995,1.051,1.088,1.173,3.254,1.015
10,90.400,4.368,0.884,0.938,0.966,1.002,1.065,1.122,177.821,630.429,0.229
15,121.800,0.987,0.860,0.937,0.964,0.998,1.051,1.094,1.190,3.748,1.014
20,117.600,0.989,0.854,0.937,0.967,1.002,1.072,1.127,1.208,3.369,1.011
25,117.800,0.979,0.862,0.943,0.968,0.998,1.067,1.101,1.175,1.731,1.021
30,111.600,0.986,0.860,0.942,0.966,0.996,1.065,1.101,1.195,3.238,1.014
35,118.200,0.980,0.877,0.943,0.968,1.003,1.064,1.105,1.162,1.334,1.020
40,115.200,0.973,0.856,0.935,0.962,0.999,1.042,1.081,1.168,1.373,1.028
45,121.000,0.983,0.855,0.932,0.963,0.992,1.059,1.093,1.232,3.090,1.017
50,114.200,1.009,0.866,0.948,0.981,1.035,1.103,1.173,1.296,3.922,0.991
55,127.400,0.983,0.858,0.938,0.969,1.010,1.076,1.124,1.184,1.245,1.017
60,120.600,0.985,0.856,0.941,0.971,1.006,1.063,1.102,1.153,3.291,1.015
65,116.000,0.986,0.851,0.937,0.966,1.001,1.071,1.111,1.292,3.131,1.015
70,108.400,0.976,0.854,0.938,0.967,0.998,1.061,1.088,1.150,1.193,1.025
75,111.000,0.989,0.865,0.949,0.975,1.007,1.069,1.097,1.184,3.038,1.012
80,125.600,0.979,0.855,0.938,0.965,0.996,1.065,1.099,1.159,3.151,1.021
85,116.000,0.992,0.866,0.949,0.972,1.011,1.065,1.110,1.196,3.699,1.009
90,125.000,0.981,0.880,0.943,0.970,1.005,1.071,1.104,1.154,1.224,1.019
95,130.600,0.983,0.859,0.936,0.967,1.002,1.059,1.094,1.161,3.327,1.018
100,110.400,0.986,0.845,0.943,0.969,1.001,1.048,1.091,1.127,3.570,1.014
105,117.200,0.994,0.883,0.940,0.968,1.003,1.065,1.108,1.186,4.437,1.007
110,117.200,0.998,0.858,0.943,0.976,1.027,1.100,1.155,1.300,3.096,1.002
115,93.800,2.953,0.870,0.948,0.980,1.021,1.080,1.139,14.629,565.308,0.339
120,108.400,0.984,0.839,0.945,0.973,1.007,1.061,1.106,1.177,1.282,1.017
125,122.600,0.995,0.869,0.950,0.979,1.015,1.079,1.119,1.234,3.304,1.005
130,127.000,0.978,0.870,0.941,0.968,1.001,1.057,1.085,1.160,1.194,1.023
135,123.000,0.985,0.867,0.936,0.963,0.997,1.057,1.103,1.193,3.251,1.015
140,125.000,0.977,0.849,0.934,0.963,0.997,1.058,1.091,1.158,3.453,1.023
145,96.600,2.033,0.863,0.939,0.966,1.000,1.074,1.109,1.256,204.716,0.492
150,97.800,1.249,0.847,0.940,0.969,1.016,1.077,1.106,1.249,70.137,0.800
155,120.400,0.997,0.853,0.951,0.980,1.019,1.075,1.126,1.234,2.687,1.003
160,125.800,0.983,0.862,0.943,0.968,1.002,1.060,1.096,1.173,3.305,1.017
165,113.800,0.983,0.870,0.941,0.970,1.007,1.062,1.103,1.174,3.071,1.017
170,116.800,1.001,0.886,0.947,0.981,1.031,1.095,1.135,1.279,3.392,0.999
175,110.000,0.991,0.841,0.947,0.975,1.018,1.080,1.118,1.190,1.389,1.009
180,120.800,0.977,0.866,0.942,0.970,0.997,1.044,1.085,1.167,1.252,1.024
185,114.200,0.981,0.859,0.941,0.968,1.000,1.061,1.082,1.168,3.091,1.020
190,90.000,1.115,0.869,0.943,0.967,0.999,1.065,1.100,1.179,44.400,0.897
195,116.200,0.986,0.871,0.942,0.970,1.003,1.073,1.112,1.201,3.111,1.014
200,123.600,0.989,0.866,0.936,0.965,1.004,1.069,1.103,1.228,3.373,1.011
205,120.200,0.981,0.868,0.944,0.970,1.002,1.063,1.100,1.179,1.233,1.019
210,119.400,0.980,0.863,0.935,0.966,0.999,1.054,1.083,1.184,3.342,1.021
215,131.800,0.979,0.848,0.939,0.966,0.995,1.055,1.084,1.170,3.820,1.022
220,117.200,0.982,0.871,0.938,0.967,1.003,1.057,1.096,1.182,3.363,1.018
225,116.600,0.987,0.870,0.945,0.973,1.009,1.063,1.096,1.196,3.430,1.013
230,117.800,0.998,0.855,0.944,0.978,1.020,1.085,1.150,1.298,3.447,1.002
235,117.600,0.986,0.860,0.938,0.961,0.993,1.054,1.087,1.272,3.431,1.015
240,117.800,0.977,0.857,0.941,0.964,0.994,1.049,1.090,1.200,1.610,1.024
245,119.200,0.976,0.859,0.935,0.958,0.984,1.044,1.083,1.199,3.445,1.025
250,120.600,0.974,0.841,0.936,0.961,0.988,1.035,1.083,1.155,3.245,1.027
255,114.800,0.977,0.857,0.941,0.964,0.994,1.049,1.084,1.213,1.873,1.024
260,121.600,0.972,0.859,0.933,0.960,0.991,1.041,1.070,1.134,3.082,1.029
265,112.400,0.971,0.859,0.935,0.957,0.987,1.043,1.076,1.170,2.661,1.030
270,119.400,0.967,0.867,0.933,0.957,0.990,1.038,1.074,1.150,1.313,1.034
275,121.600,0.979,0.857,0.939,0.967,1.007,1.058,1.090,1.197,1.604,1.021
280,113.600,1.001,0.877,0.954,0.984,1.019,1.078,1.120,1.230,3.631,0.999
285,122.200,0.997,0.855,0.946,0.969,1.001,1.061,1.097,1.289,3.826,1.003
290,113.600,0.994,0.861,0.946,0.974,1.028,1.088,1.135,1.295,1.375,1.006
295,121.800,0.994,0.846,0.948,0.972,1.004,1.064,1.103,1.203,3.255,1.006
