Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,223.600,0.575,0.304,0.390,0.416,0.465,0.519,0.539,0.644,65.016,1.741
5,170.200,0.741,0.315,0.381,0.409,0.461,0.516,0.542,0.626,58.193,1.350
10,237.400,0.427,0.304,0.373,0.403,0.446,0.513,0.547,0.634,3.913,2.344
15,226.800,0.417,0.301,0.376,0.400,0.444,0.512,0.530,0.582,0.791,2.399
20,235.200,0.419,0.307,0.372,0.402,0.450,0.508,0.531,0.600,4.005,2.384
25,207.200,0.852,0.307,0.379,0.404,0.441,0.511,0.535,0.663,103.898,1.173
30,234.600,0.422,0.295,0.373,0.402,0.458,0.511,0.533,0.608,3.807,2.371
35,159.400,1.178,0.307,0.376,0.404,0.455,0.520,0.551,0.606,532.425,0.849
40,233.200,0.429,0.303,0.375,0.408,0.461,0.528,0.560,0.636,3.576,2.330
45,233.000,0.416,0.299,0.372,0.403,0.446,0.513,0.530,0.583,0.639,2.403
50,220.600,0.435,0.304,0.378,0.410,0.471,0.529,0.569,0.636,4.477,2.299
55,223.000,0.425,0.299,0.372,0.402,0.454,0.515,0.536,0.606,3.984,2.352
60,238.000,0.417,0.296,0.373,0.402,0.441,0.511,0.537,0.595,0.709,2.400
65,236.400,0.423,0.298,0.378,0.405,0.455,0.519,0.544,0.610,0.718,2.365
70,152.000,1.920,0.309,0.379,0.404,0.449,0.515,0.557,0.690,565.865,0.521
75,224.600,0.421,0.310,0.376,0.405,0.457,0.518,0.548,0.617,0.673,2.373
80,231.200,0.429,0.305,0.378,0.409,0.455,0.520,0.544,0.609,3.775,2.332
85,234.400,0.413,0.303,0.368,0.399,0.442,0.508,0.525,0.585,0.952,2.419
90,232.000,0.417,0.291,0.370,0.398,0.439,0.506,0.524,0.592,3.674,2.396
95,231.800,0.420,0.291,0.370,0.401,0.449,0.511,0.531,0.623,3.665,2.381
100,235.200,0.415,0.301,0.367,0.395,0.435,0.506,0.527,0.611,3.756,2.410
105,242.600,0.407,0.306,0.363,0.390,0.428,0.499,0.517,0.563,3.765,2.455
110,223.200,0.555,0.302,0.376,0.407,0.482,0.535,0.598,0.720,61.182,1.803
115,182.200,0.414,0.302,0.369,0.398,0.446,0.508,0.539,0.612,0.731,2.415
120,234.200,0.418,0.297,0.371,0.400,0.442,0.507,0.530,0.609,4.118,2.395
125,232.200,0.411,0.298,0.370,0.398,0.437,0.500,0.519,0.569,0.811,2.434
130,235.400,0.420,0.299,0.367,0.399,0.454,0.513,0.538,0.620,4.162,2.384
135,241.800,0.412,0.289,0.367,0.394,0.431,0.502,0.521,0.581,3.810,2.430
140,226.200,0.423,0.310,0.371,0.400,0.453,0.510,0.534,0.610,4.609,2.363
145,241.200,0.421,0.297,0.370,0.400,0.452,0.512,0.534,0.624,3.684,2.376
150,228.200,0.424,0.311,0.366,0.397,0.447,0.507,0.526,0.595,4.253,2.361
