Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,215.600,0.853,0.572,0.718,0.746,0.775,0.815,0.849,0.973,66.233,1.172
5,177.600,0.750,0.613,0.710,0.741,0.777,0.835,0.870,0.963,2.129,1.333
10,239.600,0.747,0.607,0.708,0.739,0.768,0.810,0.843,0.916,4.496,1.339
15,233.400,0.761,0.597,0.707,0.741,0.776,0.831,0.898,1.050,4.216,1.314
20,224.000,0.749,0.599,0.713,0.740,0.771,0.805,0.840,0.921,4.331,1.334
25,207.800,0.765,0.607,0.713,0.743,0.779,0.846,0.914,1.118,4.575,1.308
30,231.400,0.748,0.579,0.708,0.736,0.767,0.813,0.858,0.939,4.129,1.338
35,163.400,1.201,0.628,0.715,0.749,0.789,0.853,0.908,1.044,212.121,0.833
40,233.800,0.755,0.620,0.710,0.744,0.777,0.817,0.852,0.932,4.279,1.325
45,226.400,0.748,0.605,0.710,0.737,0.762,0.804,0.846,0.936,4.692,1.337
50,234.200,0.760,0.604,0.716,0.748,0.786,0.838,0.894,0.999,4.524,1.315
55,237.600,0.763,0.581,0.709,0.742,0.776,0.824,0.862,1.022,4.689,1.310
60,234.800,0.752,0.612,0.711,0.739,0.767,0.811,0.849,0.934,4.630,1.330
65,219.200,0.762,0.604,0.719,0.751,0.783,0.829,0.875,0.978,4.348,1.312
70,152.000,0.758,0.605,0.707,0.738,0.777,0.836,0.885,1.033,4.627,1.319
75,225.000,0.749,0.621,0.713,0.740,0.772,0.815,0.857,0.947,3.903,1.335
80,225.800,0.767,0.622,0.716,0.748,0.783,0.834,0.871,1.052,4.410,1.304
85,235.000,0.735,0.609,0.702,0.731,0.757,0.799,0.840,0.917,1.151,1.361
90,250.000,0.738,0.620,0.705,0.733,0.759,0.795,0.825,0.897,4.741,1.355
95,231.000,0.753,0.620,0.711,0.738,0.769,0.815,0.881,0.991,5.069,1.327
100,232.000,0.730,0.602,0.696,0.725,0.750,0.788,0.824,0.931,3.883,1.370
105,242.000,0.738,0.589,0.697,0.728,0.751,0.779,0.798,0.882,4.814,1.355
110,234.400,0.776,0.621,0.712,0.746,0.798,0.866,0.928,1.147,4.522,1.288
