Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20172.800,0.600,0.434,0.566,0.589,0.615,0.652,0.686,0.786,61.320,1.666
5,15614.000,0.730,0.443,0.564,0.590,0.621,0.666,0.702,0.801,540.553,1.370
10,20833.600,0.594,0.442,0.557,0.583,0.609,0.648,0.683,0.778,4.749,1.685
15,20640.000,0.597,0.442,0.554,0.581,0.613,0.661,0.713,0.861,4.813,1.676
20,20650.200,0.597,0.441,0.562,0.586,0.613,0.649,0.681,0.779,4.640,1.674
25,18817.000,0.631,0.445,0.561,0.587,0.620,0.671,0.720,0.894,111.853,1.585
30,20742.800,0.596,0.453,0.557,0.584,0.614,0.658,0.698,0.805,4.314,1.677
35,14731.400,0.722,0.452,0.563,0.592,0.626,0.674,0.713,0.824,584.241,1.385
40,20655.400,0.596,0.457,0.559,0.586,0.614,0.651,0.683,0.768,5.158,1.678
45,20932.200,0.591,0.456,0.557,0.582,0.606,0.640,0.672,0.762,5.202,1.692
50,20414.800,0.602,0.437,0.563,0.590,0.619,0.660,0.696,0.790,4.919,1.662
55,20841.200,0.596,0.451,0.559,0.585,0.613,0.652,0.686,0.772,4.742,1.678
60,20694.800,0.597,0.448,0.561,0.586,0.614,0.652,0.686,0.781,4.956,1.674
65,20242.200,0.610,0.451,0.569,0.595,0.631,0.675,0.712,0.807,4.703,1.640
70,13816.600,0.700,0.445,0.556,0.585,0.620,0.674,0.722,0.856,464.600,1.428
75,20576.600,0.597,0.451,0.560,0.586,0.616,0.654,0.687,0.772,4.495,1.674
80,20322.600,0.607,0.441,0.567,0.594,0.626,0.669,0.706,0.804,4.407,1.647
85,21064.600,0.588,0.469,0.554,0.579,0.604,0.639,0.672,0.756,4.510,1.700
90,20941.600,0.588,0.459,0.556,0.579,0.604,0.638,0.666,0.751,4.775,1.701
95,20715.200,0.597,0.449,0.560,0.585,0.612,0.653,0.689,0.796,4.953,1.675
100,21399.400,0.580,0.455,0.549,0.573,0.595,0.621,0.649,0.733,4.523,1.723
105,21180.600,0.582,0.461,0.553,0.577,0.598,0.618,0.636,0.713,4.642,1.718
110,20309.600,0.607,0.447,0.561,0.590,0.626,0.682,0.724,0.847,4.780,1.648
115,16170.800,0.637,0.440,0.555,0.584,0.620,0.679,0.722,0.828,73.226,1.571
120,20844.800,0.588,0.446,0.544,0.572,0.600,0.647,0.738,0.854,4.738,1.700
125,20909.400,0.588,0.438,0.546,0.573,0.600,0.641,0.703,0.928,4.544,1.700
130,20838.600,0.593,0.440,0.555,0.581,0.610,0.648,0.686,0.785,4.848,1.686
135,21313.800,0.581,0.448,0.551,0.574,0.596,0.620,0.640,0.721,4.618,1.722
140,20843.200,0.595,0.453,0.562,0.583,0.609,0.650,0.686,0.778,4.767,1.679
145,20586.800,0.596,0.458,0.560,0.583,0.611,0.656,0.692,0.793,4.687,1.678
150,21214.400,0.582,0.456,0.552,0.575,0.596,0.621,0.650,0.739,4.667,1.718
155,20738.200,0.595,0.468,0.558,0.583,0.609,0.649,0.689,0.803,4.884,1.682
160,20659.000,0.596,0.458,0.562,0.586,0.610,0.646,0.684,0.789,4.405,1.677
165,17730.600,0.625,0.452,0.558,0.581,0.608,0.647,0.686,0.794,152.095,1.599
170,18435.400,0.631,0.434,0.560,0.589,0.628,0.689,0.740,0.875,271.291,1.585
175,20400.400,0.601,0.447,0.556,0.585,0.618,0.671,0.724,0.867,4.571,1.663
180,20625.800,0.597,0.441,0.551,0.581,0.616,0.675,0.723,0.832,4.483,1.674
185,20313.000,0.601,0.443,0.553,0.582,0.616,0.677,0.771,0.890,4.363,1.663
190,20522.200,0.601,0.445,0.562,0.587,0.620,0.667,0.702,0.798,4.617,1.663
195,14457.200,0.681,0.446,0.570,0.599,0.635,0.681,0.718,0.808,541.213,1.468
200,13923.000,0.737,0.456,0.568,0.595,0.630,0.676,0.714,0.817,545.769,1.358
205,20032.200,0.612,0.439,0.555,0.586,0.631,0.720,0.799,0.917,4.648,1.634
210,20600.200,0.597,0.440,0.555,0.583,0.611,0.658,0.717,0.858,4.412,1.676
215,20987.400,0.589,0.458,0.554,0.579,0.605,0.641,0.675,0.763,4.611,1.697
220,20586.600,0.597,0.441,0.547,0.576,0.612,0.688,0.759,0.861,4.681,1.676
225,15535.200,0.659,0.443,0.553,0.582,0.627,0.698,0.770,0.894,404.192,1.518
230,13302.000,0.683,0.447,0.565,0.597,0.643,0.698,0.737,0.837,373.249,1.465
235,20002.800,0.613,0.446,0.570,0.597,0.635,0.684,0.722,0.817,4.663,1.630
240,19896.800,0.614,0.443,0.570,0.598,0.637,0.686,0.725,0.828,4.351,1.629
245,20620.600,0.601,0.449,0.560,0.587,0.618,0.665,0.703,0.809,4.359,1.665
250,19873.400,0.607,0.454,0.560,0.584,0.616,0.658,0.693,0.791,103.637,1.648
255,15680.800,0.660,0.448,0.549,0.580,0.628,0.724,0.821,0.949,668.945,1.516
260,20655.600,0.596,0.442,0.546,0.575,0.609,0.667,0.754,0.931,4.413,1.679
265,20766.200,0.591,0.448,0.550,0.576,0.604,0.650,0.702,0.880,4.472,1.691
270,20754.800,0.590,0.434,0.548,0.576,0.606,0.650,0.698,0.872,4.550,1.694
275,20473.200,0.600,0.447,0.563,0.587,0.616,0.660,0.694,0.787,7.008,1.667
280,20942.600,0.587,0.444,0.551,0.576,0.601,0.639,0.682,0.814,4.804,1.703
285,19492.600,0.598,0.446,0.549,0.577,0.605,0.650,0.696,0.888,70.587,1.672
290,16387.600,0.690,0.463,0.571,0.597,0.629,0.679,0.715,0.812,604.577,1.449
295,19528.800,0.620,0.445,0.570,0.600,0.644,0.705,0.758,0.876,4.279,1.613
300,4041.000,0.602,0.456,0.563,0.588,0.616,0.660,0.697,0.919,3.966,1.660
