Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1536.800,2.218,1.287,1.746,1.948,2.239,2.610,2.968,4.034,68.612,0.451
5,1218.000,3.464,1.309,1.752,1.958,2.250,2.609,2.898,6.095,542.909,0.289
10,1605.200,2.010,1.236,1.716,1.890,2.162,2.572,2.854,3.572,7.111,0.498
15,1607.200,2.054,1.269,1.713,1.939,2.250,2.681,2.947,3.584,6.952,0.487
20,1606.200,2.043,1.280,1.737,1.942,2.230,2.552,2.839,3.579,6.849,0.490
25,1432.000,2.532,1.235,1.737,1.972,2.299,2.708,3.019,5.707,114.237,0.395
30,1591.800,2.035,1.297,1.726,1.924,2.221,2.605,2.874,3.494,6.958,0.491
35,1189.400,3.740,1.308,1.723,1.925,2.242,2.666,2.961,5.390,587.912,0.267
40,1615.200,2.042,1.291,1.712,1.907,2.224,2.639,2.907,3.938,8.568,0.490
45,1621.400,2.004,1.285,1.712,1.895,2.153,2.537,2.810,3.632,6.893,0.499
50,1612.400,2.059,1.288,1.735,1.937,2.257,2.638,2.926,3.694,7.329,0.486
55,1589.200,2.005,1.282,1.720,1.907,2.164,2.519,2.772,3.570,6.361,0.499
60,1592.200,2.037,1.290,1.713,1.926,2.240,2.581,2.826,3.815,7.005,0.491
65,1551.000,2.112,1.320,1.739,1.960,2.351,2.798,3.054,3.930,7.150,0.474
70,1050.800,5.147,1.290,1.704,1.897,2.218,2.881,3.297,39.400,578.438,0.194
75,1640.200,2.029,1.277,1.744,1.950,2.192,2.511,2.783,3.443,7.253,0.493
80,1578.000,2.072,1.322,1.745,1.989,2.296,2.618,2.863,3.576,6.277,0.483
85,1649.400,1.952,1.305,1.678,1.846,2.093,2.430,2.757,3.526,6.985,0.512
90,1628.400,2.018,1.284,1.683,1.865,2.135,2.720,3.051,4.309,7.936,0.495
95,1594.800,2.033,1.300,1.719,1.931,2.202,2.551,2.878,3.691,8.091,0.492
100,1651.800,1.937,1.296,1.663,1.826,2.058,2.446,2.754,3.553,6.430,0.516
105,1659.400,1.978,1.266,1.704,1.886,2.124,2.462,2.714,3.514,6.796,0.505
110,1576.600,2.069,1.284,1.756,1.987,2.273,2.607,2.853,3.653,7.703,0.483
115,1238.800,4.359,1.259,1.708,1.936,2.279,2.865,3.796,79.254,177.109,0.229
120,1643.200,2.036,1.254,1.679,1.880,2.227,2.757,3.028,3.796,6.877,0.491
125,1604.600,2.064,1.272,1.717,1.942,2.246,2.654,3.099,3.963,6.606,0.484
130,1616.800,2.010,1.293,1.697,1.914,2.202,2.557,2.796,3.628,7.051,0.497
135,1645.600,1.959,1.257,1.666,1.879,2.121,2.426,2.670,3.562,6.446,0.511
140,1605.600,1.996,1.256,1.706,1.888,2.174,2.494,2.739,3.496,7.100,0.501
145,1636.000,2.037,1.315,1.720,1.933,2.243,2.566,2.788,3.662,6.657,0.491
150,1670.800,1.957,1.303,1.684,1.855,2.108,2.441,2.710,3.600,6.570,0.511
155,1601.200,2.049,1.284,1.725,1.929,2.222,2.681,2.920,3.788,7.639,0.488
160,1594.400,2.057,1.305,1.751,1.973,2.237,2.575,2.821,3.696,8.145,0.486
165,1374.400,3.017,1.299,1.740,1.940,2.173,2.512,2.804,4.680,351.561,0.332
170,1440.600,2.782,1.271,1.795,2.011,2.309,2.765,3.093,5.043,277.168,0.359
175,1606.800,2.093,1.246,1.764,1.974,2.272,2.724,2.994,3.868,7.603,0.478
180,1588.000,2.063,1.229,1.741,1.942,2.271,2.651,2.902,3.789,6.955,0.485
185,1602.600,2.123,1.254,1.774,2.013,2.299,2.843,3.156,4.042,6.705,0.471
190,1589.000,2.049,1.280,1.738,1.940,2.243,2.582,2.856,3.575,6.761,0.488
195,1145.400,4.916,1.314,1.864,2.114,2.379,2.698,2.989,5.713,554.439,0.203
200,1094.400,4.626,1.327,1.808,2.058,2.374,2.727,2.998,5.525,552.284,0.216
205,1554.400,2.166,1.285,1.788,2.010,2.381,2.917,3.232,4.202,7.127,0.462
210,1599.000,2.082,1.275,1.766,1.945,2.226,2.709,3.113,3.951,6.509,0.480
215,1621.400,1.992,1.281,1.698,1.885,2.153,2.488,2.783,3.636,8.375,0.502
220,1589.400,2.093,1.245,1.690,1.908,2.406,2.842,3.082,4.027,6.302,0.478
225,1218.000,3.992,1.232,1.750,2.007,2.446,2.890,3.335,64.668,430.672,0.251
230,1065.200,5.575,1.304,1.809,2.076,2.477,2.903,3.409,74.824,444.941,0.179
235,1544.600,2.168,1.309,1.819,2.070,2.428,2.731,2.938,3.760,7.857,0.461
240,1561.200,2.187,1.302,1.835,2.080,2.438,2.758,2.951,4.055,7.043,0.457
245,1567.000,2.063,1.316,1.774,1.982,2.238,2.564,2.812,3.590,7.118,0.485
250,1542.800,2.283,1.300,1.708,1.933,2.265,2.695,3.046,5.402,106.152,0.438
255,1211.000,3.923,1.256,1.775,1.990,2.357,2.962,3.305,5.870,675.327,0.255
260,1558.600,2.137,1.241,1.739,1.973,2.378,2.865,3.245,4.350,7.899,0.468
265,1641.000,2.038,1.261,1.703,1.913,2.239,2.630,2.915,3.746,6.530,0.491
270,1650.600,2.037,1.229,1.692,1.920,2.238,2.636,2.958,3.707,7.140,0.491
275,1614.600,2.062,1.303,1.734,1.943,2.271,2.633,2.890,3.755,8.967,0.485
280,1651.600,2.004,1.288,1.726,1.904,2.160,2.528,2.801,3.329,7.490,0.499
285,1531.600,2.924,1.271,1.739,1.941,2.231,2.686,3.010,4.346,480.162,0.342
290,1259.000,2.644,1.323,1.859,2.094,2.429,2.785,3.054,4.748,607.478,0.378
295,1522.400,2.311,1.323,1.901,2.175,2.558,3.004,3.309,4.511,23.648,0.433
300,320.600,2.126,1.318,1.817,2.004,2.267,2.651,2.982,4.495,6.413,0.470
