Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.000,0.645,0.601,0.621,0.628,0.675,0.694,0.701,0.716,0.716,1.551
5,12.200,0.647,0.596,0.626,0.637,0.673,0.695,0.711,0.720,0.720,1.546
10,10.400,0.648,0.601,0.618,0.631,0.687,0.709,0.714,0.719,0.719,1.543
15,11.800,0.636,0.597,0.615,0.624,0.650,0.681,0.684,0.715,0.715,1.573
20,10.000,0.641,0.602,0.622,0.633,0.667,0.689,0.698,0.710,0.710,1.559
25,9.000,0.642,0.591,0.617,0.629,0.668,0.683,0.693,0.755,0.755,1.558
30,9.600,0.638,0.601,0.619,0.628,0.661,0.689,0.698,0.704,0.704,1.568
35,12.200,0.636,0.594,0.611,0.622,0.650,0.682,0.693,0.871,0.871,1.572
40,13.200,0.637,0.589,0.616,0.627,0.656,0.683,0.688,0.758,0.758,1.570
45,8.600,0.639,0.588,0.617,0.636,0.662,0.682,0.689,0.698,0.698,1.566
50,10.400,0.651,0.585,0.617,0.640,0.673,0.706,0.757,0.777,0.777,1.537
55,10.800,0.657,0.606,0.627,0.655,0.680,0.707,0.743,0.768,0.768,1.521
60,11.000,0.654,0.597,0.619,0.637,0.688,0.710,0.746,0.782,0.782,1.529
65,11.200,0.643,0.599,0.623,0.629,0.656,0.699,0.707,0.756,0.756,1.555
70,12.200,0.641,0.590,0.616,0.629,0.672,0.684,0.695,0.755,0.755,1.559
75,12.600,0.639,0.591,0.616,0.628,0.672,0.688,0.693,0.707,0.707,1.565
80,12.400,0.642,0.591,0.619,0.629,0.670,0.680,0.694,0.771,0.771,1.557
85,9.400,0.642,0.589,0.618,0.629,0.670,0.695,0.700,0.721,0.721,1.557
90,11.400,0.650,0.588,0.619,0.632,0.677,0.704,0.743,0.789,0.789,1.539
95,11.600,0.644,0.592,0.615,0.633,0.675,0.692,0.707,0.752,0.752,1.552
100,12.200,0.644,0.590,0.623,0.637,0.660,0.690,0.697,0.715,0.715,1.553
105,8.800,0.642,0.595,0.619,0.629,0.657,0.709,0.724,0.748,0.748,1.557
110,11.200,0.649,0.588,0.622,0.635,0.679,0.700,0.723,0.766,0.766,1.540
115,9.800,0.635,0.598,0.615,0.625,0.647,0.679,0.712,0.717,0.717,1.575
120,12.000,0.634,0.584,0.620,0.627,0.648,0.682,0.690,0.704,0.704,1.576
125,11.200,0.644,0.602,0.622,0.630,0.662,0.699,0.707,0.733,0.733,1.554
130,13.200,0.654,0.589,0.614,0.638,0.683,0.708,0.724,0.897,0.897,1.528
135,12.400,0.660,0.578,0.610,0.628,0.667,0.727,0.915,1.072,1.072,1.515
140,9.200,0.659,0.607,0.626,0.653,0.670,0.715,0.743,0.904,0.904,1.518
145,12.400,0.647,0.590,0.622,0.637,0.659,0.693,0.724,0.757,0.757,1.547
150,11.200,0.652,0.602,0.621,0.640,0.668,0.711,0.745,0.965,0.965,1.533
155,11.200,0.646,0.579,0.614,0.630,0.658,0.681,0.744,1.038,1.038,1.549
160,10.600,0.629,0.590,0.610,0.623,0.640,0.670,0.688,0.716,0.716,1.589
165,12.200,0.635,0.589,0.615,0.627,0.635,0.680,0.689,0.807,0.807,1.576
170,14.200,0.632,0.598,0.612,0.624,0.645,0.671,0.698,0.705,0.705,1.582
175,11.200,0.638,0.596,0.618,0.624,0.650,0.693,0.699,0.706,0.706,1.568
180,11.800,0.645,0.588,0.618,0.636,0.665,0.706,0.711,0.780,0.780,1.551
185,11.400,0.638,0.588,0.623,0.633,0.648,0.682,0.699,0.718,0.718,1.568
190,9.000,0.638,0.593,0.619,0.629,0.649,0.677,0.689,0.733,0.733,1.568
195,12.200,0.642,0.597,0.620,0.635,0.658,0.687,0.702,0.732,0.732,1.557
200,10.400,0.633,0.587,0.617,0.629,0.641,0.678,0.680,0.716,0.716,1.580
205,11.600,0.641,0.581,0.616,0.632,0.667,0.682,0.701,0.736,0.736,1.559
210,11.400,0.640,0.587,0.615,0.633,0.662,0.689,0.691,0.713,0.713,1.562
215,10.400,0.650,0.595,0.620,0.634,0.682,0.699,0.736,0.847,0.847,1.539
220,12.200,0.642,0.602,0.619,0.628,0.664,0.701,0.711,0.723,0.723,1.557
225,7.600,0.642,0.597,0.623,0.629,0.654,0.700,0.713,0.714,0.714,1.557
230,10.200,0.653,0.601,0.621,0.634,0.666,0.708,0.748,0.958,0.958,1.532
235,11.200,0.641,0.600,0.617,0.632,0.660,0.685,0.717,0.724,0.724,1.560
240,12.800,0.639,0.598,0.618,0.631,0.662,0.685,0.692,0.703,0.703,1.566
245,9.200,0.646,0.590,0.616,0.631,0.673,0.687,0.727,0.805,0.805,1.547
250,9.800,0.640,0.590,0.618,0.630,0.655,0.686,0.692,0.724,0.724,1.563
255,12.600,0.647,0.594,0.622,0.634,0.663,0.697,0.714,0.834,0.834,1.545
260,12.400,0.648,0.595,0.619,0.639,0.659,0.694,0.708,0.954,0.954,1.544
265,10.600,0.641,0.590,0.618,0.630,0.670,0.691,0.704,0.731,0.731,1.559
270,12.000,0.675,0.599,0.637,0.666,0.712,0.731,0.747,0.934,0.934,1.482
275,10.000,0.652,0.589,0.623,0.646,0.684,0.717,0.726,0.743,0.743,1.534
280,13.200,0.637,0.600,0.615,0.624,0.656,0.688,0.695,0.769,0.769,1.569
285,12.600,0.650,0.595,0.618,0.633,0.670,0.686,0.706,1.189,1.189,1.539
290,10.200,0.650,0.606,0.615,0.633,0.678,0.699,0.716,0.826,0.826,1.540
295,11.200,0.655,0.599,0.624,0.649,0.680,0.711,0.733,0.748,0.748,1.526
