Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1141.600,0.874,0.601,0.780,0.794,0.811,0.844,1.728,2.177,3.896,1.144
5,1140.800,0.876,0.596,0.775,0.790,0.806,0.842,1.738,2.166,4.172,1.142
10,1145.400,0.872,0.590,0.772,0.788,0.804,0.836,1.718,2.129,6.397,1.146
15,1147.400,0.871,0.597,0.773,0.788,0.805,0.846,1.690,2.088,6.742,1.149
20,1128.400,0.885,0.598,0.777,0.792,0.814,0.883,1.749,2.241,6.242,1.129
25,1150.600,0.868,0.591,0.777,0.791,0.808,0.842,1.657,2.116,8.016,1.152
30,1026.400,0.974,0.601,0.777,0.792,0.812,0.881,1.714,2.592,433.316,1.027
35,1151.200,0.868,0.594,0.772,0.788,0.807,0.858,1.654,2.072,7.299,1.152
40,1126.000,0.887,0.589,0.773,0.789,0.806,0.842,1.646,2.098,102.928,1.127
45,1142.200,0.875,0.588,0.773,0.788,0.805,0.858,1.690,2.070,7.432,1.143
50,1124.200,0.889,0.585,0.784,0.801,0.841,0.890,1.725,2.186,7.577,1.125
55,1101.600,0.949,0.606,0.781,0.798,0.844,0.893,1.722,2.832,296.803,1.053
60,1082.400,0.880,0.597,0.781,0.797,0.826,0.880,1.713,2.148,8.031,1.136
65,1135.400,0.880,0.588,0.780,0.794,0.812,0.852,1.733,2.188,7.370,1.136
70,1125.000,0.889,0.590,0.780,0.796,0.819,0.882,1.754,2.365,7.671,1.125
75,1116.800,0.895,0.591,0.783,0.798,0.821,0.892,1.797,2.428,8.701,1.118
80,1091.000,0.916,0.591,0.782,0.797,0.822,0.892,1.789,2.416,123.426,1.092
85,1108.000,0.902,0.589,0.781,0.796,0.824,0.934,1.812,2.423,8.904,1.109
90,1130.800,0.884,0.588,0.780,0.796,0.824,0.881,1.713,2.262,7.772,1.131
95,1121.200,0.891,0.592,0.782,0.800,0.833,0.887,1.775,2.361,7.848,1.122
100,1116.800,0.895,0.590,0.784,0.805,0.845,0.896,1.769,2.309,7.430,1.117
105,1118.400,0.894,0.595,0.780,0.798,0.834,0.885,1.777,2.427,7.819,1.119
110,1116.400,0.895,0.588,0.782,0.801,0.846,0.893,1.803,2.205,7.677,1.117
115,1117.600,0.894,0.598,0.784,0.800,0.833,0.884,1.798,2.242,7.895,1.118
120,1133.600,0.882,0.578,0.778,0.793,0.811,0.847,1.790,2.222,8.640,1.134
125,1135.600,0.880,0.602,0.779,0.794,0.819,0.871,1.741,2.210,8.119,1.136
130,1116.200,0.895,0.589,0.778,0.795,0.821,0.978,1.762,2.304,8.312,1.117
135,1117.800,0.894,0.578,0.774,0.792,0.813,0.995,1.733,2.391,7.752,1.118
140,1087.200,0.919,0.607,0.797,0.836,0.868,0.925,1.801,2.446,7.638,1.088
145,1112.400,0.899,0.590,0.780,0.799,0.840,0.891,1.782,2.384,9.226,1.113
150,1105.400,0.904,0.602,0.784,0.801,0.839,0.923,1.819,2.450,7.748,1.106
155,1122.200,0.891,0.579,0.777,0.793,0.817,0.916,1.768,2.250,7.574,1.123
160,1136.600,0.879,0.590,0.775,0.790,0.809,0.872,1.702,2.332,9.280,1.137
165,1136.000,0.880,0.589,0.772,0.789,0.809,0.892,1.699,2.378,7.744,1.137
170,1128.600,0.886,0.596,0.776,0.794,0.818,0.890,1.729,2.467,7.103,1.129
175,1124.000,0.889,0.596,0.780,0.797,0.820,0.877,1.777,2.420,7.010,1.125
180,1114.000,0.897,0.588,0.785,0.806,0.839,0.889,1.779,2.460,7.717,1.115
185,1130.200,0.884,0.588,0.780,0.796,0.821,0.888,1.714,2.443,7.755,1.131
190,1120.200,0.892,0.593,0.782,0.797,0.817,0.866,1.770,2.471,7.467,1.121
195,1106.000,0.904,0.597,0.786,0.806,0.840,0.893,1.800,2.358,8.749,1.107
200,1110.200,0.900,0.587,0.785,0.802,0.829,0.889,1.807,2.466,7.433,1.111
205,1117.400,0.895,0.581,0.785,0.803,0.842,0.889,1.803,2.344,7.906,1.118
210,1107.600,0.926,0.587,0.784,0.799,0.825,0.891,1.798,2.307,211.628,1.079
215,1079.400,0.901,0.595,0.786,0.801,0.828,0.893,1.855,2.459,7.905,1.110
220,1114.600,0.897,0.602,0.787,0.801,0.819,0.882,1.855,2.355,10.789,1.115
225,1044.600,0.957,0.597,0.787,0.800,0.817,0.851,1.814,2.355,232.028,1.045
230,1106.400,0.903,0.601,0.786,0.802,0.833,0.927,1.857,2.321,7.513,1.107
235,1121.400,0.891,0.591,0.782,0.798,0.820,0.880,1.798,2.386,7.971,1.122
240,1121.600,0.891,0.598,0.780,0.795,0.815,0.871,1.797,2.371,8.531,1.122
245,1132.800,0.882,0.590,0.780,0.794,0.813,0.867,1.728,2.282,7.892,1.133
250,1126.000,0.888,0.590,0.779,0.796,0.820,0.871,1.772,2.280,7.769,1.127
255,1133.400,0.882,0.594,0.777,0.794,0.818,0.866,1.731,2.340,8.601,1.134
260,1116.800,0.895,0.595,0.783,0.804,0.842,0.900,1.729,2.368,7.459,1.117
265,1147.600,0.871,0.590,0.776,0.793,0.815,0.850,1.660,2.315,8.780,1.148
270,1082.200,0.924,0.599,0.798,0.838,0.868,0.923,1.772,2.499,7.780,1.083
275,1103.000,0.906,0.589,0.782,0.805,0.843,0.914,1.759,2.569,7.566,1.104
280,1129.800,0.885,0.600,0.777,0.792,0.813,0.858,1.715,2.383,9.412,1.130
285,1128.000,0.886,0.595,0.777,0.792,0.815,0.935,1.702,2.384,7.867,1.129
290,1129.400,0.885,0.601,0.776,0.792,0.816,0.877,1.721,2.304,7.245,1.130
295,1094.000,0.913,0.599,0.791,0.823,0.863,0.919,1.788,2.443,7.859,1.095
