Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.000,0.916,0.763,0.865,0.903,0.945,0.992,1.050,1.240,3.784,1.091
5,171.200,0.907,0.734,0.858,0.895,0.939,1.001,1.050,1.173,1.663,1.103
10,66.000,0.916,0.746,0.859,0.898,0.933,1.014,1.070,1.250,3.980,1.091
15,148.200,0.927,0.757,0.872,0.910,0.954,1.015,1.067,1.191,3.799,1.079
20,174.000,0.927,0.729,0.861,0.903,0.954,1.017,1.075,1.250,3.987,1.079
25,165.800,0.919,0.723,0.865,0.905,0.953,1.013,1.057,1.162,4.198,1.088
30,168.000,0.909,0.739,0.854,0.894,0.944,1.011,1.061,1.146,3.998,1.100
35,159.000,0.912,0.739,0.849,0.890,0.938,1.013,1.081,1.211,4.139,1.096
40,166.400,0.926,0.728,0.857,0.904,0.960,1.037,1.114,1.359,4.160,1.080
45,125.600,0.907,0.730,0.857,0.893,0.934,0.997,1.048,1.296,1.451,1.102
50,78.800,0.899,0.742,0.846,0.884,0.934,0.998,1.054,1.236,1.390,1.113
55,165.600,0.903,0.734,0.850,0.889,0.934,0.990,1.045,1.170,3.766,1.107
60,165.200,0.916,0.711,0.856,0.897,0.944,1.023,1.079,1.306,3.639,1.092
65,170.600,0.901,0.705,0.847,0.884,0.941,1.011,1.062,1.221,1.382,1.110
70,165.000,0.908,0.713,0.843,0.884,0.930,0.998,1.074,1.249,3.949,1.101
75,106.200,0.904,0.716,0.840,0.881,0.923,0.995,1.080,1.308,4.094,1.106
80,162.000,0.901,0.718,0.837,0.878,0.913,0.965,1.034,1.256,4.139,1.110
85,170.200,0.891,0.740,0.834,0.874,0.915,0.969,1.022,1.172,4.450,1.123
90,177.800,0.902,0.689,0.854,0.890,0.930,0.987,1.041,1.180,3.611,1.109
95,117.600,0.934,0.738,0.857,0.905,0.971,1.056,1.148,1.459,4.203,1.071
100,177.400,0.900,0.734,0.841,0.886,0.933,1.003,1.064,1.267,1.665,1.112
105,161.200,0.912,0.746,0.856,0.892,0.934,0.991,1.043,1.241,4.540,1.096
110,176.000,0.900,0.710,0.849,0.885,0.931,0.994,1.047,1.236,3.945,1.111
115,167.200,0.892,0.739,0.844,0.880,0.919,0.973,1.019,1.221,3.974,1.121
120,102.800,0.901,0.730,0.844,0.887,0.933,1.011,1.093,1.188,1.389,1.110
125,169.800,0.916,0.735,0.854,0.897,0.943,1.027,1.105,1.268,3.829,1.092
130,177.600,0.913,0.726,0.851,0.893,0.938,1.004,1.063,1.219,4.108,1.095
135,162.400,0.920,0.722,0.848,0.888,0.940,1.011,1.080,1.240,4.156,1.086
140,158.200,0.942,0.721,0.847,0.903,0.997,1.125,1.207,1.354,3.611,1.062
145,129.400,0.911,0.715,0.850,0.893,0.947,1.007,1.086,1.246,3.629,1.098
150,84.000,0.899,0.730,0.837,0.887,0.932,0.992,1.035,1.155,3.642,1.112
155,172.200,0.901,0.733,0.848,0.887,0.934,0.995,1.052,1.175,3.534,1.110
160,173.200,0.932,0.731,0.867,0.904,0.957,1.038,1.106,1.273,4.677,1.073
165,170.600,0.931,0.746,0.854,0.898,0.951,1.021,1.095,1.273,4.039,1.074
170,173.400,0.903,0.721,0.845,0.883,0.926,0.982,1.050,1.200,4.005,1.107
175,164.200,0.921,0.719,0.843,0.886,0.947,1.042,1.120,1.278,4.453,1.086
180,69.800,0.910,0.738,0.827,0.873,0.916,1.071,1.151,1.401,4.051,1.099
185,164.600,0.900,0.725,0.836,0.880,0.933,1.007,1.103,1.274,3.366,1.111
190,139.800,0.919,0.749,0.864,0.899,0.950,1.020,1.078,1.221,3.833,1.088
195,173.000,0.917,0.739,0.856,0.890,0.933,0.999,1.061,1.234,4.170,1.091
200,171.000,0.902,0.752,0.849,0.887,0.932,0.991,1.035,1.202,3.521,1.109
205,176.200,0.906,0.764,0.860,0.894,0.937,1.004,1.038,1.163,1.550,1.104
210,171.400,0.896,0.758,0.852,0.886,0.920,0.981,1.015,1.107,3.805,1.116
215,145.200,0.930,0.751,0.870,0.908,0.951,1.034,1.087,1.296,3.884,1.075
220,121.800,0.933,0.773,0.877,0.915,0.968,1.028,1.067,1.181,4.143,1.072
225,172.400,0.923,0.780,0.871,0.908,0.951,1.017,1.070,1.160,3.910,1.083
