Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1173.800,3.484,2.037,2.919,3.279,3.785,4.486,5.189,6.887,12.566,0.287
5,1165.800,4.145,1.818,2.925,3.329,3.896,4.723,5.479,7.301,649.648,0.241
10,471.000,19.249,2.112,2.972,3.380,3.948,5.247,82.633,446.601,1675.794,0.052
15,1053.800,4.981,2.009,2.989,3.412,3.977,4.904,5.908,13.152,279.887,0.201
20,1137.400,3.742,1.936,3.044,3.481,4.109,5.008,5.841,7.782,13.012,0.267
25,1134.400,3.783,2.036,3.020,3.526,4.179,5.125,5.968,8.333,15.285,0.264
30,1165.600,3.574,1.964,2.873,3.299,3.921,4.841,5.728,7.908,11.811,0.280
35,1207.000,3.390,1.991,2.779,3.140,3.686,4.523,5.226,7.024,15.888,0.295
40,1185.000,3.533,1.964,2.888,3.285,3.838,4.722,5.542,7.588,21.695,0.283
45,904.000,7.142,1.974,2.861,3.249,3.803,4.818,5.868,100.907,1707.476,0.140
50,587.000,15.469,1.951,2.846,3.249,3.866,5.113,7.236,411.561,1627.991,0.065
55,1155.200,3.657,2.024,2.961,3.405,4.013,5.030,5.809,7.432,14.586,0.273
60,1145.800,3.704,1.926,2.924,3.363,4.061,5.160,6.059,8.600,19.209,0.270
65,1192.000,3.465,1.982,2.893,3.263,3.756,4.584,5.224,6.714,8.938,0.289
70,1181.200,3.484,1.993,2.863,3.234,3.772,4.679,5.399,7.158,13.376,0.287
75,777.800,10.112,1.942,2.649,2.998,3.550,4.590,5.898,277.128,939.180,0.099
80,1113.200,3.681,1.872,2.632,2.946,3.420,4.181,4.950,7.007,388.582,0.272
85,1190.400,3.243,1.959,2.602,2.891,3.311,3.968,4.624,6.434,82.983,0.308
90,1199.400,3.283,1.902,2.719,3.079,3.586,4.292,4.938,6.373,13.646,0.305
95,884.800,7.271,1.985,2.772,3.148,3.676,4.466,5.331,136.701,898.818,0.138
100,1218.800,3.122,1.764,2.599,2.919,3.407,4.079,4.700,6.027,10.682,0.320
105,1173.600,3.305,1.878,2.722,3.097,3.622,4.324,4.996,6.697,10.850,0.303
110,1198.400,3.241,2.005,2.681,3.018,3.524,4.247,4.873,6.521,11.700,0.309
115,1213.000,3.192,1.844,2.621,2.946,3.459,4.240,4.922,6.879,14.367,0.313
120,726.600,10.769,2.002,2.754,3.160,3.979,5.241,6.761,228.247,938.941,0.093
125,1165.800,3.503,1.857,2.753,3.165,3.921,4.859,5.679,7.731,13.476,0.285
