Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,83.600,0.651,0.583,0.618,0.639,0.681,0.712,0.731,0.769,0.801,1.536
5,80.600,0.664,0.588,0.618,0.638,0.672,0.704,0.723,0.813,3.795,1.507
10,80.800,0.649,0.581,0.618,0.642,0.671,0.697,0.723,0.764,0.869,1.542
15,86.000,0.643,0.585,0.613,0.633,0.664,0.693,0.710,0.770,0.903,1.556
20,84.200,0.659,0.590,0.622,0.641,0.671,0.704,0.718,0.823,4.610,1.517
25,90.200,0.653,0.589,0.624,0.645,0.676,0.711,0.727,0.759,0.807,1.530
30,89.000,0.668,0.593,0.628,0.650,0.684,0.722,0.740,0.781,4.159,1.497
35,73.800,1.721,0.589,0.631,0.657,0.694,0.737,0.787,27.354,151.547,0.581
40,86.800,0.656,0.585,0.627,0.650,0.679,0.709,0.730,0.761,0.865,1.525
45,88.800,0.656,0.592,0.625,0.645,0.678,0.718,0.739,0.778,0.925,1.524
50,89.600,0.658,0.587,0.629,0.651,0.683,0.713,0.731,0.767,0.789,1.520
55,86.200,0.667,0.585,0.629,0.650,0.682,0.714,0.735,0.778,4.480,1.498
60,93.400,0.666,0.587,0.627,0.648,0.681,0.717,0.733,0.785,4.723,1.502
65,90.000,0.662,0.593,0.624,0.643,0.679,0.716,0.733,0.769,4.448,1.511
70,85.200,0.644,0.580,0.616,0.636,0.665,0.694,0.715,0.736,0.865,1.553
75,86.800,0.652,0.570,0.621,0.643,0.677,0.703,0.728,0.793,0.906,1.535
80,85.200,0.646,0.581,0.618,0.638,0.669,0.700,0.718,0.741,0.839,1.548
85,86.000,0.657,0.586,0.619,0.641,0.671,0.705,0.724,0.765,4.070,1.522
90,88.200,0.665,0.590,0.627,0.649,0.681,0.708,0.730,0.767,4.565,1.505
95,69.400,1.116,0.595,0.633,0.658,0.696,0.733,0.759,5.908,58.426,0.896
100,73.000,1.766,0.591,0.630,0.650,0.692,0.730,0.809,38.220,76.281,0.566
105,77.400,0.668,0.596,0.627,0.648,0.685,0.716,0.737,0.842,4.176,1.498
110,75.800,0.653,0.596,0.625,0.643,0.677,0.707,0.728,0.773,0.819,1.532
115,74.600,0.653,0.587,0.623,0.643,0.676,0.712,0.728,0.780,0.900,1.531
120,85.800,0.662,0.588,0.623,0.641,0.678,0.711,0.733,0.801,4.388,1.510
125,91.200,0.652,0.586,0.622,0.643,0.675,0.711,0.727,0.786,0.838,1.533
130,83.000,0.660,0.595,0.630,0.651,0.684,0.714,0.734,0.757,0.852,1.516
135,86.400,0.659,0.593,0.630,0.651,0.680,0.719,0.737,0.785,0.979,1.516
140,85.600,0.669,0.589,0.631,0.654,0.686,0.715,0.727,0.753,4.574,1.495
145,86.600,0.673,0.586,0.626,0.646,0.678,0.717,0.739,0.781,4.428,1.486
150,85.600,0.653,0.590,0.626,0.645,0.675,0.704,0.732,0.769,0.934,1.531
155,80.200,0.684,0.587,0.642,0.666,0.700,0.741,0.759,0.836,4.425,1.461
160,84.400,0.670,0.597,0.640,0.662,0.695,0.735,0.751,0.796,0.824,1.492
165,82.400,0.656,0.588,0.624,0.645,0.682,0.717,0.736,0.775,0.823,1.525
170,88.600,0.664,0.589,0.626,0.646,0.678,0.716,0.734,0.753,4.211,1.506
175,84.800,0.656,0.595,0.626,0.644,0.679,0.715,0.735,0.770,1.015,1.525
180,86.400,0.658,0.585,0.626,0.647,0.684,0.719,0.733,0.778,1.064,1.519
185,85.800,0.665,0.589,0.626,0.647,0.684,0.724,0.739,0.764,4.357,1.503
190,90.000,0.672,0.584,0.628,0.647,0.674,0.711,0.734,0.769,4.646,1.488
195,85.600,0.663,0.589,0.628,0.646,0.679,0.711,0.727,0.758,4.153,1.508
200,81.800,0.657,0.593,0.626,0.647,0.682,0.716,0.737,0.762,0.912,1.521
205,87.800,0.664,0.588,0.628,0.647,0.676,0.717,0.738,0.770,4.181,1.506
210,81.600,0.651,0.587,0.624,0.641,0.673,0.707,0.725,0.753,0.768,1.536
215,84.200,0.657,0.597,0.629,0.646,0.676,0.706,0.730,0.789,0.854,1.522
220,79.800,0.661,0.592,0.629,0.651,0.686,0.722,0.745,0.785,0.902,1.513
225,83.600,0.675,0.585,0.627,0.650,0.684,0.715,0.738,0.780,4.388,1.481
230,91.600,0.655,0.587,0.624,0.645,0.681,0.719,0.728,0.761,0.854,1.526
235,82.000,0.659,0.582,0.629,0.649,0.681,0.720,0.741,0.784,0.884,1.518
240,88.600,0.678,0.592,0.635,0.660,0.695,0.734,0.745,0.839,4.865,1.474
245,79.000,0.993,0.594,0.628,0.649,0.676,0.713,0.739,0.784,70.518,1.007
250,73.000,1.223,0.577,0.630,0.651,0.690,0.732,0.759,26.834,55.689,0.817
255,77.000,1.881,0.586,0.627,0.652,0.684,0.723,0.754,58.567,66.364,0.532
260,87.800,0.657,0.592,0.627,0.645,0.680,0.717,0.738,0.781,0.997,1.521
265,90.800,0.666,0.595,0.627,0.647,0.681,0.720,0.735,0.788,4.594,1.501
270,88.600,0.661,0.585,0.622,0.642,0.678,0.705,0.727,0.759,4.107,1.514
275,81.200,0.668,0.590,0.629,0.650,0.688,0.723,0.734,0.800,4.205,1.496
