Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,594.400,2.319,1.494,1.856,2.058,2.432,3.410,3.923,4.673,7.718,0.431
5,571.400,2.335,1.482,1.804,2.025,2.437,3.613,4.022,5.163,8.471,0.428
10,593.600,2.350,1.489,1.820,2.003,2.362,3.671,4.033,4.924,124.560,0.426
15,603.800,2.296,1.460,1.830,2.011,2.443,3.434,3.801,4.643,6.839,0.436
20,585.800,2.377,1.471,1.871,2.080,2.632,3.519,3.986,5.230,8.369,0.421
25,582.000,2.264,1.526,1.879,2.040,2.328,3.139,3.866,5.019,7.032,0.442
30,590.400,2.289,1.538,1.900,2.082,2.338,3.039,3.917,5.577,8.325,0.437
35,531.200,3.475,1.535,1.884,2.057,2.413,3.415,4.220,35.645,159.153,0.288
40,597.600,2.237,1.521,1.843,1.994,2.243,3.040,3.757,4.591,115.779,0.447
45,605.200,2.209,1.522,1.834,1.998,2.269,3.039,3.697,4.722,6.940,0.453
50,598.000,2.301,1.510,1.873,2.047,2.324,3.143,3.867,5.400,124.810,0.435
55,574.200,2.268,1.532,1.867,2.066,2.366,3.100,3.804,4.809,7.720,0.441
60,609.800,2.259,1.520,1.895,2.070,2.298,3.138,3.745,4.811,9.296,0.443
65,589.200,2.267,1.518,1.863,2.064,2.394,3.099,3.692,4.664,7.123,0.441
70,601.600,2.276,1.495,1.839,2.036,2.399,3.288,3.657,4.526,7.857,0.439
75,600.600,2.288,1.471,1.835,2.017,2.442,3.349,3.768,4.770,10.527,0.437
80,600.800,2.289,1.491,1.871,2.049,2.307,3.466,3.795,4.703,9.650,0.437
85,599.800,2.270,1.496,1.837,2.044,2.322,3.371,3.801,5.207,7.104,0.440
90,596.800,2.248,1.517,1.833,2.007,2.289,3.453,4.116,4.861,7.691,0.445
95,529.800,3.131,1.470,1.891,2.088,2.438,3.931,4.541,34.897,85.037,0.319
100,512.400,3.457,1.536,1.849,2.057,2.376,4.152,5.623,43.733,94.670,0.289
105,598.800,2.230,1.523,1.838,2.006,2.266,3.293,3.935,4.685,7.496,0.448
110,589.200,2.195,1.510,1.812,1.994,2.202,3.191,3.772,4.854,7.528,0.456
