run_id,hostname,timestamp_utc,ncpus,mem_gib,workload,run_vus,terminals,warehouses_equiv,wh_per_vu,scalefactor,sf_per_vu,expected_schema_gib,units_per_vu_min,sf_covers_vu_min,shared_buffers_gb,effective_cache_size_gb,synchronous_commit,pg_data_storage,pg_tmpfs_size_gib,rampup_min,duration_min,pg_image,benchbase_image,load_seconds,db_size_bytes,db_size_pretty,db_size_gib,run_seconds,tps,tpm,tpm_per_vu,tpm_per_core,goodput_tps,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_avg_ms,raw_load_log,raw_db_size,raw_run_log,raw_config,raw_summary,error
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T18:32:41.492499+00:00,32,251.7,wikipedia,4,4,20,5,13,3.25,1.9244,5,False,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,24.0,2923894463,2788 MB,2.7231,428.8,6553.78,393227,98306.8,98306.8,9075.86,0.54,1.308,1.757,0.609,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T18:40:19.805034+00:00,32,251.7,wikipedia,8,8,40,5,26,3.25,3.8488,5,False,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,46.4,5784614591,5517 MB,5.3873,429.3,9731.01,583861,72982.6,72982.6,13198.61,0.751,1.52,1.895,0.821,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T18:48:23.578033+00:00,32,251.7,wikipedia,16,16,80,5,51,3.19,7.5495,5,False,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,90.5,11468076735,11 GB,10.6805,432.0,12781.76,766906,47931.6,47931.6,17760.04,1.162,2.011,2.854,1.251,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T18:57:16.550977+00:00,32,251.7,wikipedia,32,32,160,5,103,3.22,15.2471,5,False,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,182.4,22523221695,21 GB,20.9764,434.8,15771.24,946274,29571.1,29571.1,21873.03,1.93,2.744,3.806,2.028,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:07:46.134220+00:00,32,251.7,wikipedia,64,64,320,5,205,3.2,30.3461,5,False,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,356.4,47337789119,44 GB,44.0868,430.7,8680.8,520848,8138.2,8138.2,12002.79,7.094,11.642,15.268,7.371,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:21:07.738138+00:00,32,251.7,ycsb,4,4,20,5,1676,419.0,1.9004,5,True,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,3.3,2036233919,1942 MB,1.8964,448.8,42501.75,2550105,637526.2,637526.2,59370.27,0.094,0.109,0.124,0.093,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:28:45.200093+00:00,32,251.7,ycsb,8,8,40,5,3351,418.88,3.7998,5,True,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,5.0,4064278207,3876 MB,3.7852,468.1,83097.43,4985846,623230.8,623230.8,116292.51,0.095,0.115,0.136,0.095,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:36:45.328013+00:00,32,251.7,ycsb,16,16,80,5,6702,418.88,7.5995,5,True,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,8.4,8120563391,7744 MB,7.5629,506.4,140311.85,8418711,526169.4,526169.4,197639.73,0.109,0.144,0.187,0.113,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:45:29.988924+00:00,32,251.7,ycsb,32,32,160,5,13405,418.91,15.2002,5,True,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,16.7,16234378943,15 GB,15.1194,556.1,211237.9,12674274,396071.1,396071.1,287904.34,0.135,0.247,0.458,0.15,,,,,,
20260717T183241Z_sc-runner_bb,sc-runner,2026-07-17T19:55:18.485887+00:00,32,251.7,ycsb,64,64,320,5,26810,418.91,30.4004,5,True,24,188,off,tmpfs,125,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,31.1,32461158079,30 GB,30.2318,560.8,184009.13,11040548,172508.6,172508.6,254877.24,0.207,0.554,4.05,0.346,,,,,,
