Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,73.400,2.673,2.082,2.358,2.493,2.961,3.365,3.635,3.995,6.000,0.374
5,75.600,2.787,1.964,2.284,2.441,2.707,3.533,3.711,5.722,68.185,0.359
10,76.600,2.733,1.996,2.317,2.575,3.003,3.676,3.859,4.426,6.176,0.366
15,69.400,2.985,1.971,2.320,2.452,2.809,3.638,3.822,6.003,109.713,0.335
20,69.400,2.710,2.025,2.338,2.521,2.906,3.593,3.836,4.614,6.276,0.369
25,69.800,2.690,1.961,2.342,2.465,2.878,3.726,3.833,4.384,6.232,0.372
30,71.000,3.072,1.988,2.418,2.556,3.000,3.768,3.957,5.556,106.019,0.326
35,76.200,3.033,2.083,2.388,2.579,2.921,3.829,4.036,6.648,71.308,0.330
40,74.400,2.797,2.092,2.353,2.599,2.967,3.795,4.027,4.599,9.875,0.358
45,75.200,2.782,2.053,2.344,2.626,2.981,3.647,3.807,5.972,6.362,0.359
50,74.000,2.713,1.980,2.358,2.559,2.906,3.345,3.708,4.452,10.377,0.369
55,70.400,2.626,2.055,2.314,2.499,2.804,3.089,3.708,4.192,6.386,0.381
60,72.400,2.652,2.061,2.356,2.541,2.787,3.154,3.592,4.349,5.423,0.377
65,80.200,2.779,2.046,2.380,2.520,2.763,3.087,3.687,4.862,50.179,0.360
70,70.800,2.640,2.045,2.364,2.545,2.769,3.102,3.606,4.362,4.677,0.379
75,74.600,2.917,2.053,2.332,2.474,2.692,3.058,3.715,5.238,113.907,0.343
80,64.200,3.965,2.014,2.329,2.492,2.719,3.146,3.917,4.487,433.584,0.252
85,75.600,2.807,2.043,2.397,2.558,2.874,3.791,4.200,5.980,8.960,0.356
90,72.600,2.610,2.045,2.360,2.479,2.683,3.020,3.472,4.446,6.078,0.383
95,80.600,2.618,2.072,2.298,2.439,2.657,3.019,3.724,4.676,15.282,0.382
100,72.000,2.571,2.071,2.303,2.470,2.662,3.007,3.348,4.369,5.749,0.389
105,69.800,2.576,1.998,2.311,2.437,2.639,2.994,3.233,6.149,7.097,0.388
110,81.000,2.538,2.013,2.291,2.428,2.612,3.011,3.524,4.110,6.419,0.394
115,70.400,3.499,2.076,2.315,2.465,2.721,3.244,3.874,4.849,301.155,0.286
120,68.800,2.664,2.077,2.372,2.520,2.712,3.208,3.717,4.859,9.364,0.375
125,72.000,2.682,2.048,2.369,2.499,2.682,3.197,3.869,5.647,11.124,0.373
130,73.600,2.644,2.096,2.366,2.505,2.735,3.157,3.692,4.680,6.028,0.378
135,77.000,2.594,2.040,2.343,2.485,2.628,3.074,3.421,4.937,6.215,0.385
140,75.400,2.596,2.012,2.296,2.435,2.635,3.189,3.938,5.012,6.341,0.385
145,75.000,2.620,2.032,2.325,2.441,2.682,3.211,3.799,4.987,6.565,0.382
150,69.200,2.956,2.018,2.322,2.490,2.740,3.152,4.003,5.909,106.291,0.338
155,70.400,3.339,2.051,2.375,2.561,2.872,3.383,3.883,6.193,212.773,0.299
160,69.800,2.758,2.052,2.401,2.538,2.813,3.345,4.110,5.474,15.531,0.363
165,74.000,3.004,2.062,2.375,2.490,2.737,3.548,4.080,5.854,105.237,0.333
170,71.400,2.683,2.043,2.394,2.528,2.765,3.116,3.895,4.616,9.211,0.373
175,78.000,2.670,2.061,2.400,2.524,2.753,3.119,3.575,5.526,6.420,0.375
180,71.600,2.988,2.066,2.396,2.558,2.727,3.017,4.373,5.365,109.623,0.335
185,71.200,2.686,1.988,2.374,2.515,2.727,3.114,4.489,5.139,5.875,0.372
190,71.800,2.667,2.055,2.372,2.512,2.741,3.149,4.111,4.969,5.217,0.375
195,72.200,3.047,2.042,2.369,2.563,2.753,3.162,3.736,6.129,127.981,0.328
200,75.200,2.747,2.047,2.352,2.499,2.756,3.648,4.720,6.200,8.021,0.364
205,66.200,2.894,2.202,2.518,2.702,2.930,3.890,4.719,5.115,5.279,0.346
210,66.200,2.846,2.171,2.469,2.691,2.903,3.209,4.780,5.659,9.478,0.351
215,71.400,2.630,2.122,2.356,2.500,2.675,3.005,3.348,5.605,6.335,0.380
220,68.600,2.723,2.060,2.399,2.547,2.828,3.263,4.165,4.683,6.278,0.367
225,79.800,2.634,2.081,2.345,2.524,2.695,2.972,3.817,4.848,8.938,0.380
230,77.000,2.622,1.993,2.354,2.480,2.688,3.012,3.717,4.660,5.893,0.381
235,71.800,2.630,2.025,2.361,2.479,2.696,3.081,3.848,4.733,6.116,0.380
240,71.800,2.796,2.100,2.415,2.596,2.801,3.161,3.964,6.144,23.470,0.358
245,76.800,2.606,2.028,2.329,2.498,2.686,2.965,3.680,4.715,6.367,0.384
250,71.400,2.602,2.024,2.350,2.487,2.664,3.005,3.629,4.638,6.345,0.384
255,74.600,2.641,2.039,2.327,2.481,2.749,3.201,3.855,4.672,6.383,0.379
260,74.200,2.641,2.056,2.355,2.488,2.723,3.105,3.761,4.418,6.151,0.379
265,77.400,2.616,2.027,2.323,2.479,2.733,3.169,3.768,4.142,6.463,0.382
270,77.800,2.674,2.079,2.356,2.528,2.741,3.043,3.840,4.491,13.879,0.374
275,68.800,2.669,2.075,2.352,2.508,2.742,3.263,3.792,6.138,6.505,0.375
280,76.800,2.620,2.017,2.343,2.473,2.719,3.160,3.645,4.321,5.996,0.382
285,71.200,2.611,2.014,2.341,2.490,2.688,3.174,3.702,4.147,4.704,0.383
290,73.000,2.637,2.056,2.352,2.510,2.699,2.995,3.931,4.514,6.304,0.379
295,68.400,2.671,2.121,2.383,2.511,2.691,3.014,4.145,4.828,9.247,0.374
300,15.800,2.539,2.121,2.301,2.415,2.549,2.860,3.959,4.457,4.457,0.394
