Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.000,1.064,0.912,1.014,1.051,1.088,1.150,1.198,1.374,3.037,0.939
5,154.800,1.065,0.900,1.008,1.050,1.095,1.156,1.208,1.346,3.603,0.939
10,134.800,1.070,0.891,1.008,1.048,1.094,1.167,1.223,1.549,3.484,0.935
15,145.200,1.076,0.918,1.020,1.057,1.108,1.173,1.217,1.413,3.637,0.929
20,122.000,1.070,0.876,1.001,1.041,1.084,1.160,1.252,1.413,4.071,0.935
25,102.000,1.063,0.864,1.001,1.041,1.090,1.168,1.232,1.401,3.642,0.941
30,147.600,1.072,0.895,1.019,1.060,1.102,1.159,1.207,1.369,4.029,0.933
35,145.600,1.069,0.901,1.009,1.050,1.087,1.138,1.187,1.404,4.082,0.935
40,106.800,1.070,0.908,1.018,1.054,1.101,1.158,1.209,1.415,2.109,0.934
45,138.400,1.070,0.887,1.001,1.046,1.100,1.173,1.234,1.489,3.589,0.935
50,148.600,1.059,0.847,0.990,1.036,1.094,1.196,1.295,1.455,1.672,0.945
55,143.200,1.043,0.865,0.986,1.030,1.074,1.150,1.224,1.402,1.616,0.959
60,142.200,1.059,0.905,1.009,1.046,1.089,1.143,1.183,1.291,3.595,0.945
65,79.400,1.058,0.896,1.000,1.044,1.094,1.185,1.223,1.352,1.582,0.945
70,139.800,1.058,0.880,0.990,1.030,1.082,1.176,1.289,1.471,3.671,0.945
75,136.400,1.065,0.857,1.011,1.052,1.106,1.161,1.216,1.332,1.601,0.939
80,133.800,1.066,0.901,1.011,1.049,1.092,1.157,1.206,1.348,3.478,0.938
85,151.200,1.078,0.904,1.020,1.061,1.107,1.164,1.226,1.397,3.943,0.928
90,144.600,1.071,0.929,1.020,1.054,1.098,1.156,1.202,1.338,3.873,0.934
95,137.000,1.063,0.893,1.005,1.047,1.087,1.145,1.204,1.322,4.076,0.941
100,133.600,1.070,0.849,1.015,1.053,1.095,1.150,1.221,1.339,3.905,0.934
105,160.000,1.059,0.893,1.014,1.050,1.088,1.139,1.195,1.383,1.937,0.944
110,145.400,1.063,0.906,1.015,1.053,1.093,1.146,1.189,1.258,3.977,0.941
115,83.200,1.067,0.896,1.011,1.047,1.099,1.150,1.206,1.427,3.551,0.937
120,150.800,1.059,0.889,1.006,1.042,1.081,1.135,1.169,1.441,3.657,0.944
125,155.400,1.058,0.899,1.011,1.049,1.082,1.136,1.187,1.360,3.763,0.945
130,146.200,1.059,0.893,1.006,1.045,1.087,1.138,1.203,1.407,3.318,0.944
135,105.800,1.097,0.925,1.015,1.062,1.115,1.209,1.262,1.541,3.891,0.912
140,144.000,1.065,0.909,1.010,1.047,1.085,1.137,1.195,1.383,3.743,0.939
145,152.400,1.059,0.909,1.016,1.050,1.091,1.142,1.172,1.295,1.624,0.945
150,155.800,1.072,0.915,1.011,1.050,1.099,1.160,1.211,1.484,3.388,0.933
155,141.600,1.079,0.902,1.018,1.055,1.095,1.153,1.198,1.488,3.816,0.927
160,143.800,1.069,0.917,1.022,1.060,1.099,1.151,1.206,1.364,1.743,0.935
165,103.800,1.069,0.926,1.017,1.054,1.097,1.172,1.232,1.438,1.594,0.935
170,145.800,1.054,0.914,0.998,1.040,1.078,1.126,1.180,1.410,3.763,0.949
175,136.600,1.059,0.860,1.000,1.034,1.075,1.135,1.197,1.487,3.736,0.944
180,146.000,1.058,0.897,0.987,1.032,1.087,1.165,1.249,1.341,3.741,0.945
185,148.600,1.062,0.876,0.991,1.035,1.098,1.208,1.298,1.436,3.714,0.942
