Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14835.600,1.076,0.584,0.861,0.894,0.939,1.095,2.849,3.888,13.826,0.930
5,14836.600,1.076,0.587,0.856,0.892,0.936,1.092,2.852,4.019,10.307,0.929
10,13254.000,1.205,0.602,0.856,0.894,0.951,1.154,2.917,4.385,356.926,0.830
15,14377.600,1.111,0.606,0.865,0.901,0.952,1.117,3.095,4.457,12.117,0.900
20,10879.200,1.525,0.603,0.851,0.891,0.953,1.177,3.187,4.841,1242.081,0.656
25,10400.000,1.479,0.593,0.852,0.894,0.963,1.209,3.191,4.851,1054.813,0.676
30,14326.400,1.116,0.613,0.866,0.904,0.958,1.117,3.155,4.398,11.110,0.896
35,14433.000,1.108,0.588,0.858,0.895,0.946,1.106,3.114,4.455,11.487,0.903
40,10891.000,1.468,0.593,0.861,0.898,0.950,1.140,3.211,4.645,876.047,0.681
45,14291.600,1.118,0.588,0.853,0.891,0.948,1.269,3.161,4.698,9.863,0.894
50,14526.800,1.100,0.592,0.842,0.883,0.946,1.223,3.044,4.571,9.899,0.909
55,14669.800,1.090,0.571,0.837,0.877,0.936,1.233,2.985,4.493,9.861,0.918
60,14537.800,1.099,0.588,0.854,0.890,0.945,1.097,3.042,4.405,11.082,0.910
65,8389.400,1.906,0.586,0.847,0.887,0.946,1.141,3.058,4.888,653.951,0.525
70,14504.600,1.102,0.594,0.846,0.885,0.943,1.195,3.078,4.570,10.834,0.907
75,13615.200,1.230,0.608,0.860,0.898,0.955,1.125,3.094,4.482,893.207,0.813
80,12684.800,1.200,0.612,0.856,0.896,0.954,1.107,3.091,4.482,467.036,0.833
85,14322.800,1.116,0.591,0.864,0.902,0.955,1.112,3.178,4.497,10.618,0.896
90,14363.600,1.113,0.600,0.863,0.899,0.952,1.112,3.156,4.499,13.800,0.899
95,14443.200,1.107,0.600,0.854,0.893,0.950,1.172,3.101,4.423,10.357,0.904
100,14272.800,1.120,0.594,0.856,0.893,0.942,1.102,2.969,4.148,151.264,0.893
105,14852.200,1.076,0.597,0.859,0.892,0.938,1.100,2.872,3.825,10.580,0.929
110,14746.400,1.084,0.597,0.856,0.891,0.938,1.085,2.855,3.998,43.123,0.923
115,8695.800,1.839,0.606,0.855,0.891,0.942,1.116,2.952,4.665,724.910,0.544
120,14711.600,1.087,0.601,0.856,0.891,0.942,1.112,2.959,4.179,10.519,0.920
125,14885.800,1.074,0.589,0.853,0.888,0.934,1.086,2.869,4.018,12.498,0.931
130,14869.200,1.075,0.599,0.854,0.888,0.932,1.110,2.881,3.964,10.850,0.930
135,11423.600,1.439,0.588,0.859,0.896,0.945,1.154,3.026,4.554,662.528,0.695
140,14077.200,1.104,0.599,0.857,0.892,0.943,1.132,2.876,4.112,126.583,0.906
145,14675.400,1.089,0.592,0.863,0.896,0.944,1.114,2.931,4.145,9.159,0.918
150,14667.000,1.090,0.572,0.858,0.894,0.944,1.132,2.936,4.185,12.809,0.918
155,14641.800,1.092,0.582,0.863,0.897,0.944,1.117,2.979,4.142,9.369,0.916
160,14550.400,1.099,0.600,0.865,0.901,0.949,1.121,2.981,4.251,12.329,0.910
165,9933.400,1.609,0.600,0.865,0.902,0.958,1.153,3.002,4.549,1373.362,0.621
170,14893.200,1.073,0.598,0.853,0.886,0.932,1.088,2.868,4.041,10.799,0.932
175,14641.800,1.092,0.595,0.848,0.884,0.939,1.157,2.906,4.275,49.164,0.916
180,14577.200,1.098,0.570,0.842,0.883,0.953,1.186,2.975,4.462,153.816,0.911
