Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,150.000,1.424,1.029,1.230,1.348,1.536,1.769,1.927,2.579,3.764,0.702
5,153.200,1.468,1.046,1.225,1.403,1.598,1.827,2.046,3.081,4.612,0.681
10,138.400,2.585,1.026,1.241,1.392,1.643,1.959,2.359,61.174,143.353,0.387
15,137.400,1.607,1.071,1.316,1.523,1.784,2.109,2.304,3.061,4.491,0.622
20,105.600,3.640,1.043,1.443,1.641,1.897,2.209,2.496,133.239,213.739,0.275
25,109.200,4.422,1.051,1.395,1.584,1.911,2.351,2.904,139.590,248.665,0.226
30,134.800,1.634,1.053,1.387,1.561,1.814,2.071,2.282,2.907,4.262,0.612
35,146.600,1.625,1.033,1.366,1.542,1.769,2.083,2.338,3.196,5.522,0.615
40,106.800,4.621,1.079,1.412,1.622,1.941,2.331,2.652,5.058,430.952,0.216
45,139.000,1.714,1.029,1.429,1.627,1.888,2.247,2.525,3.506,5.792,0.584
50,150.200,1.684,1.019,1.385,1.591,1.883,2.181,2.496,3.928,4.996,0.594
55,150.000,1.633,1.021,1.386,1.545,1.793,2.077,2.258,3.483,4.651,0.612
60,144.400,1.671,0.998,1.394,1.589,1.836,2.116,2.416,3.194,5.008,0.599
65,85.200,9.989,1.062,1.414,1.607,1.855,2.216,2.941,281.184,429.131,0.100
70,141.200,1.651,1.045,1.363,1.538,1.846,2.147,2.430,3.587,4.825,0.606
75,131.400,3.148,1.035,1.332,1.521,1.751,2.093,2.370,3.434,581.037,0.318
80,130.000,3.417,1.061,1.396,1.587,1.902,2.290,2.605,149.760,205.348,0.293
85,145.800,1.711,1.051,1.425,1.630,1.912,2.268,2.465,2.988,5.309,0.585
90,145.000,1.695,1.053,1.415,1.597,1.849,2.199,2.522,3.780,5.430,0.590
95,146.600,1.633,0.995,1.383,1.558,1.813,2.034,2.295,3.173,4.224,0.612
100,132.200,1.918,1.033,1.282,1.469,1.698,1.972,2.252,3.698,108.341,0.521
105,150.000,1.429,0.998,1.209,1.346,1.569,1.809,1.958,2.459,3.755,0.700
110,146.000,1.528,1.047,1.248,1.402,1.618,1.889,2.129,2.799,35.658,0.654
115,83.600,9.138,1.031,1.245,1.403,1.651,2.125,78.936,177.798,272.265,0.109
120,146.800,1.447,0.988,1.210,1.369,1.573,1.842,2.086,2.642,4.728,0.691
125,146.800,1.441,0.965,1.228,1.380,1.583,1.774,1.985,2.586,4.738,0.694
130,148.600,1.403,1.037,1.212,1.336,1.538,1.720,1.865,2.356,2.970,0.713
135,112.200,3.963,1.001,1.258,1.422,1.607,1.831,2.037,142.031,289.190,0.252
140,147.400,1.585,1.008,1.223,1.363,1.588,1.815,1.993,2.795,100.914,0.631
145,147.000,1.461,1.033,1.228,1.377,1.604,1.814,1.986,2.986,4.179,0.684
150,146.600,1.446,1.048,1.218,1.370,1.600,1.810,2.028,2.459,3.741,0.692
155,153.800,1.439,1.014,1.215,1.372,1.590,1.796,1.965,2.317,4.671,0.695
160,155.600,1.468,1.036,1.243,1.400,1.610,1.841,2.026,2.440,4.419,0.681
165,102.400,3.560,1.036,1.254,1.437,1.648,1.887,2.138,129.963,203.650,0.281
170,141.800,1.459,1.025,1.227,1.366,1.588,1.856,2.116,2.701,3.831,0.685
175,152.400,1.612,1.035,1.242,1.397,1.629,1.885,2.076,2.942,40.864,0.620
180,152.400,1.525,1.036,1.231,1.432,1.656,1.982,2.278,3.393,4.316,0.656
185,140.200,1.484,1.009,1.212,1.381,1.631,1.955,2.171,3.131,4.858,0.674
190,152.000,1.437,1.047,1.229,1.380,1.571,1.790,1.985,2.336,2.997,0.696
195,115.000,5.275,1.067,1.341,1.554,1.805,2.176,2.844,139.257,365.589,0.190
200,141.000,1.677,1.021,1.370,1.588,1.845,2.186,2.510,3.355,5.275,0.596
205,75.600,13.271,1.043,1.440,1.635,1.929,2.510,3.124,301.473,829.787,0.075
210,139.400,1.621,1.013,1.354,1.537,1.796,2.102,2.314,3.092,3.629,0.617
215,138.600,1.659,1.019,1.398,1.587,1.850,2.126,2.349,3.046,4.904,0.603
220,143.000,1.697,1.039,1.398,1.614,1.907,2.176,2.443,3.289,4.301,0.589
225,130.200,1.690,1.074,1.423,1.593,1.868,2.151,2.383,3.251,4.970,0.592
230,142.800,1.691,1.068,1.400,1.610,1.882,2.196,2.447,3.262,4.749,0.592
235,139.200,2.100,1.093,1.398,1.591,1.902,2.235,2.498,3.833,143.433,0.476
240,115.000,3.532,1.096,1.407,1.585,1.860,2.241,2.479,138.789,219.530,0.283
245,82.800,5.942,1.076,1.440,1.691,1.940,2.251,2.517,3.676,1077.318,0.168
250,140.600,1.832,1.019,1.416,1.633,1.883,2.175,2.379,3.814,72.319,0.546
255,142.400,1.622,1.056,1.356,1.554,1.781,2.038,2.261,2.922,4.896,0.617
260,150.000,1.697,1.069,1.411,1.593,1.899,2.184,2.461,3.624,6.018,0.589
265,140.800,1.779,1.080,1.397,1.633,1.951,2.473,2.989,4.150,6.544,0.562
270,137.800,1.764,1.043,1.374,1.576,1.877,2.251,2.703,4.734,28.802,0.567
275,135.600,1.679,1.075,1.376,1.593,1.858,2.151,2.484,3.579,4.266,0.596
280,113.800,4.221,1.074,1.453,1.645,1.921,2.315,2.635,147.868,284.553,0.237
285,100.200,14.629,1.105,1.461,1.651,1.959,2.324,2.847,774.554,1055.845,0.068
290,136.400,1.773,1.043,1.486,1.676,1.938,2.273,2.539,4.124,5.323,0.564
295,131.600,3.336,1.013,1.376,1.544,1.778,2.090,2.298,143.882,214.764,0.300
