run_id,hostname,timestamp_utc,ncpus,mem_gib,workload,run_vus,terminals,warehouses_equiv,wh_per_vu,scalefactor,sf_per_vu,expected_schema_gib,units_per_vu_min,sf_covers_vu_min,shared_buffers_gb,effective_cache_size_gb,synchronous_commit,pg_data_storage,pg_tmpfs_size_gib,rampup_min,duration_min,pg_image,benchbase_image,load_seconds,db_size_bytes,db_size_pretty,db_size_gib,run_seconds,tps,tpm,tpm_per_vu,tpm_per_core,goodput_tps,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_avg_ms,raw_load_log,raw_db_size,raw_run_log,raw_config,raw_summary,error
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T09:43:06.912786+00:00,32,251.7,wikipedia,4,4,20,5,13,3.25,1.9244,5,False,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,68.3,3012641295,2873 MB,2.8057,427.4,6302.21,378132,94533.0,94533.0,8867.26,0.541,1.37,1.86,0.634,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T09:51:33.677004+00:00,32,251.7,wikipedia,8,8,40,5,26,3.25,3.8488,5,False,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,138.6,5454018239,5201 MB,5.0795,429.5,9191.64,551498,68937.2,68937.2,11906.17,0.752,1.587,1.928,0.869,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T10:01:09.611455+00:00,32,251.7,wikipedia,16,16,80,5,51,3.19,7.5495,5,False,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,261.3,11512354495,11 GB,10.7217,437.2,11850.12,711007,44437.9,44437.9,16556.06,1.161,2.018,2.87,1.349,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T10:12:57.780074+00:00,32,251.7,wikipedia,32,32,160,5,103,3.22,15.2471,5,False,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,568.1,22805501631,21 GB,21.2393,437.5,13711.11,822666,25708.3,25708.3,19267.06,1.929,2.801,4.187,2.332,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T10:29:55.502601+00:00,32,251.7,wikipedia,64,64,320,5,205,3.2,30.3461,5,False,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,1264.2,47589570239,44 GB,44.3212,431.5,6631.45,397887,6217.0,6217.0,8813.59,7.043,12.559,38.208,9.635,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T10:58:27.122350+00:00,32,251.7,ycsb,4,4,20,5,1676,419.0,1.9004,5,True,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,27.3,2036225727,1942 MB,1.8964,446.5,41255.14,2475308,618827.0,618827.0,56808.2,0.094,0.108,0.119,0.096,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T11:06:31.811484+00:00,32,251.7,ycsb,8,8,40,5,3351,418.88,3.7998,5,True,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,52.9,4064327359,3876 MB,3.7852,464.9,63049.91,3782995,472874.4,472874.4,88481.8,0.096,0.112,0.141,0.126,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T11:15:16.715326+00:00,32,251.7,ycsb,16,16,80,5,6702,418.88,7.5995,5,True,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,141.8,8120702655,7745 MB,7.563,472.6,53460.89,3207654,200478.4,200478.4,88510.85,0.103,0.134,0.182,0.298,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T11:25:42.837062+00:00,32,251.7,ycsb,32,32,160,5,13405,418.91,15.2002,5,True,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,362.5,16235067071,15 GB,15.1201,472.7,52846.67,3170800,99087.5,99087.5,68567.05,0.149,0.26,0.555,0.604,,,,,,
20260717T094306Z_sc-runner_bb,sc-runner,2026-07-17T11:39:51.048759+00:00,32,251.7,ycsb,64,64,320,5,26810,418.91,30.4004,5,True,62,188,off,anonymous_volume,,2,5,postgres:18,benchbase.azurecr.io/benchbase-postgres:latest,771.2,32461887167,30 GB,30.2325,478.8,33956.82,2037409,31834.5,31834.5,43196.57,0.153,0.486,6.906,1.88,,,,,,
