Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6442.000,1.239,0.863,1.075,1.104,1.142,1.208,2.230,3.345,37.211,0.807
5,6443.000,1.240,0.847,1.070,1.100,1.138,1.204,2.178,3.382,30.874,0.807
10,6471.000,1.234,0.852,1.068,1.095,1.134,1.195,2.176,3.337,26.636,0.810
15,6420.200,1.245,0.849,1.068,1.095,1.134,1.209,2.263,3.369,23.397,0.804
20,6359.600,1.257,0.855,1.062,1.085,1.125,1.194,2.153,3.342,558.390,0.796
25,6529.600,1.224,0.854,1.063,1.089,1.129,1.187,2.119,3.299,30.482,0.817
30,6465.200,1.236,0.846,1.062,1.090,1.127,1.189,2.153,3.289,33.720,0.809
35,6533.800,1.223,0.852,1.054,1.079,1.117,1.193,2.075,3.244,38.243,0.817
40,6479.800,1.234,0.850,1.061,1.083,1.122,1.190,2.160,3.288,37.863,0.811
45,6578.800,1.215,0.854,1.059,1.087,1.124,1.184,2.082,3.219,23.916,0.823
50,6461.000,1.237,0.848,1.068,1.098,1.138,1.202,2.168,3.555,25.404,0.808
55,6554.600,1.220,0.860,1.059,1.081,1.118,1.182,2.081,3.299,24.960,0.820
60,6241.200,1.282,0.857,1.066,1.095,1.133,1.205,2.147,3.708,117.675,0.780
65,5977.200,1.346,0.861,1.067,1.090,1.130,1.202,2.177,3.774,662.193,0.743
70,6411.200,1.239,0.837,1.067,1.093,1.131,1.195,2.191,3.396,30.481,0.807
75,6343.400,1.260,0.851,1.070,1.097,1.137,1.200,2.295,3.312,542.410,0.793
80,6391.800,1.251,0.848,1.069,1.100,1.139,1.213,2.224,3.335,32.625,0.799
85,6480.600,1.234,0.861,1.063,1.089,1.130,1.191,2.172,3.297,27.411,0.811
90,6499.600,1.230,0.846,1.067,1.095,1.131,1.190,2.164,3.277,27.154,0.813
95,6544.200,1.222,0.839,1.062,1.084,1.124,1.182,2.137,3.300,29.055,0.819
100,6532.400,1.224,0.843,1.061,1.085,1.125,1.178,2.118,3.213,33.305,0.817
105,6338.600,1.261,0.851,1.066,1.093,1.129,1.190,2.153,3.342,671.894,0.793
110,6289.600,1.271,0.858,1.083,1.119,1.162,1.232,2.272,3.865,31.326,0.787
115,6334.600,1.263,0.845,1.074,1.111,1.151,1.224,2.255,3.582,36.066,0.792
120,6369.600,1.255,0.844,1.072,1.105,1.142,1.210,2.206,3.825,25.246,0.797
125,6413.000,1.246,0.857,1.066,1.094,1.133,1.201,2.190,3.411,35.601,0.802
130,6361.400,1.257,0.843,1.076,1.107,1.145,1.214,2.228,3.639,28.776,0.796
135,6454.600,1.239,0.848,1.065,1.094,1.134,1.212,2.180,3.720,32.358,0.807
140,6493.400,1.231,0.846,1.063,1.093,1.131,1.202,2.138,3.303,23.905,0.812
145,6460.800,1.237,0.837,1.067,1.098,1.134,1.207,2.171,3.396,33.768,0.808
150,6392.600,1.251,0.847,1.065,1.095,1.135,1.212,2.177,3.425,35.408,0.800
155,6325.600,1.264,0.843,1.064,1.101,1.161,1.357,2.126,4.329,27.851,0.791
160,6188.000,1.292,0.840,1.061,1.097,1.197,1.428,2.140,4.697,32.438,0.774
165,6293.400,1.270,0.855,1.059,1.090,1.148,1.424,2.118,4.592,39.874,0.787
170,6392.000,1.251,0.832,1.065,1.102,1.145,1.326,2.156,4.104,26.393,0.800
175,6606.800,1.210,0.848,1.054,1.076,1.111,1.178,2.096,3.256,25.075,0.826
180,6368.200,1.255,0.835,1.065,1.098,1.133,1.204,2.145,3.506,33.655,0.797
185,5651.400,1.415,0.867,1.073,1.101,1.142,1.239,2.366,5.595,625.992,0.707
190,6337.800,1.261,0.851,1.074,1.102,1.144,1.218,2.317,3.532,26.694,0.793
195,6311.600,1.267,0.857,1.082,1.109,1.150,1.230,2.292,3.511,36.490,0.789
200,6380.000,1.253,0.855,1.074,1.101,1.141,1.215,2.193,3.417,35.412,0.798
205,6495.000,1.231,0.856,1.062,1.092,1.129,1.195,2.123,3.336,33.489,0.812
210,6460.400,1.237,0.850,1.064,1.090,1.130,1.193,2.168,3.395,29.992,0.808
215,6372.200,1.255,0.842,1.072,1.104,1.144,1.211,2.171,3.772,34.741,0.797
220,6417.400,1.245,0.842,1.068,1.100,1.139,1.206,2.161,3.853,39.403,0.803
225,6266.400,1.276,0.850,1.072,1.108,1.169,1.362,2.221,4.415,26.092,0.784
