Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11295.800,0.589,0.409,0.526,0.560,0.614,0.712,0.809,0.964,3.066,1.698
5,16572.600,0.575,0.408,0.533,0.561,0.597,0.646,0.689,0.799,4.340,1.738
10,12866.600,0.578,0.421,0.537,0.564,0.598,0.642,0.678,0.776,4.865,1.731
15,17856.000,0.584,0.418,0.531,0.562,0.605,0.684,0.754,0.860,4.780,1.712
20,18755.400,0.569,0.437,0.530,0.557,0.590,0.634,0.668,0.757,4.893,1.756
25,18755.600,0.569,0.442,0.532,0.558,0.588,0.628,0.660,0.749,5.201,1.757
30,11735.200,0.564,0.435,0.527,0.552,0.584,0.627,0.661,0.759,4.979,1.774
35,18605.400,0.573,0.439,0.535,0.562,0.592,0.632,0.664,0.753,4.895,1.745
40,18611.400,0.573,0.435,0.534,0.560,0.594,0.637,0.672,0.765,5.446,1.745
45,14227.800,0.570,0.434,0.531,0.556,0.591,0.634,0.668,0.759,4.968,1.755
50,18128.600,0.584,0.436,0.538,0.568,0.609,0.659,0.695,0.796,5.106,1.712
55,17831.400,0.586,0.409,0.532,0.567,0.613,0.675,0.731,0.848,4.867,1.707
60,15462.400,0.575,0.439,0.535,0.564,0.598,0.639,0.673,0.772,4.598,1.738
65,15874.400,0.568,0.442,0.530,0.556,0.587,0.627,0.660,0.757,4.833,1.761
70,19233.400,0.571,0.434,0.533,0.559,0.590,0.631,0.666,0.761,4.618,1.752
75,19261.000,0.572,0.412,0.532,0.558,0.593,0.637,0.675,0.792,4.877,1.748
80,19245.800,0.562,0.413,0.525,0.550,0.579,0.618,0.653,0.792,4.619,1.778
85,19395.600,0.570,0.422,0.532,0.557,0.589,0.631,0.665,0.759,5.110,1.756
90,19421.400,0.567,0.428,0.529,0.554,0.586,0.628,0.660,0.755,4.997,1.763
95,8722.800,0.574,0.415,0.531,0.559,0.594,0.641,0.680,0.791,4.400,1.743
100,18845.400,0.574,0.411,0.525,0.555,0.594,0.656,0.718,0.840,5.075,1.742
105,18576.000,0.577,0.416,0.535,0.564,0.600,0.645,0.683,0.797,4.861,1.732
110,17882.000,0.589,0.436,0.542,0.573,0.613,0.664,0.706,0.829,4.430,1.697
115,17038.400,0.600,0.412,0.529,0.565,0.624,0.752,0.836,0.984,4.628,1.668
120,18297.400,0.578,0.429,0.534,0.562,0.599,0.648,0.692,0.814,4.418,1.730
125,18773.400,0.569,0.403,0.528,0.556,0.591,0.634,0.669,0.780,4.636,1.756
130,8577.400,0.578,0.418,0.532,0.562,0.599,0.649,0.689,0.867,4.970,1.730
135,12170.400,0.587,0.408,0.529,0.565,0.612,0.685,0.757,0.904,4.634,1.704
140,17769.200,0.584,0.410,0.534,0.565,0.607,0.668,0.726,0.851,4.392,1.713
145,18682.400,0.569,0.404,0.528,0.555,0.590,0.636,0.673,0.792,4.693,1.758
150,18385.000,0.574,0.437,0.534,0.562,0.597,0.641,0.676,0.770,4.461,1.741
155,8905.000,0.587,0.428,0.540,0.571,0.611,0.660,0.700,0.815,4.553,1.704
160,18225.200,0.578,0.436,0.537,0.565,0.601,0.645,0.680,0.776,4.530,1.731
165,13456.600,0.588,0.434,0.547,0.574,0.609,0.656,0.696,0.807,4.536,1.701
170,18396.800,0.581,0.428,0.537,0.565,0.602,0.653,0.697,0.828,4.547,1.722
175,18240.800,0.579,0.410,0.519,0.550,0.593,0.687,0.808,0.921,4.565,1.728
180,18416.400,0.573,0.418,0.531,0.559,0.595,0.642,0.679,0.776,4.437,1.745
185,9801.000,0.581,0.435,0.534,0.564,0.605,0.656,0.697,0.812,4.894,1.720
190,18477.800,0.575,0.409,0.521,0.555,0.601,0.671,0.728,0.841,4.938,1.739
195,12625.600,0.586,0.425,0.540,0.570,0.611,0.662,0.704,0.813,4.361,1.707
200,18791.800,0.572,0.422,0.532,0.558,0.593,0.636,0.672,0.765,4.563,1.749
205,18810.200,0.570,0.423,0.530,0.557,0.592,0.637,0.674,0.773,5.126,1.754
210,18270.400,0.577,0.412,0.528,0.558,0.597,0.659,0.725,0.843,4.768,1.733
215,13142.400,0.590,0.422,0.536,0.568,0.614,0.684,0.754,0.866,4.484,1.696
220,15363.600,0.587,0.433,0.539,0.571,0.612,0.665,0.708,0.826,4.308,1.704
225,18193.200,0.582,0.401,0.529,0.562,0.604,0.668,0.744,0.870,4.493,1.719
230,12272.000,0.582,0.406,0.523,0.557,0.605,0.685,0.788,0.923,6.983,1.717
235,17969.600,0.583,0.416,0.537,0.566,0.605,0.659,0.704,0.851,4.789,1.715
240,18272.000,0.578,0.425,0.535,0.563,0.600,0.647,0.687,0.804,4.535,1.729
245,11919.600,0.569,0.413,0.524,0.552,0.591,0.640,0.682,0.827,4.868,1.759
250,18508.400,0.575,0.413,0.532,0.558,0.595,0.646,0.691,0.807,4.993,1.740
255,17989.800,0.583,0.426,0.536,0.567,0.606,0.657,0.703,0.822,4.380,1.716
260,10882.800,0.583,0.412,0.536,0.567,0.609,0.663,0.705,0.817,4.783,1.714
265,17940.200,0.587,0.408,0.540,0.569,0.610,0.666,0.717,0.837,4.531,1.703
270,18330.200,0.578,0.423,0.534,0.563,0.600,0.649,0.690,0.805,4.757,1.730
275,16843.000,0.577,0.424,0.531,0.561,0.601,0.652,0.693,0.813,4.609,1.734
280,13709.200,0.577,0.421,0.531,0.562,0.601,0.652,0.696,0.820,4.789,1.732
285,18011.000,0.581,0.420,0.531,0.561,0.603,0.665,0.727,0.855,4.201,1.721
290,17852.800,0.591,0.424,0.543,0.575,0.617,0.670,0.711,0.833,4.591,1.691
295,9794.600,0.590,0.408,0.535,0.570,0.618,0.683,0.736,0.847,4.505,1.695
