Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7993.600,0.546,0.446,0.513,0.536,0.565,0.593,0.614,0.689,68.741,1.831
5,9827.600,0.550,0.452,0.518,0.540,0.569,0.594,0.612,0.664,5.593,1.820
10,9823.000,0.555,0.449,0.521,0.545,0.575,0.601,0.620,0.677,6.054,1.802
15,9984.400,0.549,0.453,0.515,0.538,0.568,0.596,0.616,0.680,5.983,1.821
20,10153.200,0.543,0.444,0.510,0.533,0.563,0.592,0.614,0.678,6.439,1.841
25,7961.600,0.546,0.443,0.513,0.534,0.563,0.590,0.611,0.694,5.744,1.832
30,8117.200,0.548,0.441,0.512,0.538,0.568,0.599,0.622,0.717,5.920,1.825
35,10244.000,0.547,0.445,0.514,0.537,0.566,0.593,0.611,0.659,6.245,1.829
40,10375.800,0.544,0.441,0.511,0.533,0.562,0.587,0.604,0.649,6.380,1.839
45,9283.800,0.544,0.447,0.511,0.533,0.563,0.590,0.609,0.663,6.005,1.837
50,10000.400,0.545,0.443,0.510,0.535,0.564,0.590,0.608,0.662,6.470,1.836
55,10263.400,0.548,0.446,0.515,0.538,0.567,0.592,0.609,0.661,5.816,1.825
60,8928.200,0.552,0.445,0.518,0.542,0.571,0.598,0.616,0.679,6.065,1.812
65,5219.800,0.555,0.452,0.519,0.542,0.572,0.605,0.630,0.734,5.827,1.803
70,9770.800,0.563,0.446,0.519,0.549,0.583,0.624,0.677,0.773,6.141,1.776
75,10314.000,0.545,0.444,0.512,0.535,0.563,0.590,0.609,0.658,5.676,1.834
80,7765.800,0.547,0.442,0.512,0.537,0.565,0.594,0.614,0.679,5.909,1.827
85,10078.600,0.552,0.444,0.512,0.537,0.569,0.602,0.633,0.841,5.896,1.811
