Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,87.600,2.799,0.296,0.352,0.826,1.092,1.464,2.300,79.821,139.443,0.357
5,114.400,0.862,0.287,0.349,0.826,1.069,1.425,1.684,4.031,18.273,1.160
10,115.000,0.812,0.286,0.346,0.411,1.078,1.403,1.579,2.284,16.214,1.232
15,111.000,0.882,0.282,0.351,0.860,1.092,1.360,1.486,2.225,21.325,1.134
20,114.200,0.884,0.294,0.344,0.810,1.026,1.326,1.661,6.126,19.084,1.131
25,93.200,1.693,0.295,0.346,0.819,1.015,1.288,1.478,5.863,148.000,0.591
30,92.200,1.740,0.287,0.354,0.868,1.099,1.386,1.722,16.361,140.625,0.575
35,118.000,0.790,0.285,0.348,0.872,1.092,1.390,1.574,2.058,6.162,1.265
40,116.400,0.786,0.287,0.348,0.867,1.084,1.341,1.474,1.876,5.885,1.272
45,104.200,1.155,0.298,0.343,0.843,1.089,1.302,1.470,1.891,138.147,0.866
50,118.000,0.848,0.289,0.344,0.810,1.058,1.342,1.465,1.840,59.030,1.180
55,113.800,0.801,0.293,0.349,0.881,1.075,1.357,1.597,2.203,5.769,1.248
60,96.800,1.367,0.285,0.350,0.837,1.103,1.456,1.981,4.128,109.136,0.732
65,66.000,4.014,0.310,0.357,0.852,1.288,3.324,10.697,100.472,151.792,0.249
70,102.400,0.827,0.290,0.357,0.872,1.110,1.432,1.713,2.532,5.361,1.209
75,112.200,0.804,0.279,0.355,0.868,1.058,1.323,1.586,2.159,5.962,1.244
80,77.400,0.801,0.296,0.357,0.881,1.071,1.366,1.577,2.148,3.589,1.248
85,114.600,0.766,0.291,0.349,0.842,1.064,1.355,1.582,1.906,3.059,1.306
90,111.000,0.803,0.287,0.354,0.861,1.129,1.431,1.569,2.140,3.595,1.245
95,86.800,2.111,0.294,0.356,0.859,1.095,1.405,1.657,3.572,283.841,0.474
100,102.200,2.004,0.297,0.349,0.835,1.047,1.335,1.484,1.872,287.820,0.499
105,115.800,0.737,0.292,0.348,0.803,1.022,1.296,1.424,1.804,2.615,1.356
110,104.000,0.794,0.288,0.357,0.841,1.073,1.405,1.664,2.187,5.553,1.260
115,109.200,0.781,0.291,0.357,0.829,1.038,1.372,1.562,2.223,5.285,1.281
120,100.000,1.678,0.290,0.355,0.855,1.191,1.525,2.157,33.628,130.132,0.596
125,50.800,3.903,0.276,0.362,0.826,1.174,2.934,17.438,83.821,88.142,0.256
130,90.200,2.708,0.289,0.354,0.856,1.110,1.404,1.566,142.878,150.859,0.369
135,110.400,0.762,0.285,0.348,0.851,1.064,1.324,1.485,1.795,2.336,1.313
140,115.200,0.780,0.297,0.350,0.846,1.068,1.333,1.497,2.506,4.090,1.281
145,113.000,0.791,0.293,0.351,0.854,1.068,1.373,1.604,2.271,2.683,1.264
150,76.400,3.489,0.298,0.354,0.888,1.097,1.390,1.587,139.523,144.586,0.287
155,106.600,1.293,0.299,0.348,0.840,1.069,1.376,1.517,1.980,280.873,0.774
160,116.800,0.739,0.290,0.345,0.803,1.040,1.314,1.453,1.845,2.110,1.353
165,105.200,0.788,0.288,0.358,0.851,1.078,1.350,1.506,1.900,2.423,1.270
170,117.200,0.758,0.291,0.342,0.805,1.064,1.370,1.502,2.128,2.430,1.320
175,119.800,0.750,0.285,0.342,0.842,1.047,1.316,1.437,1.821,2.428,1.334
180,97.200,1.082,0.274,0.355,0.852,1.153,1.468,1.670,2.442,130.464,0.924
185,110.000,0.784,0.289,0.348,0.856,1.074,1.337,1.529,1.890,6.437,1.275
190,115.600,0.758,0.288,0.349,0.858,1.049,1.303,1.415,1.699,2.418,1.319
195,117.200,0.774,0.286,0.352,0.874,1.043,1.290,1.388,1.712,1.918,1.292
200,115.600,0.764,0.292,0.355,0.858,1.035,1.241,1.445,1.695,1.875,1.310
205,69.000,2.722,0.299,0.355,0.837,1.084,1.354,1.543,133.241,194.575,0.367
210,108.000,0.786,0.282,0.356,0.851,1.039,1.341,1.557,1.951,6.170,1.272
215,114.800,0.797,0.294,0.353,0.862,1.109,1.316,1.493,2.038,5.304,1.255
220,100.200,0.767,0.290,0.350,0.838,1.067,1.322,1.468,1.737,6.031,1.303
225,111.600,0.747,0.292,0.342,0.817,1.038,1.293,1.462,1.951,4.803,1.338
230,121.200,0.739,0.283,0.342,0.802,1.003,1.282,1.432,1.907,6.341,1.353
235,91.600,1.335,0.294,0.346,0.818,1.022,1.248,1.415,1.842,144.594,0.749
240,110.400,0.735,0.292,0.345,0.821,1.015,1.266,1.362,1.670,2.054,1.360
245,84.800,0.938,0.296,0.346,0.900,1.243,1.470,1.602,2.038,41.727,1.066
250,109.400,0.923,0.297,0.356,0.887,1.244,1.508,1.705,2.131,37.217,1.084
255,103.200,0.929,0.303,0.374,1.003,1.337,1.636,1.785,2.170,6.577,1.076
260,104.800,0.951,0.292,0.366,1.007,1.409,1.681,1.882,2.466,6.007,1.051
265,108.400,0.995,0.289,0.361,1.068,1.389,1.769,2.023,2.664,3.622,1.005
270,104.600,0.945,0.286,0.357,0.959,1.327,1.721,1.923,2.710,6.565,1.058
275,108.400,0.875,0.301,0.357,0.882,1.269,1.597,1.826,2.263,6.299,1.143
280,113.600,0.890,0.296,0.348,0.917,1.278,1.595,1.807,2.458,5.600,1.124
285,73.400,2.380,0.295,0.344,0.927,1.295,1.576,1.753,2.257,214.916,0.420
290,94.800,0.894,0.283,0.348,0.923,1.266,1.570,1.826,2.480,6.606,1.118
295,120.000,0.833,0.287,0.344,0.859,1.270,1.531,1.725,1.991,2.426,1.200
